""
"Test Method","Tensile_R_yu.msm"
"Sample I. D.","10-1-304TD1 Hyunjin.mss"
"Specimen Number","5"

"Extension (mm)","Extensometer_A (mm/mm)","Extensometer_T (mm)","Load (kN)"
0.58073,0.01161,0.08938,3.915
0.61081,0.01222,0.09407,3.932
0.64147,0.01283,0.09876,3.966
0.67181,0.01344,0.10350,3.993
0.70325,0.01406,0.10832,4.018
0.73532,0.01471,0.11318,4.038
0.76790,0.01536,0.11815,4.066
0.80074,0.01601,0.12315,4.084
0.83374,0.01667,0.12824,4.113
0.86653,0.01733,0.13332,4.126
0.90005,0.01800,0.13834,4.145
0.93332,0.01867,0.14354,4.180
0.96748,0.01935,0.14870,4.206
1.00119,0.02002,0.15386,4.231
1.03561,0.02071,0.15916,4.258
1.07059,0.02141,0.16449,4.278
1.10580,0.02212,0.16987,4.306
1.14077,0.02282,0.17533,4.311
1.17600,0.02352,0.18075,4.347
1.21181,0.02424,0.18620,4.369
1.24755,0.02495,0.19158,4.393
1.28386,0.02568,0.19719,4.421
1.32061,0.02641,0.20272,4.447
1.35722,0.02714,0.20833,4.466
1.39381,0.02788,0.21390,4.480
1.43079,0.02862,0.21950,4.505
1.46768,0.02935,0.22508,4.530
1.50455,0.03009,0.23067,4.553
1.54207,0.03084,0.23619,4.569
1.57942,0.03159,0.24179,4.587
1.61651,0.03233,0.24736,4.606
1.65340,0.03307,0.25292,4.630
1.69074,0.03381,0.25858,4.638
1.72741,0.03455,0.26422,4.668
1.76440,0.03529,0.26987,4.684
1.80212,0.03604,0.27560,4.698
1.83997,0.03680,0.28118,4.731
1.87722,0.03754,0.28676,4.742
1.91503,0.03830,0.29226,4.760
1.95270,0.03905,0.29787,4.779
1.99036,0.03981,0.30353,4.793
2.02768,0.04055,0.30925,4.815
2.06549,0.04131,0.31491,4.827
2.10363,0.04207,0.32057,4.850
2.14152,0.04283,0.32618,4.871
2.17932,0.04359,0.33173,4.882
2.21665,0.04433,0.33730,4.908
2.25491,0.04510,0.34291,4.920
2.29251,0.04585,0.34854,4.924
2.33049,0.04661,0.35406,4.931
2.36826,0.04737,0.35969,4.956
2.40612,0.04812,0.36517,4.975
2.44390,0.04888,0.37066,4.995
2.48109,0.04962,0.37618,5.012
2.51943,0.05039,0.38175,5.028
2.55683,0.05114,0.38725,5.034
2.59449,0.05189,0.39275,5.029
2.63249,0.05265,0.39824,5.056
2.66984,0.05340,0.40379,5.062
2.70740,0.05415,0.40923,5.085
2.74442,0.05489,0.41467,5.098
2.78198,0.05564,0.42015,5.103
2.81935,0.05639,0.42557,5.114
2.85706,0.05714,0.43093,5.117
2.89495,0.05790,0.43637,5.135
2.93234,0.05865,0.44173,5.156
2.96960,0.05939,0.44716,5.159
3.00706,0.06014,0.45256,5.172
3.04424,0.06088,0.45798,5.196
3.08192,0.06164,0.46337,5.196
3.11965,0.06239,0.46869,5.210
3.15691,0.06314,0.47415,5.221
3.19400,0.06388,0.47955,5.233
3.23188,0.06464,0.48495,5.246
3.26883,0.06538,0.49025,5.248
3.30637,0.06613,0.49555,5.261
3.34385,0.06688,0.50086,5.261
3.38155,0.06763,0.50617,5.278
3.41861,0.06837,0.51150,5.287
3.45594,0.06912,0.51681,5.298
3.49335,0.06987,0.52205,5.315
3.53057,0.07061,0.52738,5.323
3.56792,0.07136,0.53264,5.317
3.60499,0.07210,0.53794,5.331
3.64214,0.07284,0.54329,5.341
3.67956,0.07359,0.54853,5.357
3.71639,0.07433,0.55383,5.362
3.75372,0.07507,0.55900,5.372
3.79028,0.07581,0.56418,5.376
3.82724,0.07654,0.56939,5.384
3.86410,0.07728,0.57454,5.386
3.90128,0.07803,0.57977,5.401
3.93850,0.07877,0.58501,5.409
3.97523,0.07950,0.59026,5.412
4.01212,0.08024,0.59543,5.429
4.04861,0.08097,0.60062,5.433
4.08524,0.08170,0.60574,5.443
4.12208,0.08244,0.61077,5.447
4.15899,0.08318,0.61588,5.445
4.19552,0.08391,0.62097,5.450
4.23153,0.08463,0.62601,5.463
4.26808,0.08536,0.63105,5.465
4.30391,0.08608,0.63609,5.474
4.34031,0.08681,0.64110,5.483
4.37589,0.08752,0.64611,5.488
4.41215,0.08824,0.65109,5.492
4.44791,0.08896,0.65609,5.495
4.48352,0.08967,0.66100,5.501
4.51884,0.09038,0.66588,5.502
4.55419,0.09108,0.67079,5.512
4.58937,0.09179,0.67566,5.516
4.62396,0.09248,0.68048,5.521
4.65891,0.09318,0.68537,5.531
4.69381,0.09388,0.69015,5.531
4.72831,0.09457,0.69492,5.540
4.76260,0.09525,0.69965,5.538
4.79693,0.09594,0.70436,5.547
4.83035,0.09661,0.70903,5.555
4.86392,0.09728,0.71366,5.557
4.89742,0.09795,0.71827,5.573
4.93108,0.09862,0.72273,5.573
4.96424,0.09928,0.72726,5.571
4.99659,0.09993,0.73174,5.575
5.02952,0.10059,0.73622,5.574
5.06118,0.10122,0.74064,5.575
5.09377,0.10188,0.74508,5.591
5.12532,0.10251,0.74938,5.594
5.15697,0.10314,0.75367,5.598
5.18866,0.10377,0.75797,5.603
5.21994,0.10440,0.76212,5.596
5.25019,0.10500,0.76626,5.596
5.28040,0.10561,0.77030,5.599
5.31031,0.10621,0.77430,5.604
5.33962,0.10679,0.77826,5.609
5.36889,0.10738,0.78222,5.612
5.39775,0.10795,0.78620,5.614
5.42652,0.10853,0.79005,5.620
5.45569,0.10911,0.79392,5.617
5.48424,0.10968,0.79773,5.615
5.51242,0.11025,0.80157,5.620
5.54029,0.11081,0.80531,5.636
5.56793,0.11136,0.80901,5.631
5.59492,0.11190,0.81263,5.639
5.62182,0.11244,0.81624,5.620
5.64814,0.11296,0.81982,5.630
5.67437,0.11349,0.82330,5.627
5.69975,0.11399,0.82677,5.630
5.72537,0.11451,0.83019,5.642
5.75040,0.11501,0.83359,5.640
5.77513,0.11550,0.83690,5.641
5.79954,0.11599,0.84022,5.638
5.82402,0.11648,0.84351,5.641
5.84745,0.11695,0.84669,5.655
5.87114,0.11742,0.84988,5.651
5.89415,0.11788,0.85301,5.640
5.91702,0.11834,0.85615,5.646
5.94002,0.11880,0.85926,5.647
5.96268,0.11925,0.86224,5.649
5.98527,0.11971,0.86523,5.650
6.00776,0.12016,0.86821,5.644
6.02902,0.12058,0.87113,5.650
6.05047,0.12101,0.87398,5.664
6.07151,0.12143,0.87678,5.663
6.09259,0.12185,0.87957,5.669
6.11313,0.12226,0.88232,5.659
6.13385,0.12268,0.88508,5.652
6.15417,0.12308,0.88781,5.657
6.17405,0.12348,0.89050,5.662
6.19429,0.12389,0.89323,5.650
6.21435,0.12429,0.89587,5.664
6.23413,0.12468,0.89854,5.675
6.25381,0.12508,0.90110,5.677
6.27332,0.12547,0.90368,5.667
6.29258,0.12585,0.90628,5.669
6.31180,0.12624,0.90885,5.662
6.33069,0.12661,0.91135,5.665
6.34952,0.12699,0.91378,5.658
6.36753,0.12735,0.91625,5.680
6.38628,0.12773,0.91878,5.676
6.40488,0.12810,0.92128,5.674
6.42324,0.12846,0.92376,5.669
6.44179,0.12884,0.92610,5.675
6.45990,0.12920,0.92852,5.667
6.47853,0.12957,0.93100,5.682
6.49721,0.12994,0.93344,5.680
6.51558,0.13031,0.93591,5.680
6.53390,0.13068,0.93829,5.689
6.55181,0.13104,0.94074,5.685
6.56991,0.13140,0.94311,5.686
6.58800,0.13176,0.94552,5.673
6.60618,0.13212,0.94792,5.681
6.62370,0.13247,0.95035,5.677
6.64171,0.13283,0.95267,5.690
6.65976,0.13320,0.95503,5.693
6.67745,0.13355,0.95740,5.691
6.69557,0.13391,0.95980,5.685
6.71332,0.13427,0.96216,5.686
6.73128,0.13463,0.96441,5.685
6.74936,0.13499,0.96684,5.692
6.76755,0.13535,0.96920,5.690
6.78547,0.13571,0.97154,5.694
6.80343,0.13607,0.97389,5.700
6.82095,0.13642,0.97623,5.695
6.83908,0.13678,0.97849,5.679
6.85736,0.13715,0.98091,5.690
6.87461,0.13749,0.98329,5.697
6.89265,0.13785,0.98565,5.691
6.91059,0.13821,0.98807,5.691
6.92901,0.13858,0.99049,5.694
6.94684,0.13894,0.99288,5.697
6.96527,0.13931,0.99524,5.698
6.98361,0.13967,0.99762,5.696
7.00200,0.14004,1.00001,5.690
7.02019,0.14040,1.00238,5.705
7.03849,0.14077,1.00476,5.698
7.05721,0.14114,1.00714,5.708
7.07529,0.14151,1.00956,5.700
7.09363,0.14187,1.01195,5.701
7.11218,0.14224,1.01436,5.705
7.13067,0.14261,1.01672,5.704
7.14876,0.14298,1.01918,5.717
7.16751,0.14335,1.02162,5.706
7.18658,0.14373,1.02404,5.714
7.20473,0.14409,1.02643,5.710
7.22355,0.14447,1.02884,5.709
7.24216,0.14484,1.03128,5.712
7.26148,0.14523,1.03377,5.708
7.28027,0.14561,1.03627,5.717
7.29962,0.14599,1.03874,5.717
7.31831,0.14637,1.04122,5.726
7.33741,0.14675,1.04367,5.717
7.35666,0.14713,1.04620,5.718
7.37567,0.14751,1.04870,5.720
7.39444,0.14789,1.05120,5.715
7.41376,0.14828,1.05368,5.720
7.43324,0.14866,1.05622,5.716
7.45246,0.14905,1.05880,5.730
7.47197,0.14944,1.06133,5.734
7.49152,0.14983,1.06387,5.722
7.51163,0.15023,1.06638,5.722
7.53157,0.15063,1.06892,5.722
7.55127,0.15103,1.07144,5.722
7.57123,0.15142,1.07403,5.729
7.59101,0.15182,1.07666,5.732
7.61118,0.15222,1.07916,5.734
7.63146,0.15263,1.08183,5.739
7.65121,0.15302,1.08436,5.728
7.67174,0.15343,1.08705,5.730
7.69222,0.15384,1.08970,5.727
7.71247,0.15425,1.09238,5.729
7.73291,0.15466,1.09505,5.736
7.75380,0.15508,1.09773,5.730
7.77451,0.15549,1.10046,5.739
7.79560,0.15591,1.10317,5.740
7.81662,0.15633,1.10586,5.739
7.83788,0.15676,1.10857,5.741
7.85890,0.15718,1.11127,5.737
7.88011,0.15760,1.11404,5.740
7.90150,0.15803,1.11671,5.733
7.92251,0.15845,1.11942,5.747
7.94438,0.15889,1.12226,5.748
7.96630,0.15933,1.12508,5.747
7.98802,0.15976,1.12782,5.748
8.01016,0.16020,1.13057,5.750
8.03245,0.16065,1.13340,5.746
8.05478,0.16110,1.13624,5.742
8.07718,0.16154,1.13913,5.740
8.09959,0.16199,1.14200,5.754
8.12214,0.16244,1.14490,5.758
8.14512,0.16290,1.14781,5.757
8.16746,0.16335,1.15072,5.763
8.19073,0.16381,1.15370,5.759
8.21383,0.16428,1.15663,5.759
8.23688,0.16474,1.15957,5.750
8.26056,0.16521,1.16259,5.746
8.28425,0.16568,1.16559,5.761
8.30817,0.16616,1.16860,5.758
8.33240,0.16665,1.17163,5.766
8.35670,0.16713,1.17469,5.773
8.38074,0.16761,1.17778,5.764
8.40549,0.16811,1.18088,5.763
8.42975,0.16859,1.18396,5.759
8.45441,0.16909,1.18707,5.757
8.47947,0.16959,1.19026,5.763
8.50414,0.17008,1.19347,5.759
8.52938,0.17059,1.19669,5.774
8.55522,0.17110,1.19993,5.771
8.58071,0.17161,1.20315,5.761
8.60665,0.17213,1.20639,5.762
8.63226,0.17265,1.20969,5.760
8.65833,0.17317,1.21299,5.763
8.68407,0.17368,1.21630,5.770
8.71026,0.17421,1.21969,5.775
8.73682,0.17474,1.22302,5.778
8.76355,0.17527,1.22643,5.771
8.79023,0.17580,1.22984,5.773
8.81777,0.17636,1.23322,5.766
8.84540,0.17691,1.23670,5.771
8.87280,0.17746,1.24017,5.770
8.90021,0.17800,1.24369,5.782
8.92795,0.17856,1.24716,5.772
8.95556,0.17911,1.25074,5.779
8.98349,0.17967,1.25424,5.769
9.01141,0.18023,1.25774,5.772
9.03945,0.18079,1.26122,5.766
9.06807,0.18136,1.26481,5.777
9.09652,0.18193,1.26839,5.774
9.12522,0.18250,1.27198,5.773
9.15383,0.18308,1.27557,5.788
9.18292,0.18366,1.27919,5.782
9.21190,0.18424,1.28278,5.777
9.24118,0.18482,1.28646,5.771
9.27046,0.18541,1.29015,5.773
9.30037,0.18601,1.29385,5.777
9.32998,0.18660,1.29755,5.779
9.36044,0.18721,1.30128,5.785
9.39080,0.18782,1.30502,5.782
9.42072,0.18841,1.30873,5.780
9.45127,0.18903,1.31249,5.784
9.48151,0.18963,1.31631,5.780
9.51239,0.19025,1.32010,5.779
9.54306,0.19086,1.32390,5.777
9.57440,0.19149,1.32776,5.790
9.60592,0.19212,1.33168,5.786
9.63738,0.19275,1.33550,5.784
9.66860,0.19337,1.33944,5.782
9.70032,0.19401,1.34336,5.773
9.73162,0.19463,1.34733,5.780
9.76380,0.19528,1.35128,5.783
9.79533,0.19591,1.35533,5.785
9.82791,0.19656,1.35936,5.789
9.86054,0.19721,1.36340,5.789
9.89325,0.19787,1.36746,5.782
9.92565,0.19851,1.37143,5.776
9.95836,0.19917,1.37550,5.779
9.99079,0.19982,1.37956,5.781
10.02348,0.20047,1.38360,5.787
10.05605,0.20112,1.38755,5.786
10.08913,0.20178,1.39165,5.789
10.12237,0.20245,1.39566,5.787
10.15558,0.20311,1.39967,5.788
10.18851,0.20377,1.40371,5.790
10.22180,0.20444,1.40786,5.789
10.25455,0.20509,1.41192,5.781
10.28790,0.20576,1.41603,5.784
10.32100,0.20642,1.42013,5.792
10.35456,0.20709,1.42408,5.780
10.38805,0.20776,1.42809,5.781
10.42187,0.20844,1.43215,5.781
10.45515,0.20910,1.43621,5.779
10.48890,0.20978,1.44030,5.776
10.52188,0.21044,1.44445,5.787
10.55530,0.21111,1.44855,5.788
10.58863,0.21177,1.45261,5.779
10.62250,0.21245,1.45672,5.784
10.65673,0.21313,1.46070,5.776
10.69047,0.21381,1.46478,5.775
10.72390,0.21448,1.46888,5.783
10.75746,0.21515,1.47289,5.778
10.79118,0.21582,1.47694,5.781
10.82480,0.21650,1.48103,5.782
10.85865,0.21717,1.48502,5.778
10.89272,0.21785,1.48897,5.775
10.92632,0.21853,1.49303,5.778
10.96000,0.21920,1.49705,5.777
10.99390,0.21988,1.50103,5.778
11.02721,0.22054,1.50513,5.774
11.06120,0.22122,1.50906,5.770
11.09486,0.22190,1.51304,5.767
11.12886,0.22258,1.51697,5.766
11.16301,0.22326,1.52098,5.765
11.19715,0.22394,1.52494,5.774
11.23069,0.22461,1.52885,5.772
11.26483,0.22530,1.53274,5.781
11.29855,0.22597,1.53659,5.767
11.33266,0.22665,1.54049,5.771
11.36642,0.22733,1.54431,5.775
11.40056,0.22801,1.54822,5.773
11.43462,0.22869,1.55192,5.767
11.46891,0.22938,1.55567,5.782
11.50284,0.23006,1.55928,5.761
11.53647,0.23073,1.56290,5.760
11.57022,0.23140,1.56650,5.752
11.60374,0.23207,1.57020,5.759
11.63794,0.23276,1.57386,5.768
11.67234,0.23345,1.57745,5.765
11.70620,0.23412,1.58110,5.762
11.74001,0.23480,1.58472,5.754
11.77411,0.23548,1.58826,5.748
11.80797,0.23616,1.59185,5.760
11.84211,0.23684,1.59542,5.757
11.87567,0.23751,1.59895,5.754
11.90984,0.23820,1.60250,5.750
11.94377,0.23888,1.60588,5.751
11.97799,0.23956,1.60939,5.754
12.01138,0.24023,1.61274,5.741
12.04554,0.24091,1.61608,5.745
12.07862,0.24157,1.61943,5.739
12.11225,0.24224,1.62269,5.747
12.14579,0.24292,1.62596,5.748
12.17953,0.24359,1.62916,5.739
12.21337,0.24427,1.63229,5.736
12.24685,0.24494,1.63544,5.734
12.28037,0.24561,1.63849,5.725
12.31388,0.24628,1.64152,5.725
12.34699,0.24694,1.64458,5.726
12.38007,0.24760,1.64753,5.725
12.41325,0.24826,1.65047,5.730
12.44694,0.24894,1.65330,5.725
12.48004,0.24960,1.65617,5.723
12.51286,0.25026,1.65881,5.724
12.54573,0.25091,1.66144,5.718
12.57799,0.25156,1.66401,5.702
12.61111,0.25222,1.66657,5.714
12.64351,0.25287,1.66906,5.706
12.67635,0.25353,1.67150,5.717
12.70905,0.25418,1.67381,5.712
12.74173,0.25483,1.67610,5.707
12.77404,0.25548,1.67826,5.709
12.80613,0.25612,1.68041,5.701
12.83816,0.25676,1.68244,5.697
12.87001,0.25740,1.68439,5.686
12.90180,0.25804,1.68637,5.692
12.93306,0.25866,1.68816,5.687
12.96467,0.25929,1.68995,5.693
12.99599,0.25992,1.69164,5.683
13.02697,0.26054,1.69316,5.683
13.05787,0.26116,1.69480,5.675
13.08835,0.26177,1.69622,5.670
13.11790,0.26236,1.69761,5.673
13.14831,0.26297,1.69900,5.679
13.17804,0.26356,1.70018,5.672
13.20764,0.26415,1.70139,5.665
13.23776,0.26476,1.70258,5.669
13.26704,0.26534,1.70367,5.656
13.29616,0.26592,1.70467,5.653
13.32526,0.26651,1.70562,5.652
13.35342,0.26707,1.70648,5.650
13.38197,0.26764,1.70737,5.656
13.40986,0.26820,1.70810,5.645
13.43753,0.26875,1.70879,5.636
13.46496,0.26930,1.70942,5.636
13.49252,0.26985,1.71011,5.631
13.51965,0.27039,1.71069,5.628
13.54599,0.27092,1.71124,5.625
13.57269,0.27145,1.71176,5.623
13.59892,0.27198,1.71228,5.622
13.62452,0.27249,1.71267,5.608
13.65021,0.27300,1.71306,5.605
13.67534,0.27351,1.71347,5.598
13.70024,0.27400,1.71384,5.596
13.72469,0.27449,1.71420,5.602
13.74957,0.27499,1.71448,5.594
13.77373,0.27547,1.71476,5.590
13.79808,0.27596,1.71498,5.586
13.82169,0.27643,1.71518,5.582
13.84544,0.27691,1.71541,5.578
13.86899,0.27738,1.71563,5.568
13.89182,0.27784,1.71589,5.576
13.91507,0.27830,1.71600,5.568
13.93811,0.27876,1.71619,5.558
13.96094,0.27922,1.71625,5.551
13.98375,0.27968,1.71638,5.543
14.00643,0.28013,1.71651,5.541
14.02859,0.28057,1.71662,5.540
14.05079,0.28102,1.71678,5.537
14.07234,0.28145,1.71687,5.533
14.09408,0.28188,1.71690,5.529
14.11555,0.28231,1.71689,5.517
14.13621,0.28272,1.71693,5.508
14.15717,0.28314,1.71708,5.513
14.17860,0.28357,1.71723,5.506
14.19900,0.28398,1.71732,5.508
14.22011,0.28440,1.71730,5.508
14.24044,0.28481,1.71726,5.494
14.26107,0.28522,1.71723,5.484
14.28173,0.28563,1.71732,5.481
14.30228,0.28605,1.71741,5.475
14.32243,0.28645,1.71749,5.474
14.34241,0.28685,1.71753,5.470
14.36283,0.28726,1.71736,5.465
14.38271,0.28765,1.71728,5.458
14.40173,0.28803,1.71725,5.457
14.42172,0.28843,1.71744,5.448
14.44128,0.28883,1.71773,5.440
14.46081,0.28922,1.71780,5.454
14.48007,0.28960,1.71740,5.441
14.49921,0.28998,1.71703,5.433
14.51868,0.29037,1.71722,5.429
14.53781,0.29076,1.71767,5.418
14.55707,0.29114,1.71774,5.419
14.57591,0.29152,1.71761,5.406
14.59429,0.29189,1.71742,5.410
14.61331,0.29227,1.71731,5.403
14.63201,0.29264,1.71729,5.401
14.65048,0.29301,1.71747,5.390
14.66926,0.29339,1.71761,5.382
14.68801,0.29376,1.71760,5.378
14.70664,0.29413,1.71754,5.367
14.72493,0.29450,1.71747,5.371
14.74416,0.29488,1.71737,5.364
14.76280,0.29526,1.71739,5.365
14.78207,0.29564,1.71738,5.349
14.80084,0.29602,1.71749,5.347
14.81979,0.29640,1.71759,5.336
14.83876,0.29678,1.71753,5.329
14.85741,0.29715,1.71751,5.325
14.87647,0.29753,1.71747,5.325
14.89545,0.29791,1.71744,5.319
14.91385,0.29828,1.71741,5.311
14.93300,0.29866,1.71741,5.306
14.95220,0.29904,1.71745,5.293
14.97108,0.29942,1.71748,5.290
14.99002,0.29980,1.71746,5.282
15.00000,0.30018,1.71746,5.275
14.99991,0.30056,1.71737,5.272
14.99989,0.30094,1.71735,5.265
14.99989,0.30133,1.71735,5.257
14.99993,0.30171,1.71739,5.255
14.99990,0.30210,1.71736,5.242
14.99995,0.30248,1.71741,5.227
14.99999,0.30287,1.71744,5.219
14.99994,0.30326,1.71739,5.217
14.99987,0.30364,1.71733,5.204
14.99986,0.30403,1.71731,5.202
14.99985,0.30442,1.71731,5.200
14.99981,0.30481,1.71727,5.184
14.99982,0.30520,1.71728,5.166
14.99981,0.30559,1.71726,5.152
14.99975,0.30600,1.71721,5.152
14.99976,0.30639,1.71722,5.152
14.99973,0.30679,1.71718,5.138
14.99976,0.30719,1.71721,5.124
14.99972,0.30758,1.71718,5.108
14.99971,0.30798,1.71717,5.092
14.99968,0.30839,1.71714,5.085
14.99964,0.30878,1.71710,5.077
14.99960,0.30919,1.71706,5.064
14.99958,0.30959,1.71704,5.052
14.99956,0.31000,1.71702,5.039
14.99955,0.31041,1.71701,5.026
14.99953,0.31081,1.71698,5.003
14.99949,0.31123,1.71695,4.992
14.99949,0.31164,1.71695,4.973
14.99941,0.31205,1.71687,4.961


