""
"Test Method","Tensile_R_yu.msm"
"Sample I. D.","10-1-304TD1 Hyunjin.mss"
"Specimen Number","7"

"Extension (mm)","Extensometer_A (mm/mm)","Extensometer_T (mm)","Load (kN)"
1.19072,0.02381,0.14545,4.201
1.22371,0.02447,0.14956,4.212
1.25636,0.02513,0.15370,4.229
1.28956,0.02579,0.15784,4.255
1.32316,0.02646,0.16196,4.270
1.35663,0.02713,0.16609,4.289
1.39010,0.02780,0.17034,4.307
1.42349,0.02847,0.17461,4.331
1.45739,0.02915,0.17886,4.347
1.49127,0.02983,0.18304,4.370
1.52495,0.03050,0.18728,4.390
1.55905,0.03118,0.19153,4.406
1.59301,0.03186,0.19577,4.425
1.62739,0.03255,0.19993,4.439
1.66149,0.03323,0.20416,4.467
1.69534,0.03391,0.20835,4.483
1.72873,0.03457,0.21254,4.498
1.76240,0.03525,0.21675,4.505
1.79643,0.03593,0.22095,4.536
1.83072,0.03661,0.22502,4.554
1.86452,0.03729,0.22925,4.565
1.89827,0.03797,0.23343,4.571
1.93202,0.03864,0.23753,4.585
1.96599,0.03932,0.24161,4.617
2.00010,0.04000,0.24565,4.633
2.03390,0.04068,0.24978,4.645
2.06750,0.04135,0.25384,4.656
2.10163,0.04203,0.25795,4.667
2.13560,0.04271,0.26195,4.677
2.16922,0.04338,0.26594,4.709
2.20306,0.04406,0.27003,4.714
2.23608,0.04472,0.27416,4.730
2.26949,0.04539,0.27838,4.731
2.30303,0.04606,0.28250,4.747
2.33706,0.04674,0.28651,4.777
2.37129,0.04743,0.29053,4.780
2.40421,0.04808,0.29465,4.792
2.43739,0.04875,0.29878,4.807
2.47129,0.04943,0.30274,4.817
2.50499,0.05010,0.30667,4.843
2.53875,0.05078,0.31063,4.844
2.57179,0.05144,0.31472,4.856
2.60486,0.05210,0.31880,4.866
2.63841,0.05277,0.32289,4.884
2.67203,0.05344,0.32684,4.890
2.70601,0.05412,0.33072,4.911
2.73954,0.05479,0.33465,4.915
2.77211,0.05544,0.33869,4.915
2.80486,0.05610,0.34281,4.932
2.83769,0.05675,0.34682,4.947
2.87177,0.05744,0.35062,4.957
2.90588,0.05812,0.35430,4.968
2.93955,0.05879,0.35795,4.970
2.97215,0.05944,0.36190,4.971
3.00448,0.06009,0.36578,4.993
3.03788,0.06076,0.36959,5.014
3.07150,0.06143,0.37342,5.018
3.10479,0.06210,0.37726,5.024
3.13843,0.06277,0.38122,5.021
3.17100,0.06342,0.38517,5.042
3.20369,0.06407,0.38920,5.055
3.23702,0.06474,0.39311,5.064
3.27020,0.06540,0.39699,5.076
3.30346,0.06607,0.40091,5.084
3.33600,0.06672,0.40478,5.081
3.36919,0.06738,0.40874,5.102
3.40228,0.06805,0.41267,5.108
3.43536,0.06871,0.41647,5.125
3.46844,0.06937,0.42034,5.106
3.50151,0.07003,0.42416,5.123
3.53378,0.07068,0.42801,5.130
3.56682,0.07134,0.43188,5.147
3.59956,0.07199,0.43578,5.153
3.63246,0.07265,0.43960,5.151
3.66580,0.07332,0.44333,5.153
3.69884,0.07398,0.44715,5.162
3.73133,0.07463,0.45097,5.176
3.76403,0.07528,0.45470,5.185
3.79613,0.07592,0.45850,5.194
3.82917,0.07658,0.46227,5.197
3.86177,0.07724,0.46597,5.202
3.89473,0.07789,0.46970,5.208
3.92727,0.07855,0.47343,5.214
3.95968,0.07919,0.47721,5.232
3.99207,0.07984,0.48093,5.225
4.02469,0.08049,0.48460,5.234
4.05673,0.08113,0.48823,5.238
4.08883,0.08178,0.49187,5.240
4.12074,0.08241,0.49547,5.253
4.15299,0.08306,0.49918,5.262
4.18547,0.08371,0.50274,5.267
4.21767,0.08435,0.50633,5.275
4.24935,0.08499,0.50992,5.276
4.28122,0.08562,0.51357,5.283
4.31233,0.08625,0.51712,5.279
4.34393,0.08688,0.52067,5.301
4.37555,0.08751,0.52422,5.292
4.40724,0.08814,0.52771,5.300
4.43900,0.08878,0.53121,5.303
4.47034,0.08941,0.53470,5.307
4.50125,0.09002,0.53821,5.324
4.53245,0.09065,0.54171,5.322
4.56317,0.09126,0.54513,5.331
4.59425,0.09188,0.54854,5.326
4.62472,0.09249,0.55195,5.329
4.65545,0.09311,0.55539,5.326
4.68619,0.09372,0.55873,5.338
4.71644,0.09433,0.56210,5.347
4.74687,0.09494,0.56552,5.348
4.77737,0.09555,0.56883,5.353
4.80706,0.09614,0.57205,5.341
4.83713,0.09674,0.57542,5.352
4.86672,0.09733,0.57873,5.367
4.89638,0.09793,0.58204,5.362
4.92627,0.09853,0.58529,5.378
4.95614,0.09912,0.58853,5.365
4.98562,0.09971,0.59174,5.360
5.01438,0.10029,0.59494,5.380
5.04342,0.10087,0.59815,5.390
5.07213,0.10144,0.60139,5.385
5.10102,0.10202,0.60454,5.402
5.12959,0.10259,0.60763,5.402
5.15836,0.10317,0.61074,5.396
5.18631,0.10373,0.61389,5.394
5.21487,0.10430,0.61704,5.396
5.24277,0.10486,0.62012,5.400
5.27082,0.10542,0.62319,5.414
5.29883,0.10598,0.62625,5.407
5.32598,0.10652,0.62928,5.416
5.35374,0.10707,0.63233,5.406
5.38115,0.10762,0.63538,5.417
5.40846,0.10817,0.63840,5.448
5.43574,0.10871,0.64140,5.432
5.46278,0.10926,0.64440,5.431
5.48983,0.10980,0.64732,5.436
5.51645,0.11033,0.65030,5.420
5.54329,0.11087,0.65327,5.425
5.56974,0.11139,0.65617,5.439
5.59591,0.11192,0.65897,5.443
5.62257,0.11245,0.66189,5.443
5.64891,0.11298,0.66475,5.445
5.67489,0.11350,0.66769,5.446
5.70101,0.11402,0.67053,5.451
5.72710,0.11454,0.67339,5.456
5.75344,0.11507,0.67615,5.456
5.77922,0.11558,0.67894,5.448
5.80479,0.11610,0.68171,5.447
5.83052,0.11661,0.68459,5.454
5.85537,0.11711,0.68744,5.457
5.88075,0.11762,0.69021,5.461
5.90594,0.11812,0.69289,5.466
5.93083,0.11862,0.69557,5.466
5.95599,0.11912,0.69829,5.464
5.98097,0.11962,0.70092,5.471
6.00570,0.12011,0.70358,5.477
6.03043,0.12061,0.70626,5.475
6.05497,0.12110,0.70883,5.469
6.07969,0.12159,0.71143,5.470
6.10402,0.12208,0.71407,5.471
6.12811,0.12256,0.71670,5.475
6.15276,0.12306,0.71930,5.483
6.17680,0.12354,0.72186,5.482
6.20118,0.12402,0.72439,5.481
6.22575,0.12452,0.72697,5.486
6.24996,0.12500,0.72956,5.491
6.27426,0.12549,0.73206,5.486
6.29811,0.12596,0.73463,5.493
6.32244,0.12645,0.73719,5.496
6.34680,0.12694,0.73970,5.496
6.36998,0.12740,0.74228,5.481
6.39404,0.12788,0.74485,5.502
6.41774,0.12835,0.74732,5.495
6.44163,0.12883,0.74978,5.504
6.46569,0.12931,0.75230,5.505
6.48977,0.12980,0.75476,5.492
6.51368,0.13027,0.75724,5.494
6.53708,0.13074,0.75977,5.509
6.56071,0.13121,0.76223,5.505
6.58455,0.13169,0.76474,5.513
6.60874,0.13217,0.76725,5.507
6.63214,0.13264,0.76973,5.515
6.65590,0.13312,0.77226,5.516
6.67941,0.13359,0.77474,5.516
6.70298,0.13406,0.77727,5.519
6.72687,0.13454,0.77981,5.516
6.75096,0.13502,0.78227,5.521
6.77472,0.13549,0.78481,5.511
6.79816,0.13596,0.78735,5.523
6.82185,0.13644,0.78987,5.520
6.84563,0.13691,0.79244,5.531
6.86935,0.13739,0.79492,5.534
6.89261,0.13785,0.79738,5.525
6.91611,0.13832,0.79979,5.524
6.93992,0.13880,0.80231,5.521
6.96347,0.13927,0.80477,5.524
6.98738,0.13975,0.80730,5.535
7.01114,0.14022,0.80976,5.538
7.03507,0.14070,0.81212,5.535
7.05870,0.14117,0.81460,5.526
7.08206,0.14164,0.81710,5.526
7.10562,0.14211,0.81952,5.533
7.12927,0.14259,0.82209,5.531
7.15264,0.14305,0.82445,5.551
7.17637,0.14353,0.82693,5.533
7.20025,0.14401,0.82937,5.533
7.22394,0.14448,0.83185,5.537
7.24780,0.14496,0.83430,5.547
7.27125,0.14543,0.83676,5.552
7.29536,0.14591,0.83925,5.544
7.31906,0.14638,0.84171,5.552
7.34268,0.14685,0.84424,5.551
7.36634,0.14733,0.84671,5.548
7.39034,0.14781,0.84915,5.552
7.41352,0.14827,0.85160,5.544
7.43766,0.14875,0.85416,5.554
7.46112,0.14922,0.85665,5.554
7.48493,0.14970,0.85915,5.553
7.50883,0.15018,0.86157,5.561
7.53336,0.15067,0.86395,5.550
7.55728,0.15115,0.86646,5.549
7.58130,0.15163,0.86890,5.554
7.60474,0.15209,0.87134,5.557
7.62917,0.15258,0.87386,5.553
7.65288,0.15306,0.87626,5.562
7.67658,0.15353,0.87871,5.556
7.70093,0.15402,0.88119,5.560
7.72445,0.15449,0.88361,5.558
7.74863,0.15497,0.88602,5.559
7.77263,0.15545,0.88855,5.565
7.79678,0.15594,0.89101,5.561
7.82103,0.15642,0.89347,5.562
7.84501,0.15690,0.89594,5.562
7.86903,0.15738,0.89842,5.565
7.89324,0.15786,0.90082,5.556
7.91678,0.15834,0.90330,5.576
7.94076,0.15882,0.90579,5.574
7.96512,0.15930,0.90828,5.569
7.98907,0.15978,0.91074,5.565
8.01348,0.16027,0.91317,5.574
8.03777,0.16076,0.91559,5.571
8.06216,0.16124,0.91806,5.571
8.08638,0.16173,0.92058,5.565
8.11059,0.16221,0.92306,5.581
8.13485,0.16270,0.92544,5.585
8.15909,0.16318,0.92789,5.581
8.18346,0.16367,0.93042,5.572
8.20817,0.16416,0.93291,5.572
8.23276,0.16466,0.93544,5.567
8.25713,0.16514,0.93792,5.580
8.28170,0.16563,0.94047,5.583
8.30639,0.16613,0.94295,5.577
8.33104,0.16662,0.94540,5.582
8.35579,0.16712,0.94788,5.579
8.38037,0.16761,0.95034,5.577
8.40526,0.16811,0.95284,5.573
8.42954,0.16859,0.95538,5.578
8.45396,0.16908,0.95792,5.572
8.47906,0.16958,0.96042,5.577
8.50378,0.17008,0.96294,5.586
8.52917,0.17058,0.96538,5.592
8.55408,0.17108,0.96786,5.569
8.57921,0.17158,0.97041,5.576
8.60400,0.17208,0.97289,5.579
8.62906,0.17258,0.97547,5.588
8.65434,0.17309,0.97804,5.589
8.67941,0.17359,0.98058,5.588
8.70464,0.17409,0.98311,5.590
8.72981,0.17460,0.98566,5.585
8.75503,0.17510,0.98824,5.582
8.78020,0.17560,0.99083,5.584
8.80567,0.17611,0.99336,5.591
8.83085,0.17662,0.99593,5.585
8.85671,0.17713,0.99851,5.593
8.88259,0.17765,1.00106,5.597
8.90802,0.17816,1.00365,5.590
8.93361,0.17867,1.00616,5.586
8.95868,0.17917,1.00877,5.578
8.98459,0.17969,1.01140,5.584
9.01031,0.18021,1.01405,5.591
9.03577,0.18072,1.01663,5.594
9.06157,0.18123,1.01924,5.594
9.08780,0.18176,1.02184,5.591
9.11400,0.18228,1.02441,5.592
9.13983,0.18280,1.02696,5.582
9.16573,0.18331,1.02957,5.589
9.19180,0.18384,1.03218,5.587
9.21736,0.18435,1.03479,5.598
9.24385,0.18488,1.03742,5.596
9.27005,0.18540,1.04001,5.599
9.29656,0.18593,1.04261,5.594
9.32297,0.18646,1.04519,5.591
9.34928,0.18699,1.04776,5.594
9.37571,0.18751,1.05039,5.587
9.40200,0.18804,1.05302,5.587
9.42879,0.18858,1.05566,5.596
9.45525,0.18911,1.05827,5.600
9.48119,0.18962,1.06086,5.597
9.50772,0.19015,1.06343,5.596
9.53431,0.19069,1.06601,5.593
9.56113,0.19122,1.06862,5.585
9.58776,0.19176,1.07132,5.594
9.61449,0.19229,1.07402,5.596
9.64148,0.19283,1.07668,5.595
9.66801,0.19336,1.07936,5.594
9.69523,0.19390,1.08211,5.608
9.72199,0.19444,1.08479,5.591
9.74856,0.19497,1.08749,5.597
9.77542,0.19551,1.09025,5.603
9.80255,0.19605,1.09294,5.591
9.82945,0.19659,1.09574,5.600
9.85670,0.19713,1.09843,5.606
9.88413,0.19768,1.10118,5.610
9.91118,0.19822,1.10389,5.603
9.93848,0.19877,1.10653,5.593
9.96542,0.19931,1.10923,5.603
9.99205,0.19984,1.11193,5.600
10.01980,0.20040,1.11462,5.594
10.04687,0.20094,1.11731,5.597
10.07391,0.20148,1.12003,5.597
10.10131,0.20203,1.12277,5.609
10.12858,0.20257,1.12551,5.602
10.15650,0.20313,1.12818,5.606
10.18369,0.20367,1.13091,5.609
10.21115,0.20422,1.13365,5.597
10.23882,0.20478,1.13641,5.596
10.26591,0.20532,1.13912,5.602
10.29334,0.20587,1.14188,5.606
10.32078,0.20642,1.14462,5.600
10.34826,0.20697,1.14740,5.605
10.37619,0.20752,1.15012,5.606
10.40416,0.20808,1.15281,5.601
10.43190,0.20864,1.15550,5.603
10.45925,0.20919,1.15831,5.608
10.48701,0.20974,1.16107,5.591
10.51408,0.21028,1.16385,5.609
10.54209,0.21084,1.16665,5.607
10.57005,0.21140,1.16943,5.604
10.59780,0.21196,1.17214,5.607
10.62558,0.21251,1.17491,5.594
10.65406,0.21308,1.17764,5.605
10.68208,0.21364,1.18041,5.595
10.70947,0.21419,1.18326,5.600
10.73762,0.21475,1.18607,5.605
10.76561,0.21531,1.18883,5.607
10.79364,0.21587,1.19161,5.605
10.82220,0.21644,1.19440,5.599
10.85038,0.21701,1.19716,5.613
10.87835,0.21757,1.19989,5.607
10.90708,0.21814,1.20267,5.606
10.93531,0.21871,1.20549,5.613
10.96302,0.21926,1.20829,5.612
10.99181,0.21984,1.21112,5.607
11.02014,0.22040,1.21385,5.604
11.04848,0.22097,1.21660,5.599
11.07689,0.22154,1.21927,5.596
11.10522,0.22210,1.22216,5.601
11.13354,0.22267,1.22496,5.596
11.16243,0.22325,1.22787,5.609
11.19112,0.22382,1.23069,5.609
11.21975,0.22439,1.23345,5.603
11.24861,0.22497,1.23625,5.596
11.27716,0.22554,1.23906,5.593
11.30550,0.22611,1.24195,5.599
11.33407,0.22668,1.24480,5.603
11.36257,0.22725,1.24764,5.604
11.39100,0.22782,1.25048,5.604
11.42025,0.22841,1.25319,5.598
11.44911,0.22898,1.25593,5.596
11.47767,0.22955,1.25876,5.595
11.50618,0.23012,1.26171,5.588
11.53459,0.23069,1.26457,5.591
11.56307,0.23126,1.26737,5.604
11.59196,0.23184,1.27014,5.595
11.62032,0.23241,1.27290,5.598
11.64920,0.23298,1.27577,5.597
11.67832,0.23357,1.27863,5.589
11.70708,0.23414,1.28154,5.593
11.73542,0.23471,1.28439,5.593
11.76425,0.23528,1.28730,5.600
11.79331,0.23587,1.29011,5.605
11.82197,0.23644,1.29290,5.597
11.85085,0.23702,1.29576,5.597
11.87948,0.23759,1.29868,5.589
11.90810,0.23816,1.30166,5.592
11.93714,0.23874,1.30447,5.595
11.96611,0.23932,1.30738,5.600
11.99497,0.23990,1.31019,5.591
12.02364,0.24047,1.31298,5.588
12.05283,0.24106,1.31586,5.595
12.08045,0.24161,1.31879,5.586
12.10936,0.24219,1.32171,5.583
12.13770,0.24275,1.32463,5.591
12.16667,0.24333,1.32762,5.588
12.19579,0.24392,1.33052,5.594
12.22471,0.24449,1.33333,5.586
12.25345,0.24507,1.33622,5.589
12.28229,0.24565,1.33902,5.583
12.31109,0.24622,1.34189,5.583
12.33926,0.24679,1.34484,5.589
12.36795,0.24736,1.34784,5.584
12.39652,0.24793,1.35070,5.586
12.42520,0.24850,1.35361,5.582
12.45427,0.24909,1.35641,5.585
12.48289,0.24966,1.35917,5.586
12.51139,0.25023,1.36193,5.581
12.53987,0.25080,1.36487,5.581
12.56824,0.25136,1.36778,5.576
12.59610,0.25192,1.37071,5.585
12.62407,0.25248,1.37359,5.589
12.65246,0.25305,1.37647,5.585
12.68080,0.25362,1.37929,5.587
12.70979,0.25420,1.38206,5.581
12.73812,0.25476,1.38477,5.567
12.76622,0.25532,1.38771,5.575
12.79412,0.25588,1.39069,5.573
12.82182,0.25644,1.39374,5.573
12.84947,0.25699,1.39670,5.576
12.87811,0.25756,1.39956,5.579
12.90590,0.25812,1.40236,5.574
12.93431,0.25869,1.40512,5.577
12.96244,0.25925,1.40789,5.578
12.99059,0.25981,1.41077,5.581
13.01851,0.26037,1.41365,5.573
13.04549,0.26091,1.41669,5.566
13.07355,0.26147,1.41968,5.574
13.10081,0.26202,1.42256,5.579
13.12874,0.26257,1.42536,5.574
13.15690,0.26314,1.42801,5.574
13.18449,0.26369,1.43076,5.571
13.21202,0.26424,1.43373,5.559
13.23879,0.26478,1.43680,5.569
13.26571,0.26531,1.43989,5.572
13.29250,0.26585,1.44285,5.570
13.32010,0.26640,1.44551,5.568
13.34744,0.26695,1.44813,5.572
13.37407,0.26748,1.45084,5.568
13.40080,0.26802,1.45370,5.563
13.42713,0.26854,1.45677,5.561
13.45349,0.26907,1.45980,5.559
13.48035,0.26961,1.46267,5.558
13.50744,0.27015,1.46532,5.555
13.53473,0.27069,1.46774,5.558
13.56139,0.27123,1.47041,5.568
13.58724,0.27174,1.47320,5.547
13.61271,0.27225,1.47624,5.549
13.63801,0.27276,1.47914,5.552
13.66444,0.27329,1.48182,5.546
13.69065,0.27381,1.48431,5.550
13.71694,0.27434,1.48684,5.554
13.74284,0.27486,1.48946,5.561
13.76850,0.27537,1.49216,5.548
13.79350,0.27587,1.49492,5.538
13.81894,0.27638,1.49771,5.536
13.84421,0.27688,1.50029,5.540
13.87022,0.27740,1.50282,5.546
13.89558,0.27791,1.50520,5.538
13.92092,0.27842,1.50767,5.546
13.94549,0.27891,1.51027,5.540
13.96996,0.27940,1.51292,5.536
13.99207,0.27984,1.51526,5.518
14.00878,0.28018,1.51685,5.513
14.02563,0.28051,1.51845,5.521
14.04222,0.28084,1.52003,5.521
14.05908,0.28118,1.52170,5.518
14.07539,0.28151,1.52337,5.515
14.09222,0.28184,1.52512,5.518
14.10889,0.28218,1.52682,5.515
14.12594,0.28252,1.52853,5.507
14.14243,0.28285,1.53015,5.517
14.15939,0.28319,1.53180,5.512
14.17652,0.28353,1.53340,5.517
14.19401,0.28388,1.53516,5.509
14.21057,0.28421,1.53686,5.515
14.22813,0.28456,1.53861,5.508
14.24529,0.28491,1.54040,5.513
14.26313,0.28526,1.54208,5.514
14.28112,0.28562,1.54381,5.509
14.29903,0.28598,1.54546,5.512
14.31688,0.28634,1.54723,5.511
14.33465,0.28669,1.54904,5.515
14.35264,0.28705,1.55086,5.509
14.37124,0.28742,1.55269,5.501
14.39011,0.28780,1.55450,5.505
14.40843,0.28817,1.55634,5.515
14.42769,0.28855,1.55816,5.510
14.44668,0.28893,1.55995,5.511
14.46595,0.28932,1.56182,5.509
14.48494,0.28970,1.56381,5.491
14.50474,0.29009,1.56586,5.498
14.52517,0.29050,1.56779,5.489
14.54552,0.29091,1.56971,5.496
14.56628,0.29133,1.57162,5.508
14.58706,0.29174,1.57347,5.507
14.60786,0.29216,1.57538,5.508
14.62940,0.29259,1.57735,5.502
14.65099,0.29302,1.57936,5.495
14.67239,0.29345,1.58145,5.485
14.69482,0.29390,1.58356,5.488
14.71713,0.29434,1.58562,5.487
14.73987,0.29480,1.58774,5.486
14.76326,0.29527,1.58984,5.487
14.78695,0.29574,1.59196,5.494
14.81010,0.29620,1.59412,5.485
14.83418,0.29668,1.59632,5.482
14.85804,0.29716,1.59848,5.476
14.88281,0.29766,1.60062,5.472
14.90776,0.29816,1.60265,5.483
14.93236,0.29865,1.60466,5.483
14.95760,0.29915,1.60668,5.477
14.98336,0.29967,1.60872,5.477
15.00070,0.30018,1.61068,5.477
15.00260,0.30071,1.61258,5.464
15.00442,0.30124,1.61440,5.455
15.00623,0.30178,1.61620,5.451
15.00789,0.30231,1.61787,5.455
15.00957,0.30286,1.61955,5.446
15.01128,0.30341,1.62126,5.446
15.01312,0.30395,1.62310,5.450
15.01494,0.30451,1.62492,5.427
15.01676,0.30507,1.62674,5.431
15.01861,0.30563,1.62859,5.428
15.02037,0.30621,1.63035,5.422
15.02209,0.30678,1.63207,5.416
15.02375,0.30735,1.63373,5.408
15.02537,0.30794,1.63535,5.410
15.02700,0.30852,1.63698,5.400
15.02849,0.30909,1.63847,5.390
15.03005,0.30968,1.64003,5.385
15.03160,0.31027,1.64158,5.380
15.03299,0.31087,1.64297,5.375
15.03434,0.31147,1.64432,5.372
15.03561,0.31206,1.64559,5.373
15.03682,0.31267,1.64680,5.365
15.03808,0.31328,1.64806,5.352
15.03923,0.31388,1.64921,5.325
15.04028,0.31449,1.65026,5.328
15.04120,0.31510,1.65118,5.307
15.04215,0.31571,1.65213,5.312
15.04299,0.31633,1.65297,5.301
15.04376,0.31695,1.65374,5.295
15.04457,0.31758,1.65455,5.284
15.04528,0.31819,1.65526,5.276


