""
"Test Method","Tensile_R_yu.msm"
"Sample I. D.","10-1-304TD1 Hyunjin.mss"
"Specimen Number","10"

"Extension (mm)","Extensometer_A (mm/mm)","Extensometer_T (mm)","Load (kN)"
3.16538,0.06331,0.27446,5.441
3.18260,0.06365,0.27589,5.452
3.20026,0.06401,0.27736,5.454
3.21771,0.06435,0.27878,5.461
3.23531,0.06471,0.28018,5.466
3.25210,0.06504,0.28163,5.469
3.26959,0.06539,0.28305,5.475
3.28716,0.06574,0.28444,5.473
3.30418,0.06608,0.28590,5.485
3.32145,0.06643,0.28737,5.493
3.33904,0.06678,0.28880,5.491
3.35632,0.06713,0.29025,5.505
3.37364,0.06747,0.29160,5.502
3.39076,0.06782,0.29302,5.510
3.40797,0.06816,0.29445,5.509
3.42524,0.06850,0.29585,5.518
3.44201,0.06884,0.29734,5.531
3.45925,0.06918,0.29870,5.521
3.47651,0.06953,0.30011,5.539
3.49366,0.06987,0.30149,5.534
3.51026,0.07021,0.30290,5.535
3.52737,0.07055,0.30434,5.546
3.54413,0.07088,0.30560,5.535
3.56123,0.07122,0.30703,5.551
3.57836,0.07157,0.30838,5.546
3.59544,0.07191,0.30973,5.563
3.61214,0.07224,0.31113,5.570
3.62932,0.07259,0.31248,5.568
3.64574,0.07291,0.31383,5.576
3.66275,0.07326,0.31519,5.572
3.67937,0.07359,0.31656,5.579
3.69602,0.07392,0.31796,5.581
3.71261,0.07425,0.31926,5.585
3.72906,0.07458,0.32062,5.600
3.74593,0.07492,0.32199,5.589
3.76160,0.07523,0.32335,5.593
3.77795,0.07556,0.32469,5.596
3.79489,0.07590,0.32607,5.604
3.81101,0.07622,0.32735,5.610
3.82724,0.07654,0.32872,5.602
3.84363,0.07687,0.33001,5.614
3.86010,0.07720,0.33142,5.623
3.87658,0.07753,0.33275,5.618
3.89285,0.07786,0.33406,5.626
3.90902,0.07818,0.33539,5.622
3.92546,0.07851,0.33674,5.630
3.94173,0.07883,0.33806,5.629
3.95787,0.07916,0.33932,5.629
3.97385,0.07948,0.34066,5.645
3.99002,0.07980,0.34190,5.630
4.00595,0.08012,0.34320,5.649
4.02169,0.08043,0.34446,5.642
4.03742,0.08075,0.34570,5.650
4.05340,0.08107,0.34695,5.649
4.06926,0.08139,0.34820,5.649
4.08471,0.08169,0.34945,5.652
4.10055,0.08201,0.35071,5.659
4.11583,0.08232,0.35199,5.666
4.13150,0.08263,0.35321,5.664
4.14709,0.08294,0.35443,5.659
4.16242,0.08325,0.35565,5.673
4.17795,0.08356,0.35681,5.672
4.19327,0.08387,0.35799,5.680
4.20840,0.08417,0.35922,5.679
4.22342,0.08447,0.36043,5.681
4.23874,0.08477,0.36162,5.681
4.25399,0.08508,0.36288,5.684
4.26935,0.08539,0.36405,5.690
4.28410,0.08568,0.36531,5.680
4.29893,0.08598,0.36646,5.695
4.31353,0.08627,0.36761,5.691
4.32834,0.08657,0.36877,5.692
4.34244,0.08685,0.36994,5.692
4.35736,0.08715,0.37110,5.697
4.37176,0.08744,0.37229,5.707
4.38617,0.08772,0.37341,5.705
4.40075,0.08802,0.37461,5.701
4.41523,0.08830,0.37569,5.715
4.42961,0.08859,0.37680,5.712
4.44385,0.08888,0.37795,5.709
4.45800,0.08916,0.37912,5.722
4.47199,0.08944,0.38020,5.710
4.48612,0.08972,0.38137,5.724
4.50038,0.09001,0.38242,5.727
4.51417,0.09028,0.38357,5.725
4.52820,0.09056,0.38463,5.728
4.54200,0.09084,0.38573,5.729
4.55584,0.09112,0.38686,5.736
4.57002,0.09140,0.38795,5.727
4.58389,0.09168,0.38907,5.742
4.59742,0.09195,0.39018,5.741
4.61118,0.09222,0.39126,5.737
4.62509,0.09250,0.39236,5.748
4.63899,0.09278,0.39346,5.735
4.65292,0.09306,0.39454,5.751
4.66698,0.09334,0.39562,5.753
4.68086,0.09362,0.39671,5.754
4.69434,0.09389,0.39785,5.765
4.70804,0.09416,0.39886,5.750
4.72173,0.09443,0.39998,5.762
4.73521,0.09470,0.40107,5.753
4.74869,0.09497,0.40211,5.747
4.76231,0.09525,0.40321,5.769
4.77552,0.09551,0.40426,5.754
4.78872,0.09577,0.40530,5.767
4.80172,0.09603,0.40631,5.761
4.81466,0.09629,0.40731,5.772
4.82763,0.09655,0.40837,5.772
4.84092,0.09682,0.40940,5.768
4.85376,0.09708,0.41042,5.772
4.86626,0.09733,0.41140,5.754
4.87936,0.09759,0.41242,5.775
4.89218,0.09784,0.41342,5.776
4.90500,0.09810,0.41443,5.771
4.91783,0.09836,0.41545,5.775
4.93106,0.09862,0.41643,5.771
4.94363,0.09887,0.41742,5.777
4.95607,0.09912,0.41838,5.785
4.96880,0.09938,0.41938,5.771
4.98113,0.09962,0.42032,5.783
4.99370,0.09987,0.42132,5.786
5.00611,0.10012,0.42228,5.789
5.01831,0.10037,0.42325,5.785
5.03059,0.10061,0.42416,5.785
5.04293,0.10086,0.42519,5.796
5.05488,0.10110,0.42616,5.784
5.06715,0.10134,0.42704,5.795
5.07921,0.10158,0.42798,5.792
5.09167,0.10183,0.42892,5.788
5.10385,0.10208,0.42987,5.792
5.11587,0.10232,0.43079,5.790
5.12793,0.10256,0.43180,5.801
5.13998,0.10280,0.43275,5.806
5.15217,0.10304,0.43367,5.796
5.16382,0.10328,0.43463,5.811
5.17548,0.10351,0.43547,5.797
5.18757,0.10375,0.43640,5.805
5.19906,0.10398,0.43730,5.812
5.21056,0.10421,0.43819,5.805
5.22243,0.10445,0.43911,5.806
5.23377,0.10468,0.43996,5.805
5.24500,0.10490,0.44088,5.808
5.25669,0.10513,0.44174,5.812
5.26820,0.10536,0.44265,5.811
5.27981,0.10560,0.44354,5.822
5.29118,0.10582,0.44442,5.812
5.30244,0.10605,0.44530,5.820
5.31319,0.10626,0.44620,5.813
5.32477,0.10650,0.44709,5.811
5.33602,0.10672,0.44791,5.828
5.34773,0.10695,0.44886,5.814
5.35876,0.10718,0.44974,5.824
5.37021,0.10740,0.45065,5.821
5.38147,0.10763,0.45156,5.822
5.39251,0.10785,0.45246,5.830
5.40410,0.10808,0.45331,5.816
5.41529,0.10831,0.45426,5.826
5.42666,0.10853,0.45511,5.824
5.43780,0.10876,0.45604,5.834
5.44937,0.10899,0.45691,5.837
5.46073,0.10921,0.45777,5.830
5.47197,0.10944,0.45863,5.842
5.48303,0.10966,0.45947,5.831
5.49459,0.10989,0.46040,5.840
5.50543,0.11011,0.46132,5.838
5.51690,0.11034,0.46221,5.827
5.52799,0.11056,0.46311,5.840
5.53942,0.11079,0.46399,5.837
5.55051,0.11101,0.46485,5.837
5.56165,0.11123,0.46572,5.849
5.57252,0.11145,0.46659,5.834
5.58356,0.11167,0.46750,5.852
5.59493,0.11190,0.46838,5.843
5.60635,0.11213,0.46921,5.846
5.61743,0.11235,0.47014,5.845
5.62865,0.11257,0.47097,5.843
5.63950,0.11279,0.47184,5.855
5.65065,0.11301,0.47274,5.842
5.66187,0.11324,0.47357,5.853
5.67323,0.11346,0.47447,5.860
5.68457,0.11369,0.47529,5.856
5.69561,0.11391,0.47611,5.858
5.70677,0.11414,0.47702,5.850
5.71763,0.11435,0.47791,5.843
5.72863,0.11457,0.47874,5.860
5.73974,0.11479,0.47964,5.843
5.75083,0.11502,0.48050,5.855
5.76158,0.11523,0.48130,5.855
5.77257,0.11545,0.48220,5.865
5.78377,0.11568,0.48306,5.859
5.79483,0.11590,0.48395,5.858
5.80587,0.11612,0.48479,5.869
5.81683,0.11634,0.48567,5.869
5.82749,0.11655,0.48649,5.859
5.83823,0.11676,0.48736,5.865
5.84928,0.11699,0.48818,5.860
5.86027,0.11721,0.48910,5.873
5.87140,0.11743,0.48993,5.866
5.88249,0.11765,0.49081,5.861
5.89299,0.11786,0.49163,5.867
5.90441,0.11809,0.49250,5.867
5.91528,0.11831,0.49344,5.872
5.92626,0.11853,0.49427,5.867
5.93737,0.11875,0.49511,5.876
5.94811,0.11896,0.49595,5.880
5.95946,0.11919,0.49681,5.868
5.97050,0.11941,0.49769,5.881
5.98163,0.11963,0.49849,5.878
5.99289,0.11986,0.49935,5.880
6.00353,0.12007,0.50024,5.881
6.01474,0.12029,0.50101,5.874
6.02528,0.12051,0.50191,5.880
6.03642,0.12073,0.50276,5.880
6.04763,0.12095,0.50363,5.875
6.05860,0.12117,0.50446,5.883
6.06949,0.12139,0.50527,5.881
6.08052,0.12161,0.50617,5.884
6.09121,0.12182,0.50705,5.879
6.10231,0.12205,0.50792,5.879
6.11328,0.12227,0.50876,5.881
6.12410,0.12248,0.50959,5.885
6.13517,0.12270,0.51042,5.887
6.14645,0.12293,0.51124,5.880
6.15711,0.12314,0.51209,5.883
6.16812,0.12336,0.51297,5.887
6.17924,0.12358,0.51384,5.884
6.19053,0.12381,0.51464,5.895
6.20145,0.12403,0.51545,5.891
6.21256,0.12425,0.51625,5.888
6.22384,0.12448,0.51711,5.892
6.23497,0.12470,0.51791,5.890
6.24602,0.12492,0.51877,5.891
6.25741,0.12515,0.51960,5.885
6.26852,0.12537,0.52044,5.889
6.27951,0.12559,0.52127,5.901
6.29071,0.12581,0.52212,5.897
6.30194,0.12604,0.52296,5.899
6.31338,0.12627,0.52381,5.900
6.32436,0.12649,0.52462,5.893
6.33567,0.12671,0.52548,5.901
6.34656,0.12693,0.52630,5.897
6.35747,0.12715,0.52718,5.898
6.36870,0.12737,0.52798,5.900
6.38003,0.12760,0.52879,5.894
6.39124,0.12782,0.52962,5.900
6.40258,0.12805,0.53050,5.901
6.41355,0.12827,0.53134,5.904
6.42467,0.12849,0.53215,5.903
6.43622,0.12872,0.53299,5.896
6.44738,0.12895,0.53382,5.907
6.45867,0.12917,0.53466,5.901
6.46999,0.12940,0.53549,5.909
6.48149,0.12963,0.53639,5.905
6.49278,0.12986,0.53721,5.906
6.50450,0.13009,0.53808,5.912
6.51554,0.13031,0.53892,5.909
6.52716,0.13054,0.53977,5.919
6.53866,0.13077,0.54063,5.906
6.54978,0.13100,0.54149,5.908
6.56100,0.13122,0.54236,5.913
6.57274,0.13145,0.54323,5.907
6.58420,0.13168,0.54409,5.916
6.59569,0.13191,0.54495,5.917
6.60684,0.13214,0.54579,5.915
6.61818,0.13236,0.54663,5.920
6.62967,0.13259,0.54748,5.913
6.64110,0.13282,0.54837,5.915
6.65301,0.13306,0.54924,5.916
6.66460,0.13329,0.55010,5.916
6.67575,0.13351,0.55097,5.923
6.68724,0.13374,0.55185,5.913
6.69908,0.13398,0.55273,5.923
6.71058,0.13421,0.55358,5.920
6.72208,0.13444,0.55441,5.916
6.73402,0.13468,0.55533,5.925
6.74600,0.13492,0.55618,5.925
6.75742,0.13515,0.55711,5.928
6.76909,0.13538,0.55796,5.921
6.78083,0.13562,0.55881,5.925
6.79268,0.13585,0.55968,5.927
6.80409,0.13608,0.56048,5.927
6.81584,0.13632,0.56139,5.927
6.82754,0.13655,0.56227,5.922
6.83936,0.13679,0.56311,5.926
6.85120,0.13702,0.56399,5.923
6.86265,0.13725,0.56486,5.928
6.87391,0.13748,0.56569,5.934
6.88604,0.13772,0.56664,5.924
6.89792,0.13796,0.56751,5.929
6.90946,0.13819,0.56839,5.929
6.92144,0.13843,0.56918,5.924
6.93294,0.13866,0.57010,5.932
6.94479,0.13890,0.57097,5.929
6.95668,0.13913,0.57181,5.932
6.96836,0.13937,0.57264,5.929
6.98027,0.13961,0.57350,5.925
6.99204,0.13984,0.57435,5.933
7.00397,0.14008,0.57515,5.932
7.01602,0.14032,0.57603,5.934
7.02789,0.14056,0.57688,5.943
7.03982,0.14080,0.57777,5.926
7.05181,0.14104,0.57859,5.938
7.06350,0.14127,0.57941,5.937
7.07578,0.14152,0.58027,5.944
7.08774,0.14175,0.58113,5.939
7.09971,0.14199,0.58198,5.926
7.11163,0.14223,0.58284,5.936
7.12344,0.14247,0.58369,5.931
7.13558,0.14271,0.58456,5.937
7.14768,0.14295,0.58540,5.941
7.15957,0.14319,0.58624,5.943
7.17171,0.14343,0.58717,5.941
7.18362,0.14367,0.58797,5.937
7.19540,0.14391,0.58887,5.939
7.20754,0.14415,0.58976,5.943
7.21978,0.14440,0.59060,5.946
7.23192,0.14464,0.59150,5.944
7.24401,0.14488,0.59234,5.939
7.25618,0.14512,0.59312,5.944
7.26846,0.14537,0.59409,5.944
7.28057,0.14561,0.59492,5.940
7.29253,0.14585,0.59577,5.946
7.30478,0.14610,0.59662,5.942
7.31695,0.14634,0.59745,5.946
7.32884,0.14658,0.59832,5.953
7.34145,0.14683,0.59910,5.942
7.35356,0.14707,0.60001,5.949
7.36631,0.14733,0.60081,5.944
7.37843,0.14757,0.60164,5.940
7.38995,0.14780,0.60256,5.945
7.40243,0.14805,0.60340,5.947
7.41511,0.14830,0.60431,5.952
7.42735,0.14855,0.60524,5.942
7.44000,0.14880,0.60610,5.951
7.45177,0.14904,0.60700,5.951
7.46447,0.14929,0.60787,5.944
7.47687,0.14954,0.60871,5.949
7.48929,0.14979,0.60958,5.942
7.50196,0.15004,0.61046,5.946
7.51446,0.15029,0.61130,5.960
7.52725,0.15055,0.61219,5.951
7.53982,0.15080,0.61307,5.954
7.55256,0.15105,0.61393,5.951
7.56498,0.15130,0.61488,5.947
7.57756,0.15155,0.61573,5.954
7.59039,0.15181,0.61661,5.948
7.60295,0.15206,0.61758,5.956
7.61568,0.15231,0.61846,5.949
7.62841,0.15257,0.61940,5.952
7.64089,0.15282,0.62036,5.956
7.65372,0.15307,0.62122,5.944
7.66672,0.15333,0.62214,5.959
7.67934,0.15359,0.62306,5.954
7.69206,0.15384,0.62396,5.956
7.70474,0.15409,0.62485,5.963
7.71769,0.15435,0.62572,5.946
7.73068,0.15461,0.62662,5.955
7.74345,0.15487,0.62755,5.950
7.75642,0.15513,0.62848,5.959
7.76961,0.15539,0.62939,5.961
7.78265,0.15565,0.63034,5.960
7.79590,0.15592,0.63126,5.962
7.80893,0.15618,0.63215,5.957
7.82177,0.15644,0.63311,5.964
7.83477,0.15670,0.63405,5.961
7.84751,0.15695,0.63499,5.963
7.86073,0.15721,0.63603,5.965
7.87398,0.15748,0.63697,5.963
7.88720,0.15774,0.63793,5.963
7.89978,0.15800,0.63888,5.967
7.91279,0.15826,0.63983,5.964
7.92617,0.15852,0.64072,5.975
7.93910,0.15878,0.64166,5.963
7.95244,0.15905,0.64261,5.966
7.96563,0.15931,0.64358,5.971
7.97857,0.15957,0.64450,5.957
7.99185,0.15984,0.64542,5.959
8.00538,0.16011,0.64637,5.962
8.01863,0.16037,0.64731,5.972
8.03213,0.16064,0.64830,5.971
8.04557,0.16091,0.64921,5.959
8.05907,0.16118,0.65012,5.971
8.07242,0.16145,0.65113,5.961
8.08608,0.16172,0.65205,5.968
8.09910,0.16198,0.65305,5.965
8.11282,0.16226,0.65402,5.963
8.12644,0.16253,0.65497,5.964
8.14008,0.16280,0.65595,5.961
8.15359,0.16307,0.65693,5.967
8.16667,0.16333,0.65786,5.960
8.18040,0.16361,0.65884,5.963
8.19393,0.16388,0.65983,5.966
8.20767,0.16415,0.66077,5.960
8.22090,0.16442,0.66176,5.973
8.23465,0.16469,0.66274,5.960
8.24820,0.16496,0.66370,5.967
8.26184,0.16524,0.66467,5.974
8.27567,0.16551,0.66567,5.968
8.28935,0.16579,0.66668,5.967
8.30330,0.16607,0.66765,5.969
8.31679,0.16634,0.66864,5.972
8.33062,0.16661,0.66962,5.975
8.34413,0.16688,0.67058,5.971
8.35775,0.16716,0.67156,5.972
8.37144,0.16743,0.67252,5.966
8.38529,0.16771,0.67351,5.970
8.39909,0.16798,0.67443,5.972
8.41308,0.16826,0.67538,5.970
8.42648,0.16853,0.67635,5.979
8.44021,0.16880,0.67730,5.967
8.45441,0.16909,0.67824,5.982
8.46830,0.16937,0.67919,5.978
8.48200,0.16964,0.68013,5.973
8.49542,0.16991,0.68113,5.982
8.50960,0.17019,0.68206,5.966
8.52381,0.17048,0.68307,5.978
8.53764,0.17075,0.68401,5.968
8.55222,0.17104,0.68498,5.977
8.56611,0.17132,0.68592,5.969
8.58038,0.17161,0.68690,5.966
8.59440,0.17189,0.68786,5.978
8.60847,0.17217,0.68882,5.973
8.62229,0.17245,0.68978,5.975
8.63662,0.17273,0.69077,5.981
8.65077,0.17302,0.69175,5.973
8.66475,0.17330,0.69276,5.977
8.67855,0.17357,0.69373,5.970
8.69246,0.17385,0.69472,5.977
8.70668,0.17413,0.69571,5.978
8.72106,0.17442,0.69664,5.973
8.73498,0.17470,0.69766,5.982
8.74906,0.17498,0.69866,5.975
8.76307,0.17526,0.69964,5.984
8.77734,0.17555,0.70061,5.980
8.79165,0.17583,0.70160,5.980
8.80601,0.17612,0.70266,5.984
8.82028,0.17641,0.70365,5.976
8.83454,0.17669,0.70467,5.987
8.84890,0.17698,0.70571,5.979
8.86306,0.17726,0.70666,5.984
8.87744,0.17755,0.70766,5.980
8.89187,0.17784,0.70869,5.976
8.90603,0.17812,0.70973,5.985
8.92056,0.17841,0.71065,5.978
8.93471,0.17869,0.71164,5.984
8.94859,0.17897,0.71258,5.984
8.96343,0.17927,0.71352,5.978
8.97757,0.17955,0.71455,5.990
8.99227,0.17985,0.71547,5.976
9.00639,0.18013,0.71651,5.985
9.02073,0.18041,0.71745,5.978
9.03563,0.18071,0.71844,5.982
9.04991,0.18100,0.71949,5.982
9.06458,0.18129,0.72041,5.973
9.07916,0.18158,0.72143,5.987
9.09372,0.18187,0.72240,5.972
9.10809,0.18216,0.72335,5.979
9.12266,0.18245,0.72437,5.983
9.13713,0.18274,0.72533,5.980
9.15184,0.18304,0.72635,5.982
9.16632,0.18333,0.72731,5.975
9.18089,0.18362,0.72836,5.982
9.19524,0.18390,0.72936,5.973
9.20958,0.18419,0.73039,5.976
9.22458,0.18449,0.73138,5.979
9.23919,0.18478,0.73235,5.975
9.25356,0.18507,0.73333,5.984
9.26810,0.18536,0.73435,5.979
9.28305,0.18566,0.73532,5.979
9.29751,0.18595,0.73631,5.977
9.31203,0.18624,0.73728,5.978
9.32717,0.18654,0.73825,5.982
9.34163,0.18683,0.73930,5.979
9.35639,0.18713,0.74027,5.980
9.37133,0.18743,0.74122,5.978
9.38617,0.18772,0.74223,5.977
9.40029,0.18801,0.74322,5.981
9.41518,0.18830,0.74416,5.972
9.43000,0.18860,0.74520,5.987
9.44453,0.18889,0.74621,5.977
9.45896,0.18918,0.74718,5.984
9.47364,0.18947,0.74816,5.976
9.48861,0.18977,0.74915,5.976
9.50340,0.19007,0.75017,5.974
9.51789,0.19036,0.75109,5.971
9.53252,0.19065,0.75208,5.985
9.54732,0.19095,0.75303,5.972
9.56211,0.19124,0.75403,5.981
9.57710,0.19154,0.75498,5.975
9.59223,0.19184,0.75594,5.979
9.60689,0.19214,0.75694,5.980
9.62162,0.19243,0.75794,5.975
9.63655,0.19273,0.75894,5.983
