""
"Test Method","Tensile_R_yu.msm"
"Sample I. D.","10-1-304TD1 Hyunjin.mss"
"Specimen Number","8"

"Extension (mm)","Extensometer_A (mm/mm)","Extensometer_T (mm)","Load (kN)"
7.51732,0.15035,0.85280,5.515
7.54177,0.15084,0.85534,5.512
7.56706,0.15134,0.85785,5.508
7.59193,0.15184,0.86044,5.508
7.61652,0.15233,0.86296,5.507
7.64131,0.15283,0.86558,5.508
7.66642,0.15333,0.86815,5.507
7.69104,0.15382,0.87074,5.525
7.71644,0.15433,0.87328,5.522
7.74163,0.15483,0.87585,5.520
7.76663,0.15533,0.87844,5.519
7.79187,0.15584,0.88102,5.520
7.81745,0.15635,0.88361,5.512
7.84299,0.15686,0.88621,5.517
7.86820,0.15736,0.88879,5.520
7.89311,0.15786,0.89140,5.520
7.91902,0.15838,0.89401,5.526
7.94412,0.15888,0.89663,5.532
7.96966,0.15939,0.89921,5.526
7.99541,0.15991,0.90181,5.523
8.02097,0.16042,0.90441,5.526
8.04657,0.16093,0.90696,5.523
8.07304,0.16146,0.90957,5.524
8.09913,0.16198,0.91221,5.528
8.12481,0.16250,0.91488,5.531
8.15113,0.16302,0.91752,5.539
8.17696,0.16354,0.92017,5.534
8.20304,0.16406,0.92281,5.536
8.22958,0.16459,0.92540,5.526
8.25577,0.16512,0.92799,5.533
8.28173,0.16563,0.93065,5.525
8.30829,0.16617,0.93329,5.522
8.33498,0.16670,0.93589,5.534
8.36148,0.16723,0.93850,5.531
8.38800,0.16776,0.94110,5.530
8.41456,0.16829,0.94378,5.541
8.44109,0.16882,0.94640,5.535
8.46746,0.16935,0.94914,5.542
8.49418,0.16988,0.95178,5.543
8.52107,0.17042,0.95450,5.546
8.54781,0.17096,0.95709,5.539
8.57489,0.17150,0.95975,5.538
8.60219,0.17204,0.96248,5.539
8.62923,0.17258,0.96516,5.532
8.65611,0.17312,0.96782,5.533
8.68363,0.17367,0.97052,5.532
8.71100,0.17422,0.97316,5.545
8.73801,0.17476,0.97577,5.538
8.76541,0.17531,0.97839,5.544
8.79243,0.17585,0.98102,5.550
8.81987,0.17640,0.98363,5.550
8.84755,0.17695,0.98623,5.543
8.87528,0.17751,0.98875,5.551
8.90305,0.17806,0.99137,5.543
8.93051,0.17861,0.99402,5.549
8.95841,0.17917,0.99662,5.534
8.98558,0.17971,0.99931,5.543
9.01377,0.18028,1.00195,5.547
9.04118,0.18082,1.00462,5.540
9.06919,0.18138,1.00741,5.539
9.09710,0.18194,1.01017,5.550
9.12522,0.18250,1.01301,5.555
9.15318,0.18306,1.01579,5.553
9.18108,0.18362,1.01856,5.549
9.20950,0.18419,1.02134,5.550
9.23754,0.18475,1.02412,5.546
9.26542,0.18531,1.02680,5.548
9.29351,0.18587,1.02964,5.547
9.32139,0.18643,1.03242,5.534
9.34948,0.18699,1.03518,5.551
9.37769,0.18755,1.03794,5.553
9.40588,0.18812,1.04071,5.549
9.43404,0.18868,1.04345,5.558
9.46236,0.18925,1.04623,5.550
9.49035,0.18981,1.04897,5.555
9.51810,0.19036,1.05169,5.550
9.54654,0.19093,1.05444,5.558
9.57468,0.19149,1.05719,5.552
9.60338,0.19207,1.05986,5.555
9.63202,0.19264,1.06257,5.552
9.66030,0.19321,1.06517,5.552
9.68909,0.19378,1.06779,5.546
9.71730,0.19435,1.07047,5.551
9.74580,0.19492,1.07313,5.548
9.77406,0.19548,1.07584,5.557
9.80262,0.19605,1.07860,5.559
9.83059,0.19661,1.08137,5.555
9.85944,0.19719,1.08415,5.557
9.88820,0.19776,1.08689,5.558
9.91647,0.19833,1.08961,5.550
9.94522,0.19890,1.09242,5.555
9.97331,0.19947,1.09523,5.560
10.00201,0.20004,1.09802,5.553
10.03015,0.20060,1.10078,5.561
10.05871,0.20117,1.10350,5.553
10.08665,0.20173,1.10631,5.548
10.11572,0.20231,1.10907,5.553
10.14399,0.20288,1.11183,5.556
10.17301,0.20346,1.11449,5.550
10.20166,0.20403,1.11724,5.548
10.23006,0.20460,1.11991,5.555
10.25849,0.20517,1.12263,5.553
10.28665,0.20573,1.12535,5.551
10.31519,0.20630,1.12802,5.553
10.34345,0.20687,1.13078,5.557
10.37219,0.20744,1.13348,5.559
10.40075,0.20802,1.13627,5.562
10.42972,0.20859,1.13899,5.563
10.45848,0.20917,1.14157,5.560
10.48698,0.20974,1.14425,5.554
10.51575,0.21031,1.14690,5.559
10.54388,0.21088,1.14957,5.555
10.57298,0.21146,1.15223,5.551
10.60115,0.21202,1.15495,5.556
10.62957,0.21259,1.15758,5.543
10.65817,0.21316,1.16037,5.555
10.68735,0.21375,1.16309,5.556
10.71593,0.21432,1.16588,5.553
10.74461,0.21489,1.16870,5.553
10.77309,0.21546,1.17151,5.560
10.80163,0.21603,1.17429,5.561
10.83031,0.21661,1.17704,5.560
10.85870,0.21717,1.17969,5.564
10.88760,0.21775,1.18239,5.558
10.91615,0.21832,1.18511,5.560
10.94537,0.21891,1.18785,5.553
10.97424,0.21948,1.19059,5.551
11.00253,0.22005,1.19330,5.554
11.03118,0.22062,1.19618,5.546
11.05943,0.22119,1.19908,5.548
11.08796,0.22176,1.20195,5.562
11.11618,0.22232,1.20473,5.556
11.14418,0.22288,1.20754,5.554
11.17264,0.22345,1.21029,5.556
11.20130,0.22403,1.21305,5.559
11.22962,0.22459,1.21577,5.548
11.25805,0.22516,1.21845,5.559
11.28656,0.22573,1.22118,5.556
11.31427,0.22629,1.22389,5.547
11.34259,0.22685,1.22655,5.548
11.37096,0.22742,1.22923,5.550
11.39873,0.22797,1.23183,5.549
11.42674,0.22853,1.23439,5.545
11.45460,0.22909,1.23681,5.549
11.48268,0.22965,1.23904,5.546
11.51043,0.23021,1.24111,5.553
11.53851,0.23077,1.24314,5.546
11.56635,0.23133,1.24486,5.547
11.59399,0.23188,1.24632,5.554
11.62176,0.23244,1.24825,5.553
11.64902,0.23298,1.25017,5.553
11.67721,0.23354,1.25213,5.558
11.70511,0.23410,1.25430,5.558
11.73253,0.23465,1.25618,5.553
11.76043,0.23521,1.25820,5.544
11.78778,0.23576,1.26021,5.549
11.81549,0.23631,1.26287,5.540
11.84273,0.23685,1.26567,5.539
11.86998,0.23740,1.26848,5.549
11.89752,0.23795,1.27137,5.548
11.92484,0.23850,1.27418,5.540
11.95224,0.23904,1.27692,5.546
11.97973,0.23959,1.27967,5.555
12.00743,0.24015,1.28233,5.546
12.03416,0.24068,1.28500,5.547
12.06158,0.24123,1.28775,5.559
12.08843,0.24177,1.29035,5.546
12.11489,0.24230,1.29294,5.547
12.14202,0.24284,1.29558,5.543
12.16860,0.24337,1.29837,5.535
12.19565,0.24391,1.30108,5.534
12.22237,0.24445,1.30391,5.532
12.24861,0.24497,1.30673,5.534
12.27511,0.24550,1.30952,5.522
12.30162,0.24603,1.31224,5.538
12.32850,0.24657,1.31492,5.544
12.35463,0.24709,1.31742,5.540
12.38105,0.24762,1.31997,5.538
12.40720,0.24814,1.32250,5.538
12.43306,0.24866,1.32508,5.533
12.45903,0.24918,1.32772,5.529
12.48535,0.24971,1.33046,5.535
12.51121,0.25022,1.33317,5.526
12.53687,0.25074,1.33589,5.529
12.56238,0.25125,1.33870,5.522
12.58823,0.25176,1.34142,5.529
12.61354,0.25227,1.34396,5.534
12.63927,0.25279,1.34652,5.535
12.66549,0.25331,1.34892,5.540
12.69093,0.25382,1.35141,5.534
12.71642,0.25433,1.35393,5.530
12.74221,0.25484,1.35657,5.534
12.76714,0.25534,1.35922,5.531
12.79220,0.25584,1.36198,5.533
12.81720,0.25634,1.36465,5.523
12.84238,0.25685,1.36735,5.523
12.86739,0.25735,1.37002,5.524
12.89236,0.25785,1.37254,5.524
12.91750,0.25835,1.37503,5.529
12.94270,0.25885,1.37753,5.525
12.96768,0.25935,1.38000,5.523
12.99267,0.25985,1.38251,5.519
13.01787,0.26036,1.38511,5.535
13.04240,0.26085,1.38783,5.522
13.06669,0.26133,1.39057,5.517
13.09169,0.26183,1.39320,5.518
13.11636,0.26233,1.39571,5.515
13.14041,0.26281,1.39825,5.522
13.16508,0.26330,1.40067,5.517
13.18957,0.26379,1.40316,5.517
13.21413,0.26428,1.40565,5.521
13.23893,0.26478,1.40816,5.524
13.26349,0.26527,1.41075,5.515
13.28805,0.26576,1.41336,5.512
13.31284,0.26626,1.41609,5.519
13.33705,0.26674,1.41869,5.505
13.36186,0.26724,1.42133,5.517
13.38650,0.26773,1.42385,5.511
13.41086,0.26822,1.42643,5.514
13.43521,0.26870,1.42888,5.511
13.46013,0.26920,1.43142,5.517
13.48466,0.26969,1.43394,5.515
13.50912,0.27018,1.43649,5.504
13.53372,0.27067,1.43909,5.510
13.55800,0.27116,1.44173,5.505
13.58220,0.27164,1.44438,5.509
13.60625,0.27213,1.44692,5.496
13.63080,0.27262,1.44959,5.501
13.65463,0.27309,1.45219,5.501
13.67918,0.27358,1.45479,5.505
13.70341,0.27407,1.45736,5.500
13.72800,0.27456,1.45991,5.509
13.75225,0.27505,1.46240,5.516
13.77704,0.27554,1.46498,5.522
13.80144,0.27603,1.46760,5.511
13.82606,0.27652,1.47026,5.510
13.85039,0.27701,1.47294,5.504
13.87469,0.27749,1.47569,5.502
13.89922,0.27798,1.47835,5.499
13.92341,0.27847,1.48103,5.502
13.94798,0.27896,1.48367,5.500
13.97249,0.27945,1.48635,5.498
13.99669,0.27993,1.48899,5.501
14.02161,0.28043,1.49167,5.503
14.04663,0.28093,1.49429,5.505
14.07110,0.28142,1.49691,5.496
14.09576,0.28192,1.49963,5.504
14.12033,0.28241,1.50235,5.497
14.14491,0.28290,1.50516,5.491
14.16931,0.28339,1.50795,5.505
14.19419,0.28388,1.51065,5.495
14.21914,0.28438,1.51337,5.492
14.24372,0.28487,1.51605,5.493
14.26880,0.28538,1.51877,5.497
14.29350,0.28587,1.52147,5.496
14.31890,0.28638,1.52418,5.498
14.34378,0.28688,1.52693,5.493
14.36867,0.28737,1.52977,5.490
14.39341,0.28787,1.53254,5.482
14.41841,0.28837,1.53532,5.490
14.44297,0.28886,1.53809,5.483
14.46768,0.28935,1.54092,5.488
14.49255,0.28985,1.54364,5.493
14.51728,0.29035,1.54643,5.489
14.54235,0.29085,1.54923,5.493
14.56741,0.29135,1.55202,5.492
14.59254,0.29185,1.55492,5.483
14.61731,0.29235,1.55777,5.482
14.64205,0.29284,1.56059,5.478
14.66732,0.29335,1.56338,5.479
14.69168,0.29383,1.56620,5.486
14.71678,0.29434,1.56901,5.483
14.74162,0.29483,1.57188,5.479
14.76653,0.29533,1.57483,5.478
14.79146,0.29583,1.57781,5.478
14.81688,0.29634,1.58070,5.476
14.84252,0.29685,1.58364,5.473
14.86741,0.29735,1.58652,5.482
14.89228,0.29785,1.58938,5.482
14.91775,0.29836,1.59228,5.480
14.94288,0.29886,1.59524,5.473
14.96809,0.29936,1.59827,5.476
14.99350,0.29987,1.60123,5.461
15.00225,0.30038,1.60426,5.460
15.00524,0.30088,1.60724,5.470
15.00817,0.30139,1.61017,5.468
15.01114,0.30191,1.61315,5.477
15.01416,0.30242,1.61617,5.474
15.01725,0.30293,1.61926,5.468
15.02034,0.30344,1.62235,5.465
15.02343,0.30395,1.62544,5.460
15.02654,0.30446,1.62854,5.464
15.02967,0.30498,1.63167,5.460
15.03273,0.30549,1.63473,5.466
15.03588,0.30601,1.63789,5.464
15.03894,0.30653,1.64094,5.462
15.04223,0.30705,1.64424,5.462
15.04541,0.30758,1.64741,5.468
15.04867,0.30810,1.65068,5.455
15.05185,0.30863,1.65386,5.449
15.05512,0.30915,1.65713,5.449
15.05834,0.30967,1.66035,5.451
15.06154,0.31020,1.66354,5.453
15.06484,0.31072,1.66685,5.466
15.06816,0.31125,1.67017,5.452
15.07148,0.31178,1.67348,5.456
15.07495,0.31232,1.67695,5.453
15.07837,0.31285,1.68038,5.452
15.08174,0.31338,1.68375,5.447
15.08512,0.31392,1.68712,5.442
15.08849,0.31445,1.69050,5.442
15.09194,0.31497,1.69395,5.444
15.09542,0.31551,1.69743,5.448
15.09884,0.31604,1.70085,5.445
15.10239,0.31658,1.70439,5.445
15.10593,0.31713,1.70794,5.437
15.10947,0.31767,1.71147,5.441
15.11299,0.31821,1.71500,5.433
15.11651,0.31875,1.71851,5.431
15.12007,0.31929,1.72208,5.438
15.12367,0.31983,1.72568,5.439
15.12733,0.32037,1.72933,5.440
15.13095,0.32092,1.73296,5.436
15.13468,0.32146,1.73669,5.435
15.13841,0.32201,1.74042,5.425
15.14216,0.32256,1.74416,5.427
15.14593,0.32311,1.74794,5.426
15.14961,0.32365,1.75162,5.420
15.15332,0.32421,1.75532,5.426
15.15716,0.32476,1.75916,5.422
15.16096,0.32530,1.76296,5.424
15.16479,0.32585,1.76679,5.416
15.16862,0.32640,1.77063,5.415
15.17250,0.32696,1.77451,5.416
15.17635,0.32752,1.77836,5.411
15.18023,0.32807,1.78224,5.413
15.18414,0.32863,1.78614,5.414
15.18797,0.32919,1.78998,5.418
15.19190,0.32975,1.79391,5.401


