""
"Test Method","Tensile_R_yu.msm"
"Sample I. D.","10-1-304TD1 Hyunjin.mss"
"Specimen Number","11"

"Extension (mm)","Extensometer_A (mm/mm)","Extensometer_T (mm)","Load (kN)"
5.45431,0.10909,0.48727,5.830
5.47760,0.10955,0.48917,5.839
5.50106,0.11002,0.49102,5.835
5.52418,0.11048,0.49291,5.832
5.54695,0.11094,0.49480,5.839
5.57028,0.11141,0.49671,5.847
5.59328,0.11187,0.49855,5.838
5.61575,0.11232,0.50049,5.849
5.63842,0.11277,0.50228,5.843
5.66072,0.11321,0.50416,5.853
5.68302,0.11366,0.50606,5.853
5.70595,0.11412,0.50787,5.849
5.72873,0.11457,0.50978,5.851
5.75099,0.11502,0.51162,5.852
5.77341,0.11547,0.51344,5.858
5.79523,0.11590,0.51522,5.863
5.81751,0.11635,0.51705,5.854
5.83989,0.11680,0.51886,5.857
5.86170,0.11723,0.52072,5.866
5.88373,0.11767,0.52257,5.863
5.90628,0.11813,0.52435,5.862
5.92861,0.11857,0.52616,5.869
5.95066,0.11901,0.52799,5.871
5.97335,0.11947,0.52979,5.877
5.99575,0.11991,0.53164,5.881
6.01816,0.12036,0.53346,5.874
6.04034,0.12081,0.53535,5.870
6.06271,0.12125,0.53719,5.875
6.08515,0.12170,0.53905,5.875
6.10749,0.12215,0.54080,5.885
6.12938,0.12259,0.54266,5.883
6.15198,0.12304,0.54450,5.883
6.17460,0.12349,0.54629,5.887
6.19678,0.12394,0.54819,5.887
6.21929,0.12439,0.55002,5.884
6.24207,0.12484,0.55189,5.888
6.26481,0.12530,0.55367,5.888
6.28726,0.12575,0.55546,5.888
6.30966,0.12619,0.55734,5.897
6.33268,0.12665,0.55916,5.900
6.35550,0.12711,0.56096,5.900
6.37734,0.12755,0.56283,5.896
6.40026,0.12801,0.56460,5.896
6.42317,0.12846,0.56647,5.894
6.44544,0.12891,0.56830,5.908
6.46818,0.12936,0.57015,5.909
6.49099,0.12982,0.57201,5.915
6.51398,0.13028,0.57389,5.908
6.53688,0.13074,0.57576,5.907
6.55957,0.13119,0.57758,5.906
6.58212,0.13164,0.57949,5.907
6.60518,0.13210,0.58136,5.912
6.62815,0.13256,0.58327,5.914
6.65070,0.13301,0.58509,5.916
6.67369,0.13347,0.58700,5.929
6.69688,0.13394,0.58890,5.918
6.72034,0.13441,0.59072,5.912
6.74359,0.13487,0.59264,5.908
6.76723,0.13534,0.59454,5.925
6.79104,0.13582,0.59649,5.924
6.81436,0.13629,0.59839,5.929
6.83767,0.13675,0.60031,5.928
6.86149,0.13723,0.60216,5.922
6.88525,0.13770,0.60406,5.926
6.90814,0.13816,0.60593,5.923
6.93220,0.13864,0.60778,5.921
6.95589,0.13912,0.60960,5.930
6.97969,0.13959,0.61152,5.930
7.00362,0.14007,0.61340,5.929
7.02775,0.14056,0.61527,5.930
7.05160,0.14103,0.61715,5.933
7.07542,0.14151,0.61908,5.929
7.09943,0.14199,0.62091,5.940
7.12333,0.14247,0.62287,5.941
7.14741,0.14295,0.62471,5.941
7.17162,0.14343,0.62667,5.942
7.19593,0.14392,0.62860,5.943
7.22003,0.14440,0.63046,5.934
7.24447,0.14489,0.63241,5.934
7.26901,0.14538,0.63437,5.935
7.29380,0.14588,0.63627,5.942
7.31817,0.14636,0.63822,5.942
7.34276,0.14686,0.64010,5.952
7.36740,0.14735,0.64201,5.944
7.39223,0.14784,0.64389,5.940
7.41610,0.14832,0.64584,5.937
7.44116,0.14882,0.64772,5.938
7.46586,0.14932,0.64965,5.936
7.49059,0.14981,0.65163,5.943
7.51537,0.15031,0.65359,5.949
7.54072,0.15081,0.65547,5.957
7.56592,0.15132,0.65742,5.943
7.59086,0.15182,0.65934,5.946
7.61580,0.15232,0.66129,5.946
7.64099,0.15282,0.66322,5.948
7.66627,0.15333,0.66513,5.949
7.69134,0.15383,0.66713,5.948
7.71678,0.15434,0.66905,5.949
7.74195,0.15484,0.67103,5.957
7.76790,0.15536,0.67297,5.951
7.79375,0.15587,0.67495,5.952
7.82001,0.15640,0.67696,5.951
7.84637,0.15693,0.67899,5.948
7.87257,0.15745,0.68110,5.951
7.89881,0.15798,0.68314,5.958
7.92505,0.15850,0.68515,5.956
7.95129,0.15903,0.68718,5.955
7.97765,0.15955,0.68916,5.951
8.00401,0.16008,0.69123,5.956
8.03048,0.16061,0.69327,5.951
8.05778,0.16116,0.69531,5.961
8.08456,0.16169,0.69738,5.959
8.11134,0.16223,0.69938,5.958
8.13806,0.16276,0.70145,5.962
8.16487,0.16330,0.70346,5.957
8.19182,0.16384,0.70551,5.948
8.21878,0.16438,0.70756,5.962
8.24604,0.16492,0.70964,5.958
8.27330,0.16547,0.71176,5.962
8.30085,0.16602,0.71385,5.968
8.32864,0.16657,0.71591,5.961
8.35595,0.16712,0.71801,5.955
8.38315,0.16766,0.72006,5.965
8.41066,0.16821,0.72217,5.971
8.43835,0.16877,0.72425,5.964
8.46542,0.16931,0.72633,5.966
8.49335,0.16987,0.72839,5.962
8.52102,0.17042,0.73050,5.962
8.54890,0.17098,0.73265,5.960
8.57706,0.17154,0.73475,5.959
8.60480,0.17210,0.73686,5.970
8.63289,0.17266,0.73902,5.969
8.66063,0.17321,0.74110,5.960
8.68888,0.17378,0.74323,5.961
8.71654,0.17433,0.74540,5.964
8.74465,0.17489,0.74751,5.966
8.77282,0.17546,0.74964,5.967
8.80132,0.17603,0.75181,5.968
8.82941,0.17659,0.75391,5.965
8.85792,0.17716,0.75608,5.957
8.88626,0.17773,0.75821,5.966
8.91447,0.17829,0.76037,5.968
8.94299,0.17886,0.76253,5.967
8.97098,0.17942,0.76469,5.969
8.99958,0.17999,0.76685,5.965
9.02791,0.18056,0.76903,5.974
9.05665,0.18113,0.77121,5.965
9.08539,0.18171,0.77338,5.972
9.11409,0.18228,0.77559,5.970
9.14321,0.18286,0.77775,5.967
9.17149,0.18343,0.77999,5.975
9.20060,0.18401,0.78219,5.962
9.22903,0.18458,0.78437,5.968
9.25803,0.18516,0.78667,5.966
9.28721,0.18574,0.78890,5.973
9.31627,0.18633,0.79109,5.966
9.34521,0.18690,0.79332,5.964
9.37439,0.18749,0.79547,5.964
9.40350,0.18807,0.79772,5.965
9.43238,0.18865,0.80000,5.969
9.46137,0.18923,0.80221,5.967
9.48989,0.18980,0.80449,5.975
9.51907,0.19038,0.80665,5.967
9.54844,0.19097,0.80886,5.966
9.57772,0.19155,0.81103,5.964
9.60692,0.19214,0.81328,5.962
9.63638,0.19273,0.81553,5.962
9.66571,0.19331,0.81780,5.969
9.69484,0.19390,0.82007,5.965
9.72400,0.19448,0.82229,5.966
9.75323,0.19506,0.82457,5.963
9.78293,0.19566,0.82684,5.959
9.81227,0.19625,0.82913,5.958
9.84173,0.19683,0.83143,5.967
9.87205,0.19744,0.83376,5.971
9.90159,0.19803,0.83607,5.966
9.93101,0.19862,0.83832,5.957
9.96080,0.19922,0.84061,5.965
9.99029,0.19981,0.84283,5.959
10.01949,0.20039,0.84518,5.965
10.04943,0.20099,0.84745,5.967
10.07862,0.20157,0.84969,5.966
10.10859,0.20217,0.85201,5.963
10.13854,0.20277,0.85430,5.966
10.16854,0.20337,0.85663,5.959
10.19804,0.20396,0.85888,5.956
10.22794,0.20456,0.86117,5.961
10.25781,0.20516,0.86354,5.965
10.28736,0.20575,0.86579,5.964
10.31702,0.20634,0.86812,5.961
10.34673,0.20693,0.87047,5.954
10.37642,0.20753,0.87277,5.953
10.40642,0.20813,0.87517,5.958
10.43633,0.20873,0.87745,5.958
10.46585,0.20932,0.87983,5.959
10.49548,0.20991,0.88215,5.950
10.52456,0.21049,0.88457,5.957
10.55451,0.21109,0.88693,5.952
10.58382,0.21168,0.88935,5.956
10.61381,0.21228,0.89169,5.960
10.64387,0.21288,0.89401,5.953
10.67402,0.21348,0.89632,5.952
10.70373,0.21407,0.89868,5.948
10.73313,0.21466,0.90107,5.946
10.76287,0.21526,0.90335,5.950
10.79226,0.21585,0.90571,5.949
10.82169,0.21643,0.90810,5.947
10.85113,0.21702,0.91037,5.947
10.88086,0.21762,0.91276,5.951
10.91075,0.21821,0.91518,5.954
10.94057,0.21881,0.91752,5.956
10.96994,0.21940,0.91989,5.949
10.99965,0.21999,0.92225,5.943
11.02916,0.22058,0.92463,5.935
11.05838,0.22117,0.92702,5.948
11.08773,0.22175,0.92932,5.942
11.11698,0.22234,0.93176,5.954
11.14605,0.22292,0.93405,5.941
11.17563,0.22351,0.93640,5.945
11.20498,0.22410,0.93876,5.943
11.23391,0.22468,0.94112,5.948
11.26317,0.22526,0.94350,5.941
11.29256,0.22585,0.94588,5.936
11.32163,0.22643,0.94818,5.938
11.35045,0.22701,0.95059,5.929
11.37941,0.22759,0.95295,5.938
11.40850,0.22817,0.95521,5.938
11.43758,0.22875,0.95747,5.937
11.46596,0.22932,0.95973,5.929
11.49424,0.22988,0.96205,5.930
11.52267,0.23045,0.96431,5.925
11.55121,0.23102,0.96671,5.924
11.57863,0.23157,0.96914,5.935
11.60690,0.23214,0.97156,5.934
11.63463,0.23269,0.97386,5.932
11.66243,0.23325,0.97627,5.919
11.69060,0.23381,0.97861,5.921
11.71864,0.23437,0.98097,5.929
11.74590,0.23492,0.98336,5.928
11.77348,0.23547,0.98579,5.926
11.80068,0.23601,0.98812,5.920
11.82760,0.23655,0.99047,5.920
11.85474,0.23709,0.99282,5.916
11.88165,0.23763,0.99520,5.917
11.90853,0.23817,0.99755,5.919
11.93494,0.23870,0.99981,5.914
11.96213,0.23924,1.00215,5.918
11.98883,0.23978,1.00445,5.912
12.01486,0.24030,1.00679,5.908
12.04161,0.24083,1.00912,5.910
12.06754,0.24135,1.01136,5.917
12.09287,0.24186,1.01370,5.908
12.11845,0.24237,1.01601,5.904
12.14421,0.24288,1.01826,5.907
12.16988,0.24340,1.02062,5.903
12.19537,0.24391,1.02291,5.907
12.22078,0.24442,1.02516,5.911
12.24622,0.24492,1.02743,5.911
12.27129,0.24543,1.02965,5.906
12.29609,0.24592,1.03190,5.898
12.32074,0.24641,1.03413,5.900
12.34460,0.24689,1.03630,5.896
12.36931,0.24739,1.03851,5.896
12.39338,0.24787,1.04067,5.897
12.41747,0.24835,1.04284,5.901
12.44173,0.24883,1.04504,5.904
12.46613,0.24932,1.04723,5.889
12.49014,0.24980,1.04940,5.886
12.51419,0.25028,1.05161,5.884
12.53782,0.25076,1.05384,5.891
12.56204,0.25124,1.05600,5.883
12.58585,0.25172,1.05817,5.895
12.60930,0.25219,1.06034,5.880
12.63336,0.25267,1.06250,5.887
12.65701,0.25314,1.06471,5.886
12.68079,0.25362,1.06702,5.885
12.70480,0.25410,1.06932,5.881
12.72907,0.25458,1.07160,5.889
12.75285,0.25506,1.07387,5.878
12.77688,0.25554,1.07614,5.878
12.80082,0.25602,1.07840,5.873
12.82467,0.25649,1.08070,5.876
12.84842,0.25697,1.08301,5.880
12.87192,0.25744,1.08528,5.885
12.89581,0.25792,1.08760,5.877
12.91938,0.25839,1.08983,5.882
12.94296,0.25886,1.09214,5.871
12.96695,0.25934,1.09446,5.868
12.99062,0.25981,1.09677,5.870
13.01413,0.26028,1.09910,5.868
13.03806,0.26076,1.10131,5.866
13.06122,0.26122,1.10360,5.868
13.08499,0.26170,1.10588,5.860
13.10867,0.26217,1.10815,5.859
13.13173,0.26263,1.11052,5.865
13.15537,0.26311,1.11283,5.871
13.17888,0.26358,1.11519,5.872
13.20256,0.26405,1.11760,5.861
13.22588,0.26452,1.12005,5.851
13.24991,0.26500,1.12250,5.858
13.27334,0.26547,1.12493,5.862
13.29713,0.26594,1.12734,5.859
13.32056,0.26641,1.12989,5.861
13.34411,0.26688,1.13231,5.852
13.36776,0.26736,1.13476,5.859
13.39109,0.26782,1.13717,5.846
13.41480,0.26830,1.13974,5.844
13.43826,0.26877,1.14225,5.843
13.46189,0.26924,1.14480,5.858
13.48597,0.26972,1.14732,5.856
13.50979,0.27020,1.14981,5.843
13.53386,0.27068,1.15237,5.843
13.55729,0.27115,1.15493,5.846
13.58128,0.27163,1.15761,5.842
13.60511,0.27210,1.16027,5.849
13.62903,0.27258,1.16291,5.844
13.65241,0.27305,1.16550,5.836
13.67654,0.27353,1.16817,5.837
13.70009,0.27400,1.17085,5.836
13.72416,0.27448,1.17359,5.839
13.74820,0.27496,1.17622,5.838
13.77222,0.27544,1.17888,5.834
13.79612,0.27592,1.18162,5.832
13.82013,0.27640,1.18433,5.823
13.84413,0.27688,1.18708,5.822
13.86832,0.27737,1.18989,5.825
13.89232,0.27785,1.19267,5.830
13.91621,0.27832,1.19545,5.826
13.94047,0.27881,1.19821,5.819
13.96424,0.27928,1.20098,5.812
13.98869,0.27977,1.20374,5.818
14.01309,0.28026,1.20664,5.813
14.03774,0.28075,1.20952,5.818
14.06246,0.28125,1.21237,5.819
14.08628,0.28173,1.21518,5.812
14.11075,0.28221,1.21808,5.803
14.13558,0.28271,1.22097,5.807
14.15922,0.28318,1.22395,5.801
14.18391,0.28368,1.22691,5.806
14.20879,0.28418,1.22989,5.801
14.23318,0.28466,1.23291,5.806
14.25798,0.28516,1.23582,5.794
14.28263,0.28565,1.23892,5.791
14.30755,0.28615,1.24198,5.794
14.33251,0.28665,1.24509,5.792
14.35690,0.28714,1.24820,5.786
14.38186,0.28764,1.25130,5.788
14.40675,0.28814,1.25430,5.778
14.43141,0.28863,1.25743,5.782
14.45611,0.28912,1.26057,5.786
14.48114,0.28962,1.26369,5.776
14.50588,0.29012,1.26683,5.770
14.53096,0.29062,1.26994,5.774
14.55616,0.29112,1.27321,5.761
14.58122,0.29162,1.27638,5.759
14.60606,0.29212,1.27955,5.765
14.63127,0.29263,1.28263,5.768
14.65624,0.29312,1.28576,5.743
14.68119,0.29362,1.28885,5.744
14.70647,0.29413,1.29199,5.757
14.73167,0.29463,1.29503,5.749
14.75658,0.29513,1.29803,5.748
14.78210,0.29564,1.30085,5.746
14.80753,0.29615,1.30378,5.737
14.83322,0.29666,1.30667,5.731
14.85889,0.29718,1.30959,5.728
14.88426,0.29769,1.31248,5.726
14.90985,0.29820,1.31533,5.724
14.93522,0.29870,1.31806,5.720
14.96113,0.29922,1.32083,5.710
14.98736,0.29975,1.32378,5.706
15.00145,0.30026,1.32663,5.701
15.00414,0.30078,1.32932,5.700
15.00673,0.30131,1.33191,5.698
15.00937,0.30183,1.33456,5.680
15.01190,0.30236,1.33708,5.669
15.01430,0.30288,1.33948,5.662
15.01649,0.30341,1.34167,5.655
15.01855,0.30393,1.34373,5.652
15.02031,0.30447,1.34549,5.633
15.02198,0.30500,1.34716,5.615
15.02347,0.30553,1.34865,5.595
15.02497,0.30607,1.35015,5.575
15.02649,0.30663,1.35167,5.550
15.02725,0.30717,1.35243,5.525
15.02782,0.30772,1.35300,5.492
15.02822,0.30829,1.35340,5.446
15.02853,0.30885,1.35371,5.390
15.02856,0.30941,1.35374,5.331
15.02859,0.30998,1.35377,5.278
15.02857,0.31055,1.35375,5.217


