""
"Test Method","Tensile_R_yu.msm"
"Sample I. D.","10-1-304TD1 Hyunjin.mss"
"Specimen Number","3"

"Extension (mm)","Extensometer_A (mm/mm)","Extensometer_T (mm)","Load (kN)"
7.43992,0.14880,1.07363,5.711
7.46890,0.14938,1.07723,5.713
7.49699,0.14994,1.08097,5.709
7.52509,0.15050,1.08479,5.700
7.55343,0.15107,1.08841,5.709
7.58140,0.15163,1.09203,5.712
7.60851,0.15217,1.09570,5.716
7.63617,0.15272,1.09944,5.708
7.66329,0.15327,1.10291,5.721
7.69003,0.15380,1.10639,5.716
7.71705,0.15434,1.10996,5.718
7.74345,0.15487,1.11356,5.706
7.77020,0.15540,1.11705,5.710
7.79691,0.15594,1.12049,5.716
7.82281,0.15646,1.12380,5.726
7.84801,0.15696,1.12726,5.725
7.87317,0.15746,1.13070,5.716
7.89855,0.15797,1.13401,5.727
7.92334,0.15847,1.13724,5.724
7.94760,0.15895,1.14038,5.725
7.97162,0.15943,1.14365,5.719
7.99567,0.15991,1.14691,5.717
8.02079,0.16042,1.15004,5.724
8.04474,0.16089,1.15304,5.724
8.06801,0.16136,1.15622,5.720
8.09101,0.16182,1.15927,5.718
8.11482,0.16230,1.16229,5.726
8.13795,0.16276,1.16527,5.730
8.16024,0.16320,1.16840,5.722
8.18276,0.16366,1.17139,5.727
8.20550,0.16411,1.17418,5.725
8.22783,0.16456,1.17712,5.721
8.24932,0.16499,1.18011,5.723
8.27126,0.16543,1.18289,5.722
8.29329,0.16587,1.18567,5.730
8.31505,0.16630,1.18852,5.726
8.33631,0.16673,1.19144,5.717
8.35859,0.16717,1.19415,5.723
8.37992,0.16760,1.19700,5.726
8.40088,0.16802,1.19988,5.726
8.42265,0.16845,1.20263,5.728
8.44398,0.16888,1.20525,5.730
8.46459,0.16929,1.20815,5.725
8.48553,0.16971,1.21097,5.714
8.50724,0.17014,1.21360,5.721
8.52830,0.17057,1.21631,5.727
8.54902,0.17098,1.21906,5.719
8.57046,0.17141,1.22173,5.725
8.59138,0.17183,1.22441,5.734
8.61211,0.17224,1.22719,5.730
8.63302,0.17266,1.22985,5.719
8.65411,0.17308,1.23249,5.725
8.67447,0.17349,1.23530,5.725
8.69544,0.17391,1.23803,5.726
8.71632,0.17433,1.24070,5.730
8.73752,0.17475,1.24349,5.729
8.75869,0.17517,1.24625,5.729
8.77985,0.17560,1.24886,5.731
8.80055,0.17601,1.25166,5.723
8.82133,0.17643,1.25433,5.722
8.84283,0.17686,1.25701,5.733
8.86364,0.17727,1.25983,5.723
8.88530,0.17771,1.26251,5.732
8.90625,0.17812,1.26524,5.727
8.92744,0.17855,1.26800,5.725
8.94894,0.17898,1.27068,5.730
8.96990,0.17940,1.27353,5.738
8.99119,0.17982,1.27637,5.730
9.01267,0.18025,1.27908,5.736
9.03382,0.18068,1.28192,5.722
9.05565,0.18111,1.28465,5.732
9.07739,0.18155,1.28746,5.730
9.09935,0.18199,1.29037,5.720
9.12126,0.18243,1.29318,5.733
9.14316,0.18286,1.29607,5.742
9.16529,0.18331,1.29899,5.728
9.18736,0.18375,1.30179,5.734
9.20953,0.18419,1.30461,5.748
9.23133,0.18463,1.30756,5.727
9.25403,0.18508,1.31038,5.738
9.27643,0.18553,1.31328,5.742
9.29883,0.18598,1.31632,5.732
9.32169,0.18643,1.31914,5.744
9.34449,0.18689,1.32208,5.738
9.36783,0.18736,1.32513,5.734
9.39119,0.18782,1.32809,5.745
9.41453,0.18829,1.33108,5.745
9.43729,0.18875,1.33424,5.735
9.46104,0.18922,1.33725,5.730
9.48442,0.18969,1.34030,5.746
9.50778,0.19016,1.34347,5.739
9.53184,0.19064,1.34655,5.746
9.55544,0.19111,1.34965,5.745
9.57965,0.19159,1.35287,5.733
9.60419,0.19208,1.35602,5.739
9.62886,0.19258,1.35918,5.740
9.65309,0.19306,1.36253,5.742
9.67828,0.19357,1.36576,5.743
9.70301,0.19406,1.36896,5.747
9.72763,0.19455,1.37231,5.733
9.75268,0.19505,1.37563,5.745
9.77824,0.19556,1.37894,5.739
9.80331,0.19607,1.38238,5.743
9.82912,0.19658,1.38567,5.747
9.85526,0.19711,1.38908,5.746
9.88099,0.19762,1.39259,5.737
9.90771,0.19815,1.39606,5.742
9.93437,0.19869,1.39961,5.746
9.96046,0.19921,1.40319,5.744
9.98797,0.19976,1.40675,5.749
10.01469,0.20029,1.41033,5.742
10.04162,0.20083,1.41407,5.746
10.06994,0.20140,1.41765,5.743
10.09840,0.20197,1.42135,5.746
10.12633,0.20253,1.42515,5.747
10.15534,0.20311,1.42886,5.755
10.18392,0.20368,1.43267,5.748
10.21309,0.20426,1.43650,5.742
10.24278,0.20486,1.44040,5.758
10.27189,0.20544,1.44438,5.750
10.30181,0.20604,1.44840,5.739
10.33224,0.20664,1.45232,5.753
10.36268,0.20725,1.45639,5.746
10.39333,0.20787,1.46042,5.742
10.42431,0.20849,1.46447,5.750
10.45504,0.20910,1.46858,5.745
10.48646,0.20973,1.47262,5.748
10.51761,0.21035,1.47677,5.750
10.54866,0.21097,1.48097,5.743
10.58020,0.21160,1.48494,5.747
10.61171,0.21223,1.48912,5.742
10.64314,0.21286,1.49338,5.740
10.67542,0.21351,1.49754,5.746
10.70693,0.21414,1.50182,5.747
10.73899,0.21478,1.50612,5.737
10.77118,0.21542,1.51026,5.745
10.80247,0.21605,1.51454,5.739
10.83469,0.21669,1.51883,5.744
10.86663,0.21733,1.52300,5.755
10.89862,0.21797,1.52732,5.746
10.93067,0.21861,1.53159,5.742
10.96325,0.21926,1.53574,5.747
10.99520,0.21990,1.54010,5.735
11.02759,0.22055,1.54431,5.746
11.05927,0.22119,1.54860,5.749
11.09156,0.22183,1.55288,5.746
11.12375,0.22248,1.55720,5.730
11.15649,0.22313,1.56145,5.745
11.18871,0.22377,1.56585,5.745
11.22090,0.22442,1.57017,5.736
11.25310,0.22506,1.57440,5.750
11.28526,0.22571,1.57873,5.742
11.31692,0.22634,1.58307,5.736
11.34963,0.22699,1.58731,5.746
11.38149,0.22763,1.59167,5.741
11.41335,0.22827,1.59602,5.733
11.44608,0.22892,1.60035,5.744
11.47829,0.22957,1.60480,5.739
11.51014,0.23020,1.60907,5.738
11.54254,0.23085,1.61334,5.742
11.57396,0.23148,1.61776,5.726
11.60643,0.23213,1.62211,5.746
11.63799,0.23276,1.62639,5.726
11.67022,0.23340,1.63080,5.734
11.70269,0.23405,1.63513,5.746
11.73449,0.23469,1.63953,5.739
11.76644,0.23533,1.64390,5.737
11.79843,0.23597,1.64826,5.727
11.82977,0.23660,1.65255,5.730
11.86159,0.23723,1.65688,5.738
11.89262,0.23785,1.66119,5.730
11.92415,0.23848,1.66539,5.726
11.95552,0.23911,1.66970,5.726
11.98693,0.23974,1.67405,5.731
12.01811,0.24036,1.67831,5.730
12.04922,0.24098,1.68258,5.729
12.07968,0.24159,1.68688,5.725
12.11089,0.24222,1.69110,5.731
12.14135,0.24283,1.69535,5.729
12.17191,0.24344,1.69964,5.716
12.20272,0.24405,1.70389,5.724
12.23292,0.24466,1.70815,5.732
12.26313,0.24526,1.71239,5.722
12.29327,0.24587,1.71662,5.723
12.32348,0.24647,1.72084,5.725
12.35284,0.24706,1.72495,5.720
12.38263,0.24765,1.72905,5.730
12.41188,0.24824,1.73325,5.723
12.44109,0.24882,1.73732,5.715
12.47060,0.24941,1.74138,5.726
12.49950,0.24999,1.74561,5.718
12.52812,0.25056,1.74977,5.715
12.55676,0.25114,1.75384,5.719
12.58512,0.25170,1.75792,5.717
12.61276,0.25226,1.76200,5.713
12.64107,0.25282,1.76600,5.708
12.66893,0.25338,1.77007,5.717
12.69623,0.25392,1.77404,5.709
12.72360,0.25447,1.77797,5.707
12.75092,0.25502,1.78196,5.707
12.77729,0.25555,1.78594,5.698
12.80387,0.25608,1.78982,5.706
12.82985,0.25660,1.79362,5.702
12.85483,0.25710,1.79738,5.692
12.88065,0.25761,1.80110,5.704
12.90513,0.25810,1.80483,5.696
12.92974,0.25859,1.80857,5.695
12.95468,0.25909,1.81216,5.693
12.97889,0.25958,1.81581,5.682
13.00318,0.26006,1.81942,5.690
13.02726,0.26055,1.82293,5.692
13.05057,0.26101,1.82647,5.687
13.07446,0.26149,1.82994,5.694
13.09730,0.26195,1.83341,5.694
13.11954,0.26239,1.83686,5.675
13.14240,0.26285,1.84024,5.684
13.16512,0.26330,1.84375,5.677
13.18721,0.26374,1.84713,5.679
13.20968,0.26419,1.85043,5.675
13.23122,0.26462,1.85381,5.674
13.25377,0.26508,1.85708,5.673
13.27569,0.26551,1.86041,5.675
13.29722,0.26594,1.86367,5.665
13.31858,0.26637,1.86685,5.667
13.34001,0.26680,1.87008,5.663
13.36130,0.26723,1.87333,5.656
13.38218,0.26764,1.87653,5.670
13.40291,0.26806,1.87965,5.664
13.42361,0.26847,1.88275,5.662
13.44447,0.26889,1.88584,5.664
13.46485,0.26930,1.88896,5.660
13.48534,0.26971,1.89201,5.651
13.50610,0.27012,1.89500,5.664
13.52626,0.27053,1.89817,5.660
13.54652,0.27093,1.90123,5.661
13.56665,0.27133,1.90422,5.655
13.58699,0.27174,1.90732,5.659
13.60792,0.27216,1.91036,5.663
13.62786,0.27256,1.91335,5.658
13.64757,0.27295,1.91636,5.645
13.66811,0.27336,1.91948,5.653
13.68849,0.27377,1.92255,5.644
13.70831,0.27417,1.92562,5.656
13.72893,0.27458,1.92867,5.650
13.74920,0.27498,1.93174,5.638
13.77005,0.27540,1.93480,5.645
13.79019,0.27580,1.93789,5.649
13.81054,0.27621,1.94099,5.639
13.83098,0.27662,1.94402,5.643
13.85138,0.27703,1.94716,5.647
13.87205,0.27744,1.95030,5.642
13.89279,0.27786,1.95338,5.645
13.91373,0.27827,1.95650,5.656
13.93422,0.27868,1.95967,5.638
13.95506,0.27910,1.96273,5.639
13.97633,0.27953,1.96595,5.644
13.99755,0.27995,1.96904,5.636
14.01914,0.28038,1.97221,5.634
14.04029,0.28081,1.97541,5.639
14.06192,0.28124,1.97862,5.633
14.08355,0.28167,1.98182,5.633
14.10484,0.28210,1.98496,5.634
14.12676,0.28254,1.98820,5.634
14.14813,0.28296,1.99151,5.614
14.17022,0.28340,1.99459,5.626
14.19290,0.28386,1.99777,5.633
14.21472,0.28429,2.00102,5.612
14.23721,0.28474,2.00427,5.632
14.25992,0.28520,2.00747,5.627
14.28253,0.28565,2.01079,5.619
14.30556,0.28611,2.01393,5.623
14.32842,0.28657,2.01715,5.620
14.35140,0.28703,2.02035,5.613
14.37431,0.28749,2.02359,5.616
14.39760,0.28795,2.02695,5.617
14.42079,0.28842,2.03025,5.610
14.44467,0.28889,2.03354,5.620
14.46850,0.28937,2.03698,5.603
14.49229,0.28985,2.04038,5.614
14.51663,0.29033,2.04364,5.602
14.54140,0.29083,2.04697,5.604
14.56633,0.29133,2.05026,5.607
14.59143,0.29183,2.05364,5.597
14.61646,0.29233,2.05708,5.601
14.64208,0.29284,2.06046,5.598
14.66753,0.29335,2.06389,5.581
14.69291,0.29386,2.06736,5.585
14.71921,0.29438,2.07085,5.587
14.74540,0.29491,2.07431,5.583
14.77201,0.29544,2.07779,5.589
14.79930,0.29599,2.08126,5.575
14.82610,0.29652,2.08461,5.586
14.85333,0.29707,2.08804,5.569
14.88002,0.29760,2.09138,5.566
14.90777,0.29816,2.09469,5.574
14.93526,0.29871,2.09797,5.561
14.96324,0.29926,2.10132,5.561
14.99152,0.29983,2.10453,5.560
15.00229,0.30040,2.10780,5.549
15.00537,0.30097,2.11088,5.560
15.00844,0.30155,2.11395,5.546
15.01137,0.30215,2.11688,5.541
15.01417,0.30273,2.11968,5.536
15.01699,0.30333,2.12250,5.529
15.01974,0.30392,2.12525,5.524
15.02241,0.30453,2.12792,5.529
15.02508,0.30513,2.13059,5.523
15.02750,0.30575,2.13301,5.512
15.02986,0.30637,2.13537,5.515
15.03228,0.30699,2.13779,5.500
15.03458,0.30760,2.14009,5.489
15.03677,0.30824,2.14228,5.499
15.03889,0.30887,2.14440,5.470
15.04089,0.30950,2.14640,5.470
15.04293,0.31014,2.14844,5.475
15.04489,0.31078,2.15040,5.458
15.04678,0.31142,2.15229,5.445
15.04851,0.31208,2.15402,5.454
15.05020,0.31274,2.15571,5.443
15.05186,0.31339,2.15737,5.430
15.05333,0.31404,2.15884,5.425
15.05482,0.31469,2.16033,5.409
15.05616,0.31535,2.16167,5.391
15.05742,0.31600,2.16293,5.384
15.05868,0.31666,2.16419,5.385
15.05976,0.31732,2.16527,5.372
15.06084,0.31798,2.16635,5.355
15.06186,0.31864,2.16737,5.351
15.06272,0.31931,2.16823,5.348
15.06355,0.31995,2.16906,5.322
15.06432,0.32061,2.16983,5.320


