""
"Test Method","Tensile_R_yu.msm"
"Sample I. D.","10-1-304TD1 Hyunjin.mss"
"Specimen Number","6"

"Extension (mm)","Extensometer_A (mm/mm)","Extensometer_T (mm)","Load (kN)"
6.32145,0.12643,0.74605,5.501
6.34246,0.12685,0.74825,5.501
6.36349,0.12727,0.75043,5.500
6.38396,0.12768,0.75261,5.503
6.40495,0.12810,0.75479,5.507
6.42592,0.12852,0.75702,5.507
6.44625,0.12893,0.75928,5.511
6.46749,0.12935,0.76152,5.516
6.48861,0.12977,0.76375,5.515
6.50972,0.13019,0.76588,5.513
6.53090,0.13062,0.76809,5.513
6.55227,0.13105,0.77034,5.513
6.57307,0.13146,0.77255,5.508
6.59412,0.13188,0.77484,5.512
6.61552,0.13231,0.77703,5.511
6.63616,0.13272,0.77922,5.519
6.65751,0.13315,0.78140,5.527
6.67879,0.13358,0.78364,5.525
6.70010,0.13400,0.78584,5.522
6.72147,0.13443,0.78805,5.522
6.74249,0.13485,0.79029,5.521
6.76450,0.13529,0.79251,5.524
6.78565,0.13571,0.79477,5.525
6.80706,0.13614,0.79701,5.534
6.82806,0.13656,0.79927,5.527
6.84963,0.13699,0.80149,5.542
6.87138,0.13743,0.80372,5.543
6.89225,0.13784,0.80592,5.538
6.91414,0.13828,0.80815,5.533
6.93546,0.13871,0.81040,5.533
6.95700,0.13914,0.81267,5.532
6.97850,0.13957,0.81494,5.537
7.00017,0.14000,0.81714,5.535
7.02197,0.14044,0.81946,5.536
7.04379,0.14088,0.82172,5.544
7.06534,0.14131,0.82400,5.535
7.08711,0.14174,0.82629,5.544
7.10886,0.14218,0.82856,5.549
7.13107,0.14262,0.83078,5.554
7.15269,0.14305,0.83308,5.557
7.17485,0.14350,0.83535,5.544
7.19708,0.14394,0.83760,5.545
7.21908,0.14438,0.83993,5.550
7.24109,0.14482,0.84216,5.553
7.26336,0.14527,0.84446,5.555
7.28546,0.14571,0.84684,5.563
7.30783,0.14616,0.84915,5.560
7.33026,0.14661,0.85143,5.561
7.35227,0.14705,0.85367,5.560
7.37515,0.14750,0.85595,5.558
7.39753,0.14795,0.85823,5.563
7.41978,0.14840,0.86054,5.555
7.44247,0.14885,0.86289,5.556
7.46507,0.14930,0.86526,5.563
7.48756,0.14975,0.86754,5.559
7.51053,0.15021,0.86986,5.574
7.53375,0.15068,0.87226,5.572
7.55692,0.15114,0.87466,5.579
7.58001,0.15160,0.87701,5.558
7.60297,0.15206,0.87931,5.580
7.62644,0.15253,0.88165,5.570
7.64987,0.15300,0.88397,5.571
7.67296,0.15346,0.88636,5.562
7.69658,0.15393,0.88875,5.570
7.72004,0.15440,0.89117,5.571
7.74335,0.15487,0.89363,5.577
7.76717,0.15534,0.89606,5.571
7.79115,0.15582,0.89845,5.579
7.81508,0.15630,0.90087,5.578
7.83902,0.15678,0.90322,5.580
7.86282,0.15726,0.90567,5.584
7.88699,0.15774,0.90805,5.564
7.91141,0.15823,0.91059,5.576
7.93504,0.15870,0.91306,5.573
7.95925,0.15919,0.91559,5.586
7.98374,0.15967,0.91802,5.593
8.00822,0.16016,0.92052,5.588
8.03299,0.16066,0.92297,5.583
8.05790,0.16116,0.92549,5.585
8.08264,0.16165,0.92798,5.579
8.10730,0.16215,0.93046,5.589
8.13176,0.16264,0.93295,5.584
8.15695,0.16314,0.93549,5.589
8.18163,0.16363,0.93803,5.586
8.20701,0.16414,0.94062,5.597
8.23233,0.16465,0.94312,5.589
8.25738,0.16515,0.94566,5.591
8.28326,0.16567,0.94815,5.598
8.30925,0.16619,0.95075,5.579
8.33499,0.16670,0.95336,5.587
8.36088,0.16722,0.95595,5.594
8.38665,0.16773,0.95854,5.602
8.41259,0.16825,0.96112,5.597
8.43866,0.16877,0.96369,5.594
8.46515,0.16930,0.96628,5.588
8.49161,0.16983,0.96889,5.608
8.51804,0.17036,0.97152,5.589
8.54445,0.17089,0.97417,5.604
8.57148,0.17143,0.97685,5.598
8.59804,0.17196,0.97942,5.600
8.62533,0.17251,0.98210,5.606
8.65246,0.17305,0.98477,5.609
8.67972,0.17359,0.98744,5.600
8.70655,0.17413,0.99011,5.593
8.73404,0.17468,0.99278,5.606
8.76130,0.17523,0.99558,5.600
8.78886,0.17578,0.99827,5.608
8.81609,0.17632,1.00097,5.607
8.84425,0.17689,1.00365,5.612
8.87227,0.17745,1.00638,5.604
8.89998,0.17800,1.00908,5.602
8.92759,0.17855,1.01190,5.610
8.95520,0.17910,1.01466,5.598
8.98316,0.17966,1.01744,5.613
9.01148,0.18023,1.02023,5.611
9.03987,0.18080,1.02300,5.612
9.06852,0.18137,1.02582,5.601
9.09723,0.18194,1.02858,5.603
9.12588,0.18252,1.03144,5.614
9.15431,0.18309,1.03425,5.612
9.18315,0.18366,1.03708,5.615
9.21210,0.18424,1.03996,5.617
9.24084,0.18482,1.04276,5.614
9.27015,0.18540,1.04559,5.612
9.29935,0.18599,1.04839,5.614
9.32849,0.18657,1.05130,5.610
9.35786,0.18716,1.05423,5.616
9.38727,0.18775,1.05715,5.621
9.41641,0.18833,1.05999,5.623
9.44604,0.18892,1.06290,5.622
9.47528,0.18951,1.06571,5.621
9.50508,0.19010,1.06852,5.614
9.53463,0.19069,1.07138,5.613
9.56393,0.19128,1.07426,5.621
9.59326,0.19187,1.07716,5.618
9.62338,0.19247,1.08006,5.624
9.65346,0.19307,1.08293,5.627
9.68323,0.19366,1.08579,5.628
9.71313,0.19426,1.08862,5.616
9.74265,0.19485,1.09151,5.615
9.77287,0.19546,1.09441,5.620
9.80245,0.19605,1.09740,5.619
9.83247,0.19665,1.10028,5.621
9.86291,0.19726,1.10321,5.619
9.89281,0.19786,1.10611,5.618
9.92304,0.19846,1.10902,5.621
9.95340,0.19907,1.11191,5.621
9.98391,0.19968,1.11476,5.608
10.01351,0.20027,1.11772,5.612
10.04425,0.20089,1.12059,5.622
10.07430,0.20149,1.12350,5.619
10.10474,0.20209,1.12645,5.625
10.13508,0.20270,1.12930,5.631
10.16581,0.20332,1.13217,5.621
10.19595,0.20392,1.13502,5.631
10.22654,0.20453,1.13791,5.616
10.25705,0.20514,1.14083,5.622
10.28756,0.20575,1.14373,5.623
10.31797,0.20636,1.14666,5.622
10.34828,0.20697,1.14959,5.630
10.37880,0.20758,1.15257,5.629
10.40963,0.20819,1.15548,5.625
10.44050,0.20881,1.15837,5.618
10.47093,0.20942,1.16125,5.622
10.50186,0.21004,1.16411,5.629
10.53162,0.21063,1.16699,5.619
10.56244,0.21125,1.16993,5.620
10.59273,0.21185,1.17283,5.619
10.62364,0.21247,1.17571,5.622
10.65436,0.21309,1.17859,5.636
10.68536,0.21371,1.18148,5.611
10.71597,0.21432,1.18432,5.629
10.74669,0.21493,1.18716,5.615
10.77703,0.21554,1.18999,5.611
10.80747,0.21615,1.19284,5.618
10.83792,0.21676,1.19576,5.624
10.86869,0.21737,1.19865,5.623
10.89944,0.21799,1.20148,5.626
10.93023,0.21860,1.20425,5.631
10.96137,0.21923,1.20705,5.620
10.99183,0.21984,1.20978,5.618
11.02276,0.22046,1.21263,5.613
11.05252,0.22105,1.21550,5.620
11.08325,0.22166,1.21837,5.616
11.11379,0.22228,1.22121,5.625
11.14403,0.22288,1.22396,5.619
11.17510,0.22350,1.22679,5.630
11.20617,0.22412,1.22960,5.621
11.23676,0.22474,1.23226,5.622
11.26710,0.22534,1.23508,5.612
11.29727,0.22595,1.23793,5.619
11.32794,0.22656,1.24072,5.623
11.35816,0.22716,1.24353,5.620
11.38882,0.22778,1.24638,5.624
11.41959,0.22839,1.24912,5.628
11.45020,0.22900,1.25177,5.613
11.48081,0.22962,1.25454,5.618
11.51079,0.23022,1.25733,5.608
11.54126,0.23083,1.26013,5.617
11.57072,0.23141,1.26290,5.619
11.60078,0.23202,1.26569,5.609
11.63099,0.23262,1.26849,5.623
11.66144,0.23323,1.27120,5.617
11.69212,0.23384,1.27382,5.614
11.72243,0.23445,1.27642,5.609
11.75237,0.23505,1.27917,5.615
11.78187,0.23564,1.28205,5.608
11.81151,0.23623,1.28484,5.615
11.84113,0.23682,1.28749,5.607
11.87127,0.23743,1.29016,5.615
11.90134,0.23803,1.29272,5.603
11.93144,0.23863,1.29536,5.604
11.96108,0.23922,1.29804,5.602
11.99056,0.23981,1.30081,5.607
12.01950,0.24039,1.30353,5.610
12.04896,0.24098,1.30627,5.612
12.07778,0.24156,1.30880,5.600
12.10763,0.24215,1.31129,5.603
12.13700,0.24274,1.31379,5.613
12.16667,0.24333,1.31633,5.606
12.19553,0.24391,1.31900,5.596
12.22401,0.24448,1.32172,5.596
12.25288,0.24506,1.32434,5.599
12.28159,0.24563,1.32671,5.603
12.31123,0.24622,1.32900,5.604
12.33983,0.24680,1.33128,5.600
12.36850,0.24737,1.33381,5.598
12.39650,0.24793,1.33645,5.590
12.42452,0.24849,1.33905,5.589
12.45283,0.24906,1.34160,5.598
12.48135,0.24963,1.34394,5.597
12.51003,0.25020,1.34615,5.591
12.53832,0.25077,1.34834,5.595
12.56634,0.25133,1.35067,5.598
12.59280,0.25186,1.35313,5.592
12.61977,0.25240,1.35563,5.593
12.64681,0.25294,1.35796,5.593
12.67424,0.25348,1.36003,5.594
12.70197,0.25404,1.36191,5.594
12.72947,0.25459,1.36381,5.587
12.75624,0.25512,1.36594,5.590
12.78187,0.25564,1.36822,5.590
12.80801,0.25616,1.37064,5.589
12.83400,0.25668,1.37293,5.582
12.86008,0.25720,1.37510,5.582
12.88690,0.25774,1.37709,5.584
12.91290,0.25826,1.37915,5.587
12.93884,0.25878,1.38124,5.586
12.96400,0.25928,1.38355,5.575
12.98915,0.25978,1.38585,5.578
13.01473,0.26029,1.38800,5.583
13.04042,0.26081,1.38994,5.586
13.06639,0.26133,1.39180,5.580
13.09170,0.26183,1.39376,5.584
13.11600,0.26232,1.39593,5.580
13.14038,0.26281,1.39805,5.569
13.16497,0.26330,1.40004,5.565
13.18970,0.26379,1.40201,5.572
13.21479,0.26430,1.40375,5.568
13.23995,0.26480,1.40558,5.575
13.26393,0.26528,1.40742,5.580
13.28803,0.26576,1.40938,5.571
13.31166,0.26623,1.41135,5.567
13.33541,0.26671,1.41321,5.573
13.35959,0.26719,1.41488,5.569
13.38357,0.26767,1.41653,5.578
13.40767,0.26815,1.41824,5.575
13.43070,0.26861,1.42004,5.567
13.45370,0.26907,1.42186,5.561
13.47727,0.26955,1.42362,5.559
13.50130,0.27003,1.42528,5.557
13.52479,0.27050,1.42691,5.562
13.54844,0.27097,1.42851,5.576
13.57157,0.27143,1.43020,5.568
13.59508,0.27190,1.43183,5.556
13.61827,0.27237,1.43358,5.550
13.64094,0.27282,1.43520,5.555
13.66429,0.27329,1.43685,5.552
13.68762,0.27375,1.43835,5.562
13.71120,0.27422,1.43989,5.558
13.73442,0.27469,1.44136,5.559
13.75776,0.27516,1.44295,5.558
13.78083,0.27562,1.44454,5.550
13.80404,0.27608,1.44604,5.557
13.82739,0.27655,1.44748,5.550
13.85055,0.27701,1.44888,5.552
13.87406,0.27748,1.45024,5.550
13.89685,0.27794,1.45166,5.562
13.91950,0.27839,1.45305,5.548
13.94216,0.27884,1.45444,5.536
13.96500,0.27930,1.45574,5.541
13.98811,0.27976,1.45698,5.537
14.01117,0.28022,1.45824,5.550
14.03428,0.28069,1.45949,5.549
14.05685,0.28114,1.46082,5.540
14.07958,0.28159,1.46204,5.532
14.10265,0.28205,1.46322,5.526
14.12581,0.28252,1.46433,5.541
14.14850,0.28297,1.46543,5.548
14.17142,0.28343,1.46652,5.542
14.19457,0.28389,1.46763,5.533
14.21735,0.28435,1.46875,5.536
14.24034,0.28481,1.46980,5.531
14.26317,0.28526,1.47074,5.530
14.28653,0.28573,1.47169,5.534
14.30966,0.28619,1.47264,5.525
14.33240,0.28665,1.47361,5.522
14.35524,0.28710,1.47461,5.525
14.37838,0.28757,1.47549,5.515
14.40143,0.28803,1.47635,5.519
14.42467,0.28849,1.47717,5.518
14.44783,0.28896,1.47794,5.512
14.47099,0.28942,1.47874,5.517
14.49396,0.28988,1.47958,5.509
14.51734,0.29035,1.48030,5.503
14.54106,0.29082,1.48105,5.499
14.56472,0.29129,1.48163,5.512
14.58799,0.29176,1.48234,5.507
14.61089,0.29222,1.48297,5.507
14.63430,0.29269,1.48362,5.493
14.65785,0.29316,1.48417,5.490
14.68105,0.29362,1.48470,5.498
14.70462,0.29409,1.48523,5.487
14.72789,0.29456,1.48568,5.486
14.75181,0.29504,1.48622,5.479
14.77510,0.29550,1.48668,5.488
14.79914,0.29598,1.48712,5.472
14.82352,0.29647,1.48746,5.474
14.84712,0.29694,1.48779,5.476
14.87077,0.29742,1.48813,5.478
14.89454,0.29789,1.48846,5.474
14.91815,0.29836,1.48879,5.459
14.94220,0.29884,1.48905,5.456
14.96614,0.29932,1.48928,5.455
14.99023,0.29980,1.48951,5.458
15.00014,0.30029,1.48975,5.451
15.00038,0.30077,1.48998,5.447
15.00051,0.30126,1.49012,5.436
15.00068,0.30174,1.49028,5.421
15.00081,0.30223,1.49042,5.438
15.00093,0.30271,1.49053,5.436
15.00103,0.30320,1.49063,5.421
15.00118,0.30368,1.49079,5.408
15.00130,0.30417,1.49090,5.410
15.00135,0.30466,1.49095,5.415
15.00141,0.30514,1.49102,5.408
15.00150,0.30564,1.49110,5.419
15.00160,0.30613,1.49120,5.393
15.00165,0.30663,1.49125,5.395
15.00170,0.30712,1.49130,5.384
15.00167,0.30761,1.49128,5.377
15.00174,0.30811,1.49135,5.386
15.00178,0.30860,1.49139,5.375
15.00179,0.30909,1.49140,5.368
15.00184,0.30959,1.49145,5.353
15.00184,0.31009,1.49145,5.353
15.00184,0.31059,1.49144,5.342
15.00180,0.31109,1.49141,5.332
15.00183,0.31159,1.49143,5.326
15.00186,0.31210,1.49147,5.316
15.00188,0.31260,1.49148,5.307
15.00186,0.31310,1.49146,5.310
15.00184,0.31360,1.49145,5.299
15.00182,0.31410,1.49143,5.291
15.00188,0.31460,1.49148,5.274
15.00187,0.31511,1.49147,5.271


