""
"Test Method","Tensile_R_yu.msm"
"Sample I. D.","10-1-304TD1 Hyunjin.mss"
"Specimen Number","4"

"Extension (mm)","Extensometer_A (mm/mm)","Extensometer_T (mm)","Load (kN)"
12.66828,0.25337,1.64821,5.636
12.67829,0.25357,1.64872,5.623
12.68812,0.25376,1.64938,5.627
12.69772,0.25395,1.64998,5.633
12.70782,0.25416,1.65050,5.631
12.71777,0.25436,1.65107,5.628
12.72729,0.25455,1.65167,5.627
12.73708,0.25474,1.65223,5.632
12.74724,0.25494,1.65267,5.626
12.75676,0.25514,1.65327,5.618
12.76628,0.25533,1.65386,5.625
12.77621,0.25552,1.65431,5.618
12.78625,0.25573,1.65485,5.615
12.79593,0.25592,1.65539,5.614
12.80531,0.25611,1.65596,5.615
12.81570,0.25631,1.65637,5.611
12.82543,0.25651,1.65693,5.612
12.83444,0.25669,1.65746,5.618
12.84451,0.25689,1.65790,5.612
12.85459,0.25709,1.65833,5.603
12.86411,0.25728,1.65890,5.609
12.87373,0.25747,1.65939,5.614
12.88382,0.25768,1.65984,5.605
12.89374,0.25787,1.66027,5.602
12.90316,0.25806,1.66081,5.598
12.91270,0.25825,1.66126,5.600
12.92300,0.25846,1.66162,5.595
12.93277,0.25866,1.66214,5.601
12.94236,0.25885,1.66264,5.599
12.95258,0.25905,1.66303,5.594
12.96281,0.25926,1.66341,5.591
12.97234,0.25945,1.66391,5.595
12.98214,0.25964,1.66431,5.594
12.99243,0.25985,1.66466,5.584
13.00234,0.26005,1.66507,5.586
13.01203,0.26024,1.66557,5.588
13.02179,0.26044,1.66592,5.583
13.03222,0.26064,1.66621,5.577
13.04150,0.26083,1.66674,5.579
13.05144,0.26103,1.66709,5.582
13.06175,0.26124,1.66741,5.578
13.07173,0.26143,1.66774,5.569
13.08110,0.26162,1.66826,5.578
13.09051,0.26181,1.66855,5.574
13.10080,0.26202,1.66880,5.569
13.11058,0.26221,1.66926,5.575
13.12005,0.26240,1.66969,5.573
13.13046,0.26261,1.66994,5.566
13.14025,0.26281,1.67016,5.565
13.15000,0.26300,1.67064,5.560
13.15927,0.26319,1.67092,5.566
13.16998,0.26340,1.67112,5.558
13.17973,0.26359,1.67150,5.553
13.18924,0.26378,1.67190,5.558
13.19925,0.26398,1.67210,5.556
13.20975,0.26420,1.67231,5.545
13.21958,0.26439,1.67275,5.550
13.22918,0.26458,1.67310,5.546
13.23944,0.26479,1.67322,5.544
13.24955,0.26499,1.67345,5.546
13.25928,0.26519,1.67400,5.544
13.26917,0.26538,1.67418,5.545
13.27959,0.26559,1.67424,5.533
13.28922,0.26578,1.67466,5.538
13.29864,0.26597,1.67515,5.543
13.30915,0.26618,1.67509,5.533
13.31947,0.26639,1.67528,5.531
13.32903,0.26658,1.67582,5.524
13.33900,0.26678,1.67604,5.541
13.34919,0.26698,1.67600,5.525
13.35908,0.26718,1.67638,5.519
13.36844,0.26737,1.67691,5.522
13.37892,0.26758,1.67679,5.521
13.38926,0.26779,1.67694,5.517
13.39869,0.26797,1.67752,5.512
13.40871,0.26817,1.67783,5.509
13.41942,0.26839,1.67757,5.518
13.42903,0.26858,1.67804,5.508
13.43874,0.26877,1.67863,5.499
13.44951,0.26899,1.67840,5.507
13.45975,0.26919,1.67854,5.499
13.46912,0.26938,1.67925,5.499
13.47923,0.26958,1.67939,5.497
13.49058,0.26981,1.67900,5.496
13.50021,0.27000,1.67965,5.491
13.50996,0.27020,1.68016,5.488
13.52084,0.27042,1.67978,5.485
13.53144,0.27063,1.67995,5.490
13.54031,0.27081,1.68066,5.477
13.55069,0.27101,1.68060,5.487
13.56189,0.27124,1.68029,5.482
13.57105,0.27142,1.68101,5.472
13.58139,0.27163,1.68120,5.472
13.59232,0.27185,1.68094,5.458
13.60221,0.27204,1.68120,5.465
13.61135,0.27223,1.68162,5.464
13.62213,0.27244,1.68158,5.455
13.63267,0.27265,1.68157,5.460
13.64254,0.27285,1.68194,5.456
13.65262,0.27305,1.68207,5.453
13.66318,0.27326,1.68206,5.450
13.67342,0.27347,1.68213,5.450
13.68358,0.27367,1.68239,5.445
13.69367,0.27387,1.68253,5.446
13.70434,0.27409,1.68250,5.446
13.71477,0.27430,1.68262,5.445
13.72461,0.27449,1.68290,5.433
13.73515,0.27470,1.68288,5.433
13.74611,0.27492,1.68284,5.434
13.75582,0.27512,1.68311,5.422
13.76641,0.27533,1.68323,5.424
13.77700,0.27554,1.68320,5.426
13.78767,0.27575,1.68329,5.421
13.79774,0.27595,1.68351,5.415
13.80793,0.27616,1.68351,5.411
13.81853,0.27637,1.68354,5.407
13.82892,0.27658,1.68363,5.404
13.83914,0.27678,1.68383,5.400
13.84980,0.27700,1.68384,5.400
13.86058,0.27721,1.68384,5.405
13.87034,0.27741,1.68397,5.391
13.88101,0.27762,1.68409,5.389
13.89167,0.27783,1.68404,5.388
13.90233,0.27805,1.68410,5.381
13.91267,0.27825,1.68426,5.378
13.92329,0.27847,1.68425,5.377
13.93385,0.27868,1.68425,5.374
13.94440,0.27889,1.68439,5.377
13.95483,0.27910,1.68449,5.364
13.96564,0.27931,1.68445,5.367
13.97625,0.27952,1.68449,5.367
13.98688,0.27974,1.68460,5.359
13.99779,0.27996,1.68464,5.353
14.00835,0.28017,1.68458,5.355
14.01906,0.28038,1.68469,5.350
14.02947,0.28059,1.68479,5.338
14.04025,0.28080,1.68475,5.340
14.05106,0.28102,1.68477,5.342
14.06163,0.28123,1.68481,5.328
14.07246,0.28145,1.68491,5.322
14.08312,0.28166,1.68489,5.316
14.09378,0.28188,1.68488,5.317
14.10472,0.28209,1.68495,5.313
14.11518,0.28230,1.68500,5.310
14.12594,0.28252,1.68496,5.314
14.13629,0.28273,1.68500,5.309
14.14696,0.28294,1.68508,5.305
14.15785,0.28316,1.68504,5.297
14.16881,0.28338,1.68505,5.301
14.17971,0.28359,1.68508,5.284
14.19034,0.28381,1.68515,5.285
14.20116,0.28402,1.68511,5.284
14.21186,0.28424,1.68511,5.274
14.22278,0.28446,1.68515,5.267
14.23398,0.28468,1.68515,5.269
14.24450,0.28489,1.68512,5.264
14.25563,0.28511,1.68511,5.260
14.26683,0.28534,1.68519,5.251
14.27766,0.28555,1.68515,5.255
14.28865,0.28577,1.68515,5.242
14.29980,0.28600,1.68520,5.229
14.31089,0.28622,1.68519,5.225
14.32169,0.28643,1.68519,5.230
14.33262,0.28665,1.68516,5.220
14.34385,0.28688,1.68521,5.214
14.35488,0.28710,1.68516,5.205
14.36617,0.28732,1.68514,5.209
14.37720,0.28754,1.68517,5.198
14.38768,0.28775,1.68519,5.192
14.39909,0.28798,1.68520,5.191
14.41062,0.28821,1.68513,5.190
14.42191,0.28844,1.68512,5.173
14.43288,0.28866,1.68516,5.164
14.44450,0.28889,1.68513,5.166
14.45560,0.28911,1.68515,5.159
14.46664,0.28933,1.68514,5.155
14.47818,0.28956,1.68512,5.143
14.48971,0.28979,1.68509,5.138
14.50126,0.29003,1.68511,5.125
14.51268,0.29025,1.68506,5.122
14.52449,0.29049,1.68508,5.121
14.53577,0.29072,1.68501,5.111
14.54736,0.29095,1.68505,5.104
14.55861,0.29117,1.68503,5.087
14.57063,0.29141,1.68502,5.088
14.58213,0.29164,1.68503,5.077
14.59370,0.29187,1.68498,5.069
14.60553,0.29211,1.68499,5.053
14.61741,0.29235,1.68495,5.058
14.62925,0.29258,1.68491,5.045
14.64094,0.29282,1.68489,5.030
14.65232,0.29305,1.68490,5.028
14.66417,0.29328,1.68484,5.013
14.67605,0.29352,1.68483,4.998
14.68823,0.29376,1.68481,4.991
14.70043,0.29401,1.68475,4.983
14.71229,0.29425,1.68476,4.968
14.72431,0.29449,1.68476,4.951
14.73629,0.29473,1.68469,4.940
14.74858,0.29497,1.68465,4.940
14.76097,0.29522,1.68464,4.920
14.77318,0.29546,1.68457,4.896
14.78558,0.29571,1.68456,4.889
14.79810,0.29596,1.68450,4.874
14.81064,0.29621,1.68452,4.850
14.82309,0.29646,1.68445,4.839
14.83567,0.29671,1.68437,4.826
14.84795,0.29696,1.68436,4.809
14.86078,0.29722,1.68430,4.783
14.87337,0.29747,1.68428,4.769
14.88655,0.29773,1.68415,4.748
14.89954,0.29799,1.68412,4.713
14.91237,0.29825,1.68404,4.678
14.92591,0.29852,1.68393,4.646
14.93986,0.29880,1.68379,4.577
14.95520,0.29910,1.68354,4.477
14.97450,0.29949,1.68301,4.257
14.99298,0.29986,1.68248,4.090
14.99985,0.30018,1.68222,3.992
14.99956,0.30050,1.68193,3.883
14.99936,0.30082,1.68172,3.803
14.99907,0.30114,1.68144,3.718
14.99878,0.30147,1.68115,3.628
14.99854,0.30178,1.68091,3.542
14.99837,0.30208,1.68074,3.487
14.99818,0.30238,1.68055,3.422
14.99802,0.30269,1.68039,3.347
14.99780,0.30300,1.68017,3.295
14.99761,0.30329,1.67998,3.229
14.99745,0.30359,1.67982,3.171
14.99730,0.30390,1.67966,3.103
14.99715,0.30419,1.67952,3.066
14.99702,0.30450,1.67939,3.016


