Time,Extension,Load,Displacement (Strain 1),Displacement (Strain 2)
(sec),(mm),(N),(mm),(mm)
12.67, 1.206
0.00000,0.00006,50.49910,-0.00684,0.24212
0.00180,0.00006,50.50572,-0.00684,0.24212
0.10000,0.00220,56.39018,-0.00681,0.24212
0.20000,0.00665,75.89050,-0.00662,0.24212
0.30000,0.01186,93.44509,-0.00651,0.24213
0.40000,0.01728,106.47448,-0.00644,0.24215
0.50000,0.02266,117.14706,-0.00619,0.24217
0.60000,0.02798,124.40458,-0.00616,0.24218
0.70000,0.03325,106.15829,-0.00520,0.24191
0.80000,0.03847,123.93668,-0.00513,0.24191
0.90000,0.04362,137.22666,-0.00507,0.24192
1.00000,0.04872,145.88200,-0.00504,0.24193
1.10000,0.05376,155.25641,-0.00497,0.24195
1.20000,0.05880,165.14445,-0.00499,0.24195
1.30000,0.06383,173.51974,-0.00502,0.24196
1.40000,0.06886,183.20307,-0.00506,0.24198
1.50000,0.07387,194.50383,-0.00486,0.24199
1.60000,0.07889,205.18033,-0.00499,0.24201
1.70000,0.08392,216.53669,-0.00483,0.24201
1.80000,0.08893,229.02181,-0.00493,0.24204
1.90000,0.09392,239.93989,-0.00480,0.24205
2.00000,0.09889,251.87936,-0.00469,0.24206
2.10000,0.10388,264.06404,-0.00461,0.24208
2.20000,0.10889,277.09566,-0.00452,0.24210
2.30000,0.11390,291.28520,-0.00453,0.24212
2.34280,0.11605,296.77618,-0.00438,0.24212
2.40000,0.11889,306.73835,-0.00426,0.24213
2.50000,0.12388,321.38443,-0.00416,0.24214
2.60000,0.12888,336.48470,-0.00405,0.24215
2.70000,0.13390,352.44841,-0.00396,0.24217
2.80000,0.13890,366.99660,-0.00392,0.24218
2.90000,0.14390,379.98687,-0.00371,0.24221
3.00000,0.14892,393.90419,-0.00359,0.24221
3.10000,0.15392,406.08505,-0.00348,0.24223
3.20000,0.15891,419.02084,-0.00352,0.24224
3.30000,0.16390,431.44496,-0.00339,0.24223
3.40000,0.16890,444.05898,-0.00324,0.24226
3.50000,0.17391,458.12381,-0.00311,0.24229
3.60000,0.17893,472.09747,-0.00306,0.24230
3.70000,0.18394,486.29055,-0.00281,0.24231
3.76580,0.18723,496.08760,-0.00282,0.24233
3.80000,0.18845,498.98336,-0.00280,0.24233
3.90000,0.18656,483.47730,-0.00289,0.24232
4.00000,0.18205,467.01571,-0.00305,0.24230
4.10000,0.17653,418.36351,-0.00341,0.24226
4.20000,0.17071,369.39709,-0.00380,0.24222
4.30000,0.16492,320.46223,-0.00421,0.24219
4.40000,0.15927,277.77944,-0.00451,0.24215
4.50000,0.15378,240.31019,-0.00478,0.24212
4.60000,0.14841,209.14106,-0.00500,0.24208
4.70000,0.14315,178.04606,-0.00522,0.24206
4.80000,0.13798,147.78720,-0.00539,0.24203
4.90000,0.13287,122.43940,-0.00568,0.24201
5.00000,0.12779,105.73315,-0.00558,0.24196
5.10000,0.12273,94.60971,-0.00554,0.24196
5.20000,0.11766,85.31716,-0.00545,0.24195
5.30000,0.11261,79.50841,-0.00541,0.24194
5.40000,0.10761,77.52329,-0.00551,0.24197
5.50000,0.10261,68.29398,-0.00563,0.24195
5.55880,0.09965,58.68832,-0.00566,0.24195
5.56280,0.09945,57.91131,-0.00567,0.24195
5.60000,0.09819,53.92451,-0.00571,0.24193
5.70000,0.10022,60.63599,-0.00560,0.24191
5.80000,0.10476,72.59566,-0.00549,0.24195
5.90000,0.11033,82.21762,-0.00540,0.24191
6.00000,0.11615,86.21858,-0.00531,0.24187
6.10000,0.12192,101.97023,-0.00542,0.24194
6.20000,0.12755,133.73652,-0.00510,0.24195
6.30000,0.13305,156.27304,-0.00503,0.24197
6.40000,0.13841,179.28295,-0.00494,0.24197
6.50000,0.14366,203.97184,-0.00491,0.24199
6.60000,0.14885,231.48842,-0.00475,0.24202
6.70000,0.15398,258.69468,-0.00457,0.24205
6.80000,0.15905,290.48240,-0.00430,0.24208
6.81480,0.15980,294.71396,-0.00431,0.24208
6.90000,0.16409,324.29770,-0.00403,0.24211
7.00000,0.16913,357.58372,-0.00381,0.24215
7.10000,0.17417,391.67814,-0.00360,0.24217
7.20000,0.17920,419.07197,-0.00335,0.24221
7.30000,0.18422,442.57315,-0.00320,0.24224
7.40000,0.18922,465.93882,-0.00299,0.24227
7.50000,0.19420,488.55441,-0.00284,0.24229
7.60000,0.19917,508.52466,-0.00263,0.24231
7.70000,0.20418,528.31424,-0.00249,0.24234
7.78780,0.20859,544.49514,-0.00239,0.24237
7.80000,0.20919,547.14149,-0.00236,0.24237
7.90000,0.21421,565.15485,-0.00217,0.24238
8.00000,0.21921,582.40900,-0.00209,0.24239
8.10000,0.22420,599.91879,-0.00200,0.24243
8.20000,0.22920,617.04153,-0.00179,0.24244
8.30000,0.23421,634.61354,-0.00169,0.24246
8.40000,0.23922,651.33572,-0.00164,0.24249
8.50000,0.24421,667.33249,-0.00145,0.24250
8.60000,0.24921,683.12110,-0.00123,0.24254
8.70000,0.25421,698.58246,-0.00128,0.24255
8.80000,0.25922,714.99506,-0.00112,0.24258
8.90000,0.26421,732.35035,-0.00089,0.24259
9.00000,0.26921,748.27382,-0.00083,0.24261
9.10000,0.27422,764.68540,-0.00062,0.24264
9.20000,0.27925,781.56115,-0.00049,0.24266
9.26880,0.28272,793.88497,-0.00042,0.24267
9.30000,0.28428,799.82700,-0.00034,0.24268
9.40000,0.28925,815.85310,-0.00030,0.24270
9.50000,0.29421,833.96556,-0.00013,0.24272
9.60000,0.29920,850.72592,0.00003,0.24274
9.70000,0.30421,868.73993,0.00017,0.24277
9.80000,0.30921,886.65709,0.00027,0.24279
9.90000,0.31421,905.58138,0.00040,0.24280
10.00000,0.31922,922.92195,0.00059,0.24282
10.10000,0.32421,938.50847,0.00061,0.24284
10.20000,0.32922,957.59975,0.00092,0.24287
10.30000,0.33421,975.29031,0.00105,0.24291
10.40000,0.33920,993.21455,0.00116,0.24292
10.50000,0.34419,1012.13949,0.00137,0.24293
10.60000,0.34922,1030.14624,0.00145,0.24295
10.67980,0.35323,1044.36483,0.00161,0.24298
10.70000,0.35423,1049.17893,0.00164,0.24298
10.80000,0.35921,1066.55313,0.00175,0.24300
10.90000,0.36420,1087.33233,0.00185,0.24302
11.00000,0.36921,1106.82072,0.00208,0.24305
11.10000,0.37421,1124.88922,0.00222,0.24309
11.20000,0.37921,1144.39568,0.00235,0.24310
11.30000,0.38418,1162.95582,0.00252,0.24314
11.40000,0.38917,1181.32569,0.00262,0.24313
11.50000,0.39418,1201.69343,0.00277,0.24317
11.60000,0.39922,1221.34872,0.00290,0.24321
11.70000,0.40420,1239.80492,0.00302,0.24323
11.80000,0.40920,1259.53872,0.00326,0.24326
11.90000,0.41422,1277.47767,0.00339,0.24327
12.00000,0.41923,1295.91506,0.00356,0.24329
12.00080,0.41928,1296.08857,0.00356,0.24329
12.10000,0.42422,1315.33034,0.00372,0.24331
12.20000,0.42921,1334.77580,0.00388,0.24333
12.30000,0.43419,1355.75868,0.00407,0.24337
12.40000,0.43920,1377.72765,0.00425,0.24339
12.50000,0.44420,1396.74731,0.00433,0.24341
12.60000,0.44921,1417.89541,0.00446,0.24343
12.70000,0.45423,1437.26552,0.00463,0.24347
12.80000,0.45922,1457.69361,0.00473,0.24350
12.90000,0.46422,1476.88817,0.00493,0.24352
13.00000,0.46924,1495.98345,0.00511,0.24356
13.10000,0.47425,1516.84470,0.00523,0.24356
13.20000,0.47924,1537.12491,0.00541,0.24360
13.24080,0.48128,1544.24394,0.00551,0.24362
13.30000,0.48423,1556.30587,0.00562,0.24361
13.40000,0.48922,1576.28488,0.00577,0.24364
13.50000,0.49420,1595.31627,0.00596,0.24368
13.60000,0.49920,1617.66019,0.00607,0.24369
13.70000,0.50420,1637.86672,0.00622,0.24372
13.80000,0.50921,1659.19065,0.00652,0.24375
13.90000,0.51422,1680.75114,0.00659,0.24376
14.00000,0.51923,1700.24466,0.00668,0.24380
14.10000,0.52424,1721.09976,0.00687,0.24383
14.20000,0.52922,1741.53410,0.00709,0.24385
14.30000,0.53420,1760.71003,0.00726,0.24388
14.40000,0.53919,1780.87652,0.00739,0.24390
14.47680,0.54305,1797.58333,0.00750,0.24392
14.50000,0.54420,1802.35468,0.00761,0.24392
14.60000,0.54923,1822.85737,0.00778,0.24395
14.70000,0.55422,1842.78134,0.00790,0.24396
14.80000,0.55921,1864.55976,0.00810,0.24401
14.90000,0.56421,1886.12789,0.00830,0.24403
15.00000,0.56923,1908.46138,0.00840,0.24405
15.10000,0.57424,1931.07259,0.00857,0.24408
15.20000,0.57923,1952.38944,0.00870,0.24410
15.30000,0.58424,1973.71636,0.00898,0.24413
15.40000,0.58923,1994.45002,0.00905,0.24416
15.50000,0.59422,2014.50549,0.00924,0.24419
15.60000,0.59920,2036.58119,0.00936,0.24421
15.65780,0.60211,2046.44166,0.00942,0.24422
15.70000,0.60420,2056.15144,0.00960,0.24424
15.80000,0.60920,2077.75142,0.00974,0.24426
15.90000,0.61423,2099.26385,0.00985,0.24429
16.00000,0.61924,2121.77392,0.01017,0.24431
16.10000,0.62423,2144.03644,0.01025,0.24435
16.20000,0.62919,2164.88969,0.01047,0.24438
16.30000,0.63419,2188.37876,0.01065,0.24440
16.40000,0.63920,2209.22418,0.01080,0.24441
16.50000,0.64422,2230.47100,0.01097,0.24446
16.60000,0.64923,2252.34888,0.01119,0.24447
16.70000,0.65422,2271.59970,0.01133,0.24450
16.80000,0.65923,2294.95838,0.01153,0.24452
16.82280,0.66037,2299.12102,0.01155,0.24452
16.90000,0.66423,2315.21018,0.01169,0.24455
17.00000,0.66922,2338.65697,0.01193,0.24458
17.10000,0.67420,2360.17518,0.01198,0.24461
17.20000,0.67921,2383.64376,0.01225,0.24464
17.30000,0.68423,2407.59961,0.01250,0.24466
17.40000,0.68920,2429.35661,0.01259,0.24469
17.50000,0.69418,2449.69428,0.01275,0.24471
17.60000,0.69918,2471.99349,0.01291,0.24474
17.70000,0.70420,2496.45412,0.01316,0.24477
17.80000,0.70921,2519.24302,0.01336,0.24480
17.90000,0.71423,2541.07360,0.01346,0.24483
17.93580,0.71603,2548.06038,0.01360,0.24485
