Time,Extension,Load,Displacement (Strain 1),Displacement (Strain 2)
(sec),(mm),(N),(mm),(mm)
12.79,1.2
0.00000,0.00009,46.72473,-0.04724,0.09385
0.00180,0.00009,46.75295,-0.04725,0.09385
0.10000,0.00226,50.72579,-0.04702,0.09385
0.20000,0.00670,68.62320,-0.04706,0.09387
0.30000,0.01190,79.42161,-0.04693,0.09389
0.40000,0.01732,89.20394,-0.04701,0.09390
0.50000,0.02270,97.61536,-0.04678,0.09392
0.60000,0.02801,84.13196,-0.04572,0.09399
0.70000,0.03329,89.83314,-0.04570,0.09399
0.80000,0.03850,103.74459,-0.04545,0.09398
0.90000,0.04365,108.36115,-0.04562,0.09397
1.00000,0.04875,117.49659,-0.04567,0.09398
1.10000,0.05380,126.65354,-0.04558,0.09398
1.20000,0.05884,136.34292,-0.04560,0.09400
1.30000,0.06385,146.64670,-0.04558,0.09402
1.40000,0.06888,159.01430,-0.04546,0.09402
1.50000,0.07389,170.61904,-0.04538,0.09404
1.60000,0.07892,181.89745,-0.04526,0.09407
1.70000,0.08396,193.93312,-0.04524,0.09406
1.80000,0.08895,207.05210,-0.04505,0.09409
1.90000,0.09395,218.40865,-0.04499,0.09410
2.00000,0.09892,231.14141,-0.04494,0.09413
2.10000,0.10391,244.10896,-0.04486,0.09413
2.20000,0.10891,259.30265,-0.04474,0.09416
2.30000,0.11392,272.91086,-0.04468,0.09417
2.40000,0.11893,285.93345,-0.04466,0.09418
2.40480,0.11918,286.65299,-0.04467,0.09419
2.50000,0.12391,301.61235,-0.04458,0.09421
2.60000,0.12891,315.69432,-0.04440,0.09422
2.70000,0.13392,330.64671,-0.04426,0.09424
2.80000,0.13892,344.66498,-0.04421,0.09426
2.90000,0.14394,360.35273,-0.04411,0.09428
3.00000,0.14894,374.71782,-0.04413,0.09429
3.10000,0.15394,388.56799,-0.04395,0.09431
3.20000,0.15893,402.88577,-0.04385,0.09432
3.30000,0.16393,418.74424,-0.04376,0.09433
3.40000,0.16893,431.96958,-0.04367,0.09435
3.50000,0.17395,445.77001,-0.04362,0.09437
3.60000,0.17895,458.50994,-0.04349,0.09438
3.70000,0.18397,472.09673,-0.04350,0.09439
3.80000,0.18897,485.80160,-0.04333,0.09441
3.86280,0.19210,494.47110,-0.04330,0.09442
3.90000,0.19334,496.58408,-0.04328,0.09440
4.00000,0.19131,479.53641,-0.04337,0.09439
4.10000,0.18675,463.17168,-0.04352,0.09438
4.20000,0.18119,415.44149,-0.04393,0.09432
4.30000,0.17538,367.60196,-0.04428,0.09428
4.40000,0.16962,318.80559,-0.04453,0.09423
4.50000,0.16398,276.29295,-0.04486,0.09418
4.60000,0.15849,238.61704,-0.04510,0.09414
4.70000,0.15313,203.63806,-0.04541,0.09410
4.80000,0.14787,169.06559,-0.04556,0.09407
4.90000,0.14269,140.59590,-0.04570,0.09404
5.00000,0.13758,119.81232,-0.04579,0.09402
5.10000,0.13251,102.11384,-0.04594,0.09401
5.20000,0.12746,87.72118,-0.04598,0.09400
5.30000,0.12241,81.93124,-0.04568,0.09401
5.40000,0.11735,78.91981,-0.04555,0.09401
5.50000,0.11232,79.03688,-0.04561,0.09401
5.60000,0.10731,72.24176,-0.04567,0.09399
5.70000,0.10231,56.28075,-0.04572,0.09399
5.70080,0.10226,56.09533,-0.04572,0.09399
5.80000,0.10182,57.40682,-0.04562,0.09399
5.90000,0.10565,62.60816,-0.04563,0.09400
6.00000,0.11095,82.38452,-0.04538,0.09400
6.10000,0.11673,80.61258,-0.04555,0.09400
6.20000,0.12254,83.74266,-0.04542,0.09400
6.30000,0.12823,97.15213,-0.04568,0.09401
6.40000,0.13377,124.46800,-0.04575,0.09402
6.50000,0.13918,153.40410,-0.04559,0.09406
6.60000,0.14448,181.89941,-0.04535,0.09408
6.70000,0.14969,209.57272,-0.04515,0.09412
6.80000,0.15483,238.64545,-0.04494,0.09414
6.90000,0.15991,270.89901,-0.04477,0.09418
7.00000,0.16496,307.45156,-0.04449,0.09421
7.10000,0.17001,339.21534,-0.04427,0.09425
7.20000,0.17505,369.54181,-0.04417,0.09428
7.30000,0.18007,399.71219,-0.04396,0.09430
7.40000,0.18510,425.55165,-0.04377,0.09433
7.50000,0.19012,449.58601,-0.04353,0.09437
7.60000,0.19509,473.02544,-0.04347,0.09439
7.70000,0.20006,493.52283,-0.04322,0.09441
7.80000,0.20506,513.34929,-0.04313,0.09442
7.90000,0.21009,532.04382,-0.04299,0.09445
7.91580,0.21090,534.85278,-0.04294,0.09445
8.00000,0.21511,550.02756,-0.04290,0.09445
8.10000,0.22010,567.84004,-0.04273,0.09447
8.20000,0.22509,585.01735,-0.04259,0.09449
8.30000,0.23008,602.33315,-0.04260,0.09450
8.40000,0.23510,619.47787,-0.04245,0.09451
8.50000,0.24011,636.04414,-0.04236,0.09453
8.60000,0.24511,651.50652,-0.04209,0.09455
8.70000,0.25011,668.25543,-0.04202,0.09455
8.80000,0.25510,684.71581,-0.04197,0.09456
8.90000,0.26010,699.96780,-0.04181,0.09458
9.00000,0.26510,716.37668,-0.04172,0.09459
9.10000,0.27010,733.56042,-0.04150,0.09461
9.20000,0.27512,749.03686,-0.04149,0.09462
9.30000,0.28014,766.80547,-0.04133,0.09463
9.40000,0.28516,782.13243,-0.04117,0.09465
9.41580,0.28596,784.59028,-0.04116,0.09465
9.50000,0.29013,798.97158,-0.04105,0.09465
9.60000,0.29509,815.60547,-0.04090,0.09468
9.70000,0.30009,833.05342,-0.04075,0.09469
9.80000,0.30510,850.45705,-0.04068,0.09469
9.90000,0.31010,868.53392,-0.04060,0.09472
10.00000,0.31511,885.57284,-0.04039,0.09474
10.10000,0.32011,903.05367,-0.04023,0.09475
10.20000,0.32511,920.79584,-0.04017,0.09477
10.30000,0.33010,936.41365,-0.04001,0.09478
10.40000,0.33510,955.30003,-0.03990,0.09478
10.50000,0.34010,972.68037,-0.03975,0.09479
10.60000,0.34510,991.19721,-0.03965,0.09481
10.70000,0.35011,1008.52689,-0.03950,0.09485
10.80000,0.35512,1025.34741,-0.03937,0.09485
10.84480,0.35737,1034.10138,-0.03928,0.09485
10.90000,0.36010,1045.13234,-0.03915,0.09487
11.00000,0.36509,1064.29523,-0.03910,0.09488
11.10000,0.37010,1082.13676,-0.03885,0.09489
11.20000,0.37510,1100.56307,-0.03894,0.09491
11.30000,0.38010,1117.75920,-0.03868,0.09492
11.40000,0.38507,1138.26077,-0.03854,0.09494
