Time,Extension,Load,Displacement (Strain 1),Displacement (Strain 2)
(sec),(mm),(N),(mm),(mm)
12.593,1.2143
0.00000,0.00006,57.06605,-0.04646,0.24483
0.00180,0.00006,57.00598,-0.04645,0.24483
0.10000,0.00222,62.43391,-0.04630,0.24483
0.20000,0.00666,79.81900,-0.04625,0.24485
0.30000,0.01186,91.41648,-0.04609,0.24484
0.40000,0.01728,99.30674,-0.04612,0.24484
0.50000,0.02268,107.38671,-0.04607,0.24483
0.60000,0.02799,114.29023,-0.04620,0.24484
0.70000,0.03326,120.89442,-0.04633,0.24484
0.80000,0.03846,125.74587,-0.04677,0.24484
0.90000,0.04361,135.05537,-0.04681,0.24483
1.00000,0.04872,143.76817,-0.04693,0.24484
1.10000,0.05376,152.56573,-0.04687,0.24483
1.20000,0.05880,163.34224,-0.04685,0.24485
1.30000,0.06383,171.13257,-0.04689,0.24487
1.40000,0.06886,183.34733,-0.04687,0.24487
1.50000,0.07387,193.67058,-0.04677,0.24490
1.60000,0.07889,204.22684,-0.04670,0.24491
1.70000,0.08392,215.49305,-0.04669,0.24491
1.80000,0.08893,223.94964,-0.04670,0.24493
1.90000,0.09392,232.74254,-0.04663,0.24494
2.00000,0.09889,244.72773,-0.04664,0.24495
2.10000,0.10388,253.62959,-0.04655,0.24495
2.20000,0.10889,264.22208,-0.04650,0.24496
2.30000,0.11389,275.12917,-0.04645,0.24498
2.40000,0.11888,285.99901,-0.04645,0.24498
2.50000,0.12388,297.34317,-0.04645,0.24500
2.51280,0.12453,298.73354,-0.04642,0.24500
2.60000,0.12889,310.67198,-0.04631,0.24502
2.70000,0.13390,323.26067,-0.04631,0.24503
2.80000,0.13890,336.28512,-0.04612,0.24504
2.90000,0.14391,348.24321,-0.04614,0.24505
3.00000,0.14891,362.79354,-0.04609,0.24506
3.10000,0.15392,375.02199,-0.04591,0.24508
3.20000,0.15890,389.32217,-0.04590,0.24509
3.30000,0.16390,404.12927,-0.04580,0.24510
3.40000,0.16891,418.12556,-0.04574,0.24512
3.50000,0.17392,432.64702,-0.04565,0.24513
3.60000,0.17892,447.67568,-0.04566,0.24515
3.70000,0.18393,461.52715,-0.04546,0.24516
3.80000,0.18894,476.37410,-0.04537,0.24518
3.90000,0.19391,491.40174,-0.04526,0.24520
3.92380,0.19511,494.82584,-0.04528,0.24521
4.00000,0.19605,491.18912,-0.04531,0.24521
4.10000,0.19276,478.64607,-0.04545,0.24519
4.20000,0.18769,448.16853,-0.04563,0.24515
4.30000,0.18197,398.88779,-0.04608,0.24509
4.40000,0.17616,349.10571,-0.04643,0.24505
4.50000,0.17043,306.60518,-0.04676,0.24500
4.60000,0.16485,268.53308,-0.04698,0.24496
4.70000,0.15942,234.21645,-0.04717,0.24492
4.80000,0.15410,202.93342,-0.04746,0.24489
4.90000,0.14887,177.50654,-0.04753,0.24487
5.00000,0.14371,155.04137,-0.04776,0.24483
5.10000,0.13862,134.59735,-0.04792,0.24483
5.20000,0.13355,124.87052,-0.04799,0.24484
5.30000,0.12851,114.84195,-0.04817,0.24485
5.40000,0.12347,107.86476,-0.04803,0.24487
5.50000,0.11842,99.68113,-0.04809,0.24487
5.60000,0.11338,94.02037,-0.04800,0.24487
5.70000,0.10838,88.97083,-0.04786,0.24489
5.80000,0.10340,82.97153,-0.04782,0.24491
5.90000,0.09839,75.11079,-0.04768,0.24491
6.00000,0.09339,66.51226,-0.04772,0.24492
6.03680,0.09153,61.99116,-0.04775,0.24491
6.08480,0.08914,55.27772,-0.04776,0.24491
6.10000,0.08842,52.70364,-0.04778,0.24490
6.20000,0.08919,57.05636,-0.04777,0.24491
6.30000,0.09334,62.90097,-0.04772,0.24492
6.40000,0.09874,85.91954,-0.04756,0.24493
6.50000,0.10454,95.06159,-0.04740,0.24493
6.60000,0.11035,106.32928,-0.04740,0.24492
6.70000,0.11601,114.04287,-0.04732,0.24492
6.80000,0.12152,123.46208,-0.04732,0.24491
6.90000,0.12691,138.30541,-0.04732,0.24490
7.00000,0.13219,159.44913,-0.04714,0.24492
7.10000,0.13738,179.67094,-0.04703,0.24493
7.20000,0.14252,202.91405,-0.04689,0.24495
7.30000,0.14762,225.12497,-0.04676,0.24496
7.40000,0.15269,247.59825,-0.04666,0.24497
7.50000,0.15772,270.43782,-0.04656,0.24499
7.60000,0.16275,297.06908,-0.04646,0.24500
7.60980,0.16325,299.70650,-0.04643,0.24501
7.70000,0.16777,324.05788,-0.04630,0.24502
7.80000,0.17278,350.35862,-0.04607,0.24505
7.90000,0.17779,376.41218,-0.04605,0.24507
8.00000,0.18281,400.53539,-0.04591,0.24510
8.10000,0.18781,423.17379,-0.04572,0.24513
8.20000,0.19280,446.41308,-0.04567,0.24516
8.30000,0.19778,468.36194,-0.04550,0.24518
8.40000,0.20277,489.40564,-0.04528,0.24519
8.50000,0.20777,510.83658,-0.04519,0.24523
8.60000,0.21280,530.65270,-0.04505,0.24525
8.70000,0.21780,549.91636,-0.04491,0.24527
8.70280,0.21795,550.49649,-0.04491,0.24527
8.80000,0.22279,569.55880,-0.04476,0.24529
8.90000,0.22777,589.48873,-0.04463,0.24532
9.00000,0.23278,606.10902,-0.04462,0.24534
9.10000,0.23780,625.79727,-0.04435,0.24536
9.20000,0.24279,643.45561,-0.04435,0.24539
9.30000,0.24780,661.83796,-0.04417,0.24541
9.40000,0.25280,678.44447,-0.04405,0.24543
9.50000,0.25780,696.88763,-0.04389,0.24545
9.60000,0.26280,715.24065,-0.04376,0.24548
9.70000,0.26780,731.46075,-0.04363,0.24549
9.80000,0.27280,749.41926,-0.04350,0.24552
9.90000,0.27782,768.14862,-0.04332,0.24554
10.00000,0.28285,785.90428,-0.04326,0.24556
10.05980,0.28585,795.86422,-0.04314,0.24557
10.10000,0.28784,802.67452,-0.04309,0.24558
10.20000,0.29280,820.77952,-0.04298,0.24561
10.30000,0.29778,841.01334,-0.04278,0.24563
10.40000,0.30279,858.86354,-0.04267,0.24565
10.50000,0.30780,877.10759,-0.04257,0.24566
10.60000,0.31280,896.06158,-0.04239,0.24568
10.70000,0.31780,914.75612,-0.04229,0.24571
10.80000,0.32280,932.05487,-0.04218,0.24573
10.90000,0.32781,950.29948,-0.04203,0.24576
11.00000,0.33281,969.25152,-0.04182,0.24577
11.10000,0.33778,988.53502,-0.04175,0.24580
11.20000,0.34277,1006.16859,-0.04162,0.24582
11.30000,0.34779,1026.38779,-0.04147,0.24584
11.40000,0.35281,1044.31966,-0.04141,0.24587
11.41880,0.35376,1048.30954,-0.04139,0.24588
11.50000,0.35781,1064.26748,-0.04115,0.24589
11.60000,0.36279,1086.04003,-0.04101,0.24590
11.70000,0.36779,1104.77516,-0.04088,0.24594
11.80000,0.37279,1123.92502,-0.04076,0.24596
11.90000,0.37779,1143.33294,-0.04053,0.24598
12.00000,0.38278,1163.29826,-0.04047,0.24599
12.10000,0.38775,1181.99326,-0.04032,0.24602
12.20000,0.39276,1202.77451,-0.04021,0.24604
12.30000,0.39779,1222.87907,-0.04006,0.24607
12.40000,0.40280,1241.55805,-0.03990,0.24609
12.50000,0.40780,1259.65187,-0.03969,0.24611
12.60000,0.41281,1279.26813,-0.03956,0.24614
12.70000,0.41783,1297.69510,-0.03937,0.24616
12.70280,0.41797,1298.42144,-0.03937,0.24616
12.80000,0.42282,1318.72278,-0.03935,0.24619
12.90000,0.42781,1338.34193,-0.03918,0.24621
13.00000,0.43278,1358.74925,-0.03905,0.24623
13.10000,0.43779,1381.27171,-0.03888,0.24625
13.20000,0.44278,1401.02161,-0.03872,0.24629
