Time,Extension,Load,Displacement (Strain 1),Displacement (Strain 2)
(sec),(mm),(N),(mm),(mm)
12.817,1.214
0.00000,0.00011,48.76545,-0.03742,0.09711
0.00180,0.00011,48.81881,-0.03742,0.09710
0.10000,0.00227,54.02490,-0.03729,0.09711
0.20000,0.00672,65.87096,-0.03712,0.09713
0.30000,0.01192,76.41632,-0.03721,0.09716
0.40000,0.01733,84.27240,-0.03713,0.09714
0.50000,0.02272,88.88692,-0.03721,0.09713
0.60000,0.02805,91.37364,-0.03723,0.09711
0.70000,0.03332,91.73099,-0.03733,0.09712
0.80000,0.03852,96.88158,-0.03747,0.09713
0.90000,0.04367,103.78677,-0.03735,0.09715
1.00000,0.04877,109.57466,-0.03734,0.09716
1.10000,0.05383,117.58544,-0.03724,0.09717
1.20000,0.05887,127.05820,-0.03713,0.09720
1.30000,0.06388,135.07856,-0.03707,0.09721
1.40000,0.06891,143.97837,-0.03710,0.09724
1.50000,0.07393,153.15954,-0.03706,0.09726
1.60000,0.07896,161.96920,-0.03699,0.09727
1.70000,0.08398,170.75269,-0.03710,0.09729
1.80000,0.08898,181.04035,-0.03697,0.09731
1.90000,0.09398,189.62231,-0.03692,0.09732
2.00000,0.09896,199.92609,-0.03689,0.09734
2.10000,0.10394,211.37940,-0.03680,0.09736
2.20000,0.10895,221.85044,-0.03676,0.09738
2.30000,0.11395,232.61802,-0.03666,0.09741
2.40000,0.11895,243.00395,-0.03663,0.09742
2.50000,0.12394,253.57977,-0.03657,0.09745
2.60000,0.12895,264.40686,-0.03659,0.09746
2.70000,0.13396,274.92885,-0.03646,0.09747
2.80000,0.13895,286.89820,-0.03635,0.09749
2.82480,0.14021,290.24286,-0.03633,0.09750
2.90000,0.14396,298.46178,-0.03634,0.09751
3.00000,0.14898,310.29787,-0.03621,0.09754
3.10000,0.15399,322.56227,-0.03611,0.09755
3.20000,0.15897,336.21378,-0.03603,0.09756
3.30000,0.16396,348.90799,-0.03595,0.09759
3.40000,0.16897,362.31773,-0.03592,0.09761
3.50000,0.17398,375.47136,-0.03587,0.09763
3.60000,0.17899,390.48875,-0.03572,0.09766
3.70000,0.18400,403.97746,-0.03560,0.09768
3.80000,0.18900,418.96962,-0.03549,0.09770
3.90000,0.19398,432.71827,-0.03542,0.09771
4.00000,0.19895,446.12596,-0.03541,0.09774
4.10000,0.20394,460.32583,-0.03525,0.09776
4.20000,0.20894,475.12436,-0.03507,0.09779
4.30000,0.21396,489.73644,-0.03499,0.09780
4.35780,0.21687,497.30446,-0.03492,0.09781
4.40000,0.21815,500.73704,-0.03496,0.09782
4.50000,0.21593,486.04058,-0.03504,0.09781
4.60000,0.21130,465.93640,-0.03524,0.09777
4.70000,0.20570,417.00713,-0.03550,0.09771
4.80000,0.19987,369.78927,-0.03587,0.09765
4.90000,0.19409,325.43000,-0.03627,0.09758
5.00000,0.18847,286.60744,-0.03639,0.09753
5.10000,0.18300,253.28863,-0.03663,0.09748
5.20000,0.17765,223.30517,-0.03685,0.09743
5.30000,0.17242,197.37780,-0.03702,0.09739
5.40000,0.16726,171.45695,-0.03719,0.09737
5.50000,0.16213,149.34763,-0.03734,0.09732
5.60000,0.15704,131.22363,-0.03755,0.09730
5.70000,0.15197,114.00385,-0.03760,0.09725
5.80000,0.14694,101.99770,-0.03770,0.09722
5.90000,0.14191,94.07140,-0.03768,0.09717
6.00000,0.13690,87.19442,-0.03763,0.09715
6.10000,0.13190,85.02249,-0.03748,0.09716
6.20000,0.12689,83.88273,-0.03718,0.09717
6.30000,0.12188,77.62369,-0.03705,0.09716
6.40000,0.11686,63.95951,-0.03717,0.09714
6.42280,0.11570,60.61438,-0.03717,0.09713
6.50000,0.11474,60.58356,-0.03705,0.09714
6.60000,0.11807,65.89396,-0.03702,0.09713
6.70000,0.12315,86.22389,-0.03681,0.09717
6.80000,0.12887,95.81996,-0.03682,0.09718
6.90000,0.13471,103.23022,-0.03681,0.09721
7.00000,0.14043,116.92150,-0.03671,0.09723
7.10000,0.14602,127.70267,-0.03680,0.09727
7.20000,0.15147,140.12568,-0.03698,0.09730
7.30000,0.15678,156.31439,-0.03713,0.09734
7.40000,0.16198,178.24490,-0.03703,0.09736
7.50000,0.16713,200.39445,-0.03699,0.09740
7.60000,0.17225,225.36740,-0.03673,0.09743
7.70000,0.17733,253.62596,-0.03652,0.09746
7.80000,0.18238,281.71167,-0.03636,0.09750
7.90000,0.18741,313.84844,-0.03608,0.09753
8.00000,0.19243,343.78655,-0.03599,0.09759
8.10000,0.19742,373.42133,-0.03578,0.09762
8.20000,0.20241,395.59221,-0.03561,0.09767
8.30000,0.20742,418.95518,-0.03537,0.09769
8.40000,0.21244,440.32047,-0.03523,0.09772
8.50000,0.21745,464.06407,-0.03505,0.09774
8.60000,0.22244,484.43833,-0.03496,0.09777
8.70000,0.22743,506.18565,-0.03473,0.09781
8.80000,0.23242,525.42090,-0.03467,0.09783
8.87280,0.23609,538.48168,-0.03455,0.09785
8.90000,0.23745,544.03106,-0.03453,0.09787
9.00000,0.24245,562.04675,-0.03438,0.09789
9.10000,0.24746,580.48749,-0.03426,0.09792
9.20000,0.25245,598.30649,-0.03408,0.09793
9.30000,0.25745,615.45419,-0.03402,0.09796
9.40000,0.26245,632.48137,-0.03385,0.09799
9.50000,0.26745,648.43660,-0.03375,0.09803
9.60000,0.27246,666.63865,-0.03366,0.09805
9.70000,0.27747,683.39435,-0.03353,0.09807
9.80000,0.28249,699.76896,-0.03340,0.09811
9.90000,0.28749,717.14679,-0.03327,0.09813
10.00000,0.29246,732.69578,-0.03320,0.09815
10.10000,0.29745,749.94657,-0.03307,0.09819
10.20000,0.30244,767.05692,-0.03287,0.09821
10.30000,0.30744,784.57212,-0.03278,0.09823
10.31780,0.30834,787.37773,-0.03278,0.09823
10.40000,0.31245,801.50338,-0.03264,0.09824
10.50000,0.31746,819.52857,-0.03245,0.09828
10.60000,0.32245,837.71767,-0.03231,0.09830
10.70000,0.32744,854.63943,-0.03221,0.09833
