Time,Extension,Load,Displacement (Strain 1),Displacement (Strain 2)
(sec),(mm),(N),(mm),(mm)
12.48, 1.201
0.00000,0.00003,143.25399,-0.24217,0.42130
0.00180,0.00003,143.21096,-0.24216,0.42130
0.10000,0.00219,145.72944,-0.24199,0.42131
0.20000,0.00664,168.82392,-0.24185,0.42134
0.30000,0.01180,196.60015,-0.24171,0.42137
0.40000,0.01721,216.90764,-0.24177,0.42135
0.50000,0.02262,240.50698,-0.24172,0.42136
0.60000,0.02797,264.26399,-0.24162,0.42139
0.70000,0.03325,279.06690,-0.24158,0.42140
0.80000,0.03844,292.33806,-0.24159,0.42140
0.90000,0.04357,303.30764,-0.24156,0.42142
1.00000,0.04866,317.44838,-0.24141,0.42143
1.10000,0.05371,331.13072,-0.24140,0.42145
1.20000,0.05876,343.48937,-0.24135,0.42146
1.30000,0.06381,357.70880,-0.24132,0.42147
1.40000,0.06886,369.90009,-0.24124,0.42150
1.50000,0.07384,384.10071,-0.24117,0.42152
1.51980,0.07483,386.09123,-0.24111,0.42152
1.60000,0.07879,397.60312,-0.24104,0.42154
1.70000,0.08376,410.74743,-0.24098,0.42154
1.80000,0.08879,426.14965,-0.24092,0.42157
1.90000,0.09384,440.56196,-0.24076,0.42158
2.00000,0.09888,454.56309,-0.24069,0.42161
2.10000,0.10388,468.36408,-0.24057,0.42163
2.20000,0.10887,483.68573,-0.24051,0.42165
2.28180,0.11297,495.61681,-0.24043,0.42166
2.30000,0.11382,498.39076,-0.24041,0.42167
2.40000,0.11287,485.15443,-0.24051,0.42165
2.50000,0.10869,473.59280,-0.24060,0.42164
2.60000,0.10323,430.64775,-0.24091,0.42158
2.70000,0.09742,383.90933,-0.24119,0.42151
2.80000,0.09166,336.27599,-0.24168,0.42146
2.90000,0.08602,297.12711,-0.24192,0.42141
3.00000,0.08045,264.52783,-0.24207,0.42136
3.10000,0.07504,240.81329,-0.24192,0.42136
3.20000,0.06977,220.80531,-0.24193,0.42138
3.30000,0.06458,201.82673,-0.24171,0.42138
3.40000,0.05945,182.29019,-0.24174,0.42137
3.50000,0.05436,159.40452,-0.24192,0.42134
3.54080,0.05228,150.75579,-0.24206,0.42131
3.60000,0.04930,138.91840,-0.24204,0.42131
3.70000,0.04427,120.53177,-0.24223,0.42127
3.80000,0.03926,102.86234,-0.24241,0.42124
3.90000,0.03423,84.53196,-0.24249,0.42121
4.00000,0.02921,69.08616,-0.24266,0.42117
4.09980,0.02421,57.16151,-0.24272,0.42116
4.10000,0.02421,57.16151,-0.24272,0.42116
4.20000,0.02379,58.61837,-0.24270,0.42116
4.30000,0.02765,63.43070,-0.24263,0.42116
4.40000,0.03294,88.56198,-0.24249,0.42120
4.50000,0.03871,105.29375,-0.24241,0.42123
4.60000,0.04451,127.04572,-0.24221,0.42126
4.70000,0.05020,149.85893,-0.24205,0.42130
4.80000,0.05574,175.83789,-0.24179,0.42133
4.90000,0.06115,201.69523,-0.24170,0.42138
5.00000,0.06647,219.12325,-0.24174,0.42137
5.10000,0.07165,241.53013,-0.24172,0.42137
5.20000,0.07675,264.57496,-0.24176,0.42137
5.30000,0.08179,289.44444,-0.24164,0.42139
5.40000,0.08685,317.23268,-0.24153,0.42142
5.50000,0.09194,346.83524,-0.24147,0.42146
5.60000,0.09702,378.33899,-0.24123,0.42148
5.63080,0.09859,386.63093,-0.24117,0.42151
5.70000,0.10205,405.68775,-0.24100,0.42153
5.80000,0.10706,429.14413,-0.24089,0.42156
5.90000,0.11206,451.30784,-0.24070,0.42159
6.00000,0.11705,473.92063,-0.24059,0.42162
6.10000,0.12204,494.40879,-0.24050,0.42165
6.20000,0.12706,513.90668,-0.24034,0.42167
6.30000,0.13208,533.18255,-0.24019,0.42170
6.40000,0.13708,552.13310,-0.24009,0.42172
6.50000,0.14206,568.32517,-0.23992,0.42176
6.60000,0.14703,586.97164,-0.23975,0.42178
6.70000,0.15205,604.84307,-0.23968,0.42180
6.80000,0.15707,622.55599,-0.23961,0.42182
6.89480,0.16183,638.37720,-0.23945,0.42183
6.90000,0.16208,639.31569,-0.23945,0.42183
7.00000,0.16710,656.03182,-0.23935,0.42188
7.10000,0.17209,673.99479,-0.23921,0.42188
7.20000,0.17709,691.61477,-0.23908,0.42192
7.30000,0.18208,707.74751,-0.23900,0.42194
7.40000,0.18706,725.03509,-0.23888,0.42198
7.50000,0.19206,742.49459,-0.23873,0.42200
7.60000,0.19707,760.74135,-0.23859,0.42202
7.70000,0.20207,776.95008,-0.23848,0.42204
7.80000,0.20706,796.43698,-0.23840,0.42207
7.90000,0.21206,812.20316,-0.23820,0.42209
8.00000,0.21706,830.16865,-0.23809,0.42212
8.10000,0.22206,848.07286,-0.23799,0.42215
8.20000,0.22706,866.24688,-0.23779,0.42216
8.30000,0.23208,884.05963,-0.23765,0.42219
8.32980,0.23359,889.13068,-0.23761,0.42220
8.40000,0.23708,901.79453,-0.23757,0.42222
8.50000,0.24208,918.53561,-0.23747,0.42224
8.60000,0.24706,938.26121,-0.23726,0.42227
8.70000,0.25206,954.40103,-0.23715,0.42229
8.80000,0.25707,972.41635,-0.23700,0.42233
8.90000,0.26210,989.82370,-0.23681,0.42235
9.00000,0.26710,1009.01136,-0.23672,0.42237
9.10000,0.27207,1027.41318,-0.23649,0.42239
9.20000,0.27706,1045.75697,-0.23640,0.42243
9.30000,0.28204,1063.97318,-0.23622,0.42245
9.40000,0.28704,1083.52657,-0.23606,0.42248
9.50000,0.29204,1102.33948,-0.23590,0.42251
9.60000,0.29705,1121.49110,-0.23582,0.42253
9.68180,0.30117,1136.52833,-0.23566,0.42256
9.70000,0.30207,1140.76855,-0.23570,0.42257
9.80000,0.30707,1158.33292,-0.23550,0.42259
9.90000,0.31207,1177.34764,-0.23529,0.42261
