Time,Extension,Load,Displacement (Strain 1),Displacement (Strain 2)
(sec),(mm),(N),(mm),(mm)
12.571,1.203
0.00000,0.00001,72.89276,-0.05309,0.36227
0.00180,0.00001,72.86230,-0.05310,0.36227
0.10000,0.00216,78.23193,-0.05295,0.36229
0.20000,0.00660,96.19696,-0.05292,0.36233
0.30000,0.01180,113.77325,-0.05287,0.36233
0.40000,0.01722,124.02814,-0.05288,0.36232
0.50000,0.02260,138.06457,-0.05287,0.36232
0.60000,0.02792,151.69717,-0.05277,0.36232
0.70000,0.03320,161.69166,-0.05275,0.36232
0.80000,0.03842,171.22300,-0.05281,0.36234
0.90000,0.04357,183.40182,-0.05268,0.36235
1.00000,0.04867,193.07155,-0.05264,0.36238
1.10000,0.05373,204.88854,-0.05256,0.36240
1.20000,0.05877,216.40072,-0.05246,0.36240
1.30000,0.06377,227.38287,-0.05242,0.36242
1.40000,0.06880,238.79604,-0.05234,0.36244
1.50000,0.07381,251.39544,-0.05221,0.36245
1.60000,0.07885,263.32894,-0.05216,0.36247
1.70000,0.08388,275.26012,-0.05209,0.36247
1.80000,0.08887,288.34129,-0.05204,0.36249
1.90000,0.09387,299.22556,-0.05190,0.36250
2.00000,0.09882,312.28457,-0.05193,0.36252
2.03080,0.10037,316.20720,-0.05193,0.36251
2.10000,0.10382,325.55629,-0.05181,0.36252
2.20000,0.10883,337.47293,-0.05189,0.36253
2.30000,0.11384,349.50683,-0.05176,0.36253
2.40000,0.11884,361.84257,-0.05170,0.36254
2.50000,0.12382,374.76234,-0.05167,0.36254
2.60000,0.12883,388.22256,-0.05160,0.36256
2.70000,0.13386,402.08902,-0.05149,0.36256
2.80000,0.13886,414.33712,-0.05147,0.36257
2.90000,0.14386,427.09904,-0.05145,0.36257
3.00000,0.14886,440.34068,-0.05135,0.36261
3.10000,0.15387,453.73421,-0.05125,0.36260
3.20000,0.15885,467.82149,-0.05119,0.36261
3.30000,0.16384,480.79835,-0.05117,0.36262
3.40000,0.16885,495.67828,-0.05106,0.36263
3.40880,0.16929,496.96742,-0.05102,0.36264
3.50000,0.16990,488.20814,-0.05111,0.36262
3.60000,0.16626,477.03702,-0.05137,0.36258
3.70000,0.16106,440.61746,-0.05158,0.36252
3.80000,0.15529,390.15682,-0.05196,0.36246
3.90000,0.14946,340.92320,-0.05231,0.36241
4.00000,0.14375,296.19215,-0.05262,0.36236
