Time,Extension,Load,Displacement (Strain 1),Displacement (Strain 2)
(sec),(mm),(N),(mm),(mm)
12.638,1.204
0.00000,0.00001,90.33522,0.06642,0.26218
0.00180,0.00001,90.23678,0.06642,0.26218
0.10000,0.00215,95.56375,0.06647,0.26219
0.20000,0.00660,113.09683,0.06660,0.26221
0.30000,0.01180,125.18037,0.06670,0.26220
0.40000,0.01723,139.37121,0.06682,0.26220
0.50000,0.02261,150.81745,0.06680,0.26218
0.60000,0.02792,164.51431,0.06689,0.26218
0.70000,0.03320,180.00230,0.06700,0.26219
0.80000,0.03841,193.05609,0.06706,0.26221
0.90000,0.04357,204.96044,0.06713,0.26222
1.00000,0.04866,216.96417,0.06719,0.26225
1.10000,0.05372,227.49947,0.06718,0.26224
1.20000,0.05876,239.25314,0.06724,0.26226
1.30000,0.06377,249.06183,0.06733,0.26226
1.40000,0.06880,261.44600,0.06749,0.26228
1.50000,0.07382,271.95411,0.06743,0.26229
1.60000,0.07884,283.55075,0.06754,0.26229
1.70000,0.08387,297.79058,0.06762,0.26232
1.80000,0.08887,309.62285,0.06771,0.26234
1.90000,0.09387,320.19857,0.06775,0.26234
2.00000,0.09884,333.84366,0.06789,0.26233
2.01280,0.09949,335.42188,0.06789,0.26233
2.10000,0.10383,346.09642,0.06787,0.26236
2.20000,0.10883,359.03500,0.06806,0.26238
2.30000,0.11384,372.31101,0.06813,0.26239
2.40000,0.11884,385.43437,0.06815,0.26240
2.50000,0.12382,398.29034,0.06828,0.26242
2.60000,0.12882,412.66745,0.06833,0.26241
2.70000,0.13385,426.90886,0.06841,0.26245
2.80000,0.13885,439.72703,0.06853,0.26246
2.90000,0.14386,452.99819,0.06859,0.26246
3.00000,0.14887,467.90922,0.06877,0.26248
3.10000,0.15387,481.70881,0.06887,0.26251
3.20000,0.15886,495.09620,0.06892,0.26251
3.20280,0.15900,495.57332,0.06893,0.26251
3.30000,0.15948,487.04995,0.06886,0.26251
3.40000,0.15570,474.94089,0.06886,0.26250
3.50000,0.15044,436.48928,0.06855,0.26245
3.60000,0.14467,387.79285,0.06809,0.26240
3.70000,0.13885,339.87770,0.06780,0.26235
