Time,Extension,Load,Displacement (Strain 1),Displacement (Strain 2)
(sec),(mm),(N),(mm),(mm)
12.674,1.202
0.00000,0.00006,106.53250,0.02858,0.26655
0.00180,0.00006,106.60701,0.02857,0.26655
0.10000,0.00222,112.64989,0.02872,0.26657
0.20000,0.00667,132.96381,0.02883,0.26658
0.30000,0.01187,136.43280,0.02869,0.26653
0.40000,0.01729,148.35689,0.02877,0.26656
0.50000,0.02267,161.95979,0.02887,0.26657
0.60000,0.02798,174.46447,0.02900,0.26657
0.70000,0.03325,189.59856,0.02909,0.26658
0.80000,0.03846,201.42384,0.02908,0.26660
0.90000,0.04361,211.09907,0.02914,0.26660
1.00000,0.04871,220.09388,0.02923,0.26661
1.10000,0.05376,233.04420,0.02920,0.26662
1.20000,0.05880,244.78175,0.02929,0.26663
1.30000,0.06383,257.88099,0.02935,0.26666
1.40000,0.06886,270.51698,0.02953,0.26667
1.50000,0.07387,284.28109,0.02955,0.26669
1.60000,0.07889,295.40984,0.02960,0.26671
1.70000,0.08392,309.19975,0.02960,0.26673
1.80000,0.08893,323.20311,0.02968,0.26674
1.90000,0.09393,336.77453,0.02981,0.26676
1.95980,0.09691,343.03237,0.02980,0.26677
2.00000,0.09889,348.16675,0.02988,0.26676
2.10000,0.10388,362.26986,0.02995,0.26678
2.20000,0.10889,375.86931,0.03006,0.26681
2.30000,0.11390,388.03704,0.03008,0.26683
2.40000,0.11890,401.26620,0.03019,0.26683
2.50000,0.12388,415.09243,0.03029,0.26686
2.60000,0.12888,426.46229,0.03029,0.26687
2.70000,0.13390,441.12252,0.03038,0.26688
2.80000,0.13890,453.76774,0.03051,0.26691
2.90000,0.14390,467.02111,0.03061,0.26693
3.00000,0.14891,481.57005,0.03073,0.26694
3.09680,0.15377,494.27710,0.03077,0.26695
3.10000,0.15392,494.81960,0.03078,0.26695
3.20000,0.15409,485.37152,0.03074,0.26695
3.30000,0.15017,472.20849,0.03063,0.26693
3.40000,0.14484,430.41818,0.03034,0.26685
3.50000,0.13906,381.81692,0.03007,0.26681
3.60000,0.13326,335.10840,0.02977,0.26675
3.70000,0.12757,290.32594,0.02936,0.26670
3.80000,0.12201,250.61015,0.02913,0.26665
3.90000,0.11659,222.91020,0.02902,0.26659
4.00000,0.11129,204.41795,0.02901,0.26660
4.10000,0.10611,183.08666,0.02888,0.26659
4.20000,0.10097,167.48318,0.02881,0.26659
4.30000,0.09586,149.07084,0.02873,0.26659
4.40000,0.09081,133.15333,0.02864,0.26660
4.50000,0.08579,119.16589,0.02845,0.26662
4.54980,0.08328,110.93654,0.02842,0.26664
4.60000,0.08077,103.52684,0.02837,0.26665
4.70000,0.07574,87.10409,0.02831,0.26666
4.80000,0.07072,79.44489,0.02831,0.26670
4.90000,0.06572,64.02424,0.02824,0.26668
4.95780,0.06282,54.06337,0.02815,0.26667
5.00000,0.06154,49.86348,0.02815,0.26666
5.10000,0.06376,57.94019,0.02817,0.26666
5.20000,0.06840,74.03167,0.02828,0.26666
5.30000,0.07397,106.07941,0.02850,0.26668
5.40000,0.07982,126.02182,0.02867,0.26666
5.50000,0.08560,138.55817,0.02881,0.26664
5.60000,0.09124,152.72237,0.02877,0.26664
5.70000,0.09670,167.38633,0.02895,0.26663
5.80000,0.10202,189.34263,0.02900,0.26666
5.90000,0.10727,203.50451,0.02905,0.26669
6.00000,0.11246,225.17722,0.02920,0.26670
6.10000,0.11757,251.14128,0.02931,0.26671
6.20000,0.12263,277.74787,0.02949,0.26676
6.30000,0.12768,310.51785,0.02966,0.26679
6.40000,0.13273,343.81784,0.02989,0.26681
6.40380,0.13294,345.38545,0.02991,0.26681
6.50000,0.13776,376.27993,0.03008,0.26685
6.60000,0.14278,405.72044,0.03028,0.26689
6.70000,0.14780,429.91675,0.03042,0.26692
6.80000,0.15283,453.77687,0.03053,0.26694
6.90000,0.15782,475.66621,0.03068,0.26697
7.00000,0.16282,497.38279,0.03086,0.26699
7.10000,0.16781,516.54195,0.03096,0.26701
7.20000,0.17282,536.21158,0.03118,0.26704
7.30000,0.17782,555.39338,0.03128,0.26707
7.40000,0.18284,573.24776,0.03141,0.26710
7.50000,0.18785,590.55034,0.03147,0.26713
7.53980,0.18985,598.18681,0.03155,0.26713
7.60000,0.19284,607.61841,0.03163,0.26712
7.70000,0.19781,623.98221,0.03170,0.26715
7.80000,0.20280,641.95609,0.03189,0.26718
7.90000,0.20780,658.15141,0.03200,0.26719
8.00000,0.21282,675.66838,0.03210,0.26721
8.10000,0.21782,691.13616,0.03220,0.26724
8.20000,0.22282,708.45624,0.03233,0.26725
8.30000,0.22780,723.94973,0.03251,0.26727
8.40000,0.23280,740.58697,0.03264,0.26729
8.50000,0.23783,757.56209,0.03270,0.26731
8.60000,0.24282,774.06084,0.03290,0.26734
8.70000,0.24781,790.57598,0.03297,0.26736
8.80000,0.25282,806.98263,0.03309,0.26738
8.90000,0.25783,825.55152,0.03328,0.26741
9.00000,0.26282,842.41265,0.03329,0.26742
9.02380,0.26402,846.33892,0.03335,0.26742
9.10000,0.26782,859.36384,0.03346,0.26744
9.20000,0.27282,879.21554,0.03365,0.26745
9.30000,0.27783,897.61764,0.03377,0.26749
9.40000,0.28287,914.52328,0.03384,0.26750
9.50000,0.28785,930.44648,0.03402,0.26753
9.60000,0.29282,947.63059,0.03414,0.26754
9.70000,0.29780,965.60484,0.03426,0.26757
9.80000,0.30281,983.91185,0.03441,0.26758
9.90000,0.30782,1002.93923,0.03458,0.26761
10.00000,0.31282,1020.29061,0.03471,0.26763
10.10000,0.31783,1037.30075,0.03488,0.26766
10.20000,0.32282,1056.67356,0.03496,0.26769
10.30000,0.32781,1075.43692,0.03509,0.26771
10.37780,0.33172,1089.91833,0.03531,0.26773
10.40000,0.33283,1096.10781,0.03533,0.26772
10.50000,0.33782,1113.33784,0.03536,0.26775
10.60000,0.34280,1134.03872,0.03549,0.26777
10.70000,0.34782,1152.36761,0.03562,0.26780
10.80000,0.35283,1170.99313,0.03585,0.26782
10.90000,0.35782,1191.18840,0.03605,0.26783
11.00000,0.36280,1209.65298,0.03611,0.26786
11.10000,0.36781,1229.51819,0.03631,0.26788
11.20000,0.37282,1248.07023,0.03641,0.26792
11.30000,0.37782,1266.00321,0.03658,0.26793
11.40000,0.38281,1284.04284,0.03670,0.26797
11.50000,0.38777,1304.49906,0.03691,0.26799
11.60000,0.39278,1322.45999,0.03698,0.26802
11.70000,0.39782,1344.78174,0.03719,0.26803
11.71180,0.39842,1346.97054,0.03723,0.26804
11.80000,0.40283,1364.70608,0.03732,0.26806
11.90000,0.40782,1386.33065,0.03744,0.26807
12.00000,0.41284,1405.72926,0.03760,0.26811
12.10000,0.41785,1424.81094,0.03772,0.26813
12.20000,0.42283,1444.61486,0.03789,0.26814
12.30000,0.42783,1464.94713,0.03801,0.26818
12.40000,0.43280,1484.90462,0.03819,0.26820
12.50000,0.43780,1504.11371,0.03839,0.26823
