Time,Extension,Load,Displacement (Strain 1),Displacement (Strain 2)
(sec),(mm),(N),(mm),(mm)
12.644,1.201
0.00000,0.00006,94.14023,-0.05961,0.24338
0.00180,0.00006,94.21650,-0.05962,0.24338
0.10000,0.00222,98.30305,-0.05956,0.24338
0.20000,0.00668,106.68421,-0.05967,0.24339
0.30000,0.01189,115.50067,-0.05975,0.24337
0.40000,0.01730,124.38465,-0.05979,0.24338
0.50000,0.02268,140.63464,-0.05976,0.24340
0.60000,0.02800,153.29244,-0.05979,0.24341
0.70000,0.03326,167.30092,-0.05985,0.24344
0.80000,0.03847,179.95816,-0.05976,0.24347
0.90000,0.04361,192.36198,-0.05974,0.24349
1.00000,0.04871,204.69315,-0.05963,0.24350
1.10000,0.05378,216.15596,-0.05958,0.24353
1.20000,0.05880,226.66687,-0.05953,0.24356
1.30000,0.06382,238.95837,-0.05948,0.24359
1.40000,0.06885,249.54164,-0.05947,0.24361
1.50000,0.07386,260.20929,-0.05937,0.24364
1.60000,0.07890,272.78448,-0.05935,0.24366
1.70000,0.08392,284.75095,-0.05936,0.24369
1.80000,0.08892,295.73608,-0.05938,0.24372
1.90000,0.09392,306.12610,-0.05939,0.24374
2.00000,0.09889,318.13690,-0.05941,0.24375
2.10000,0.10389,328.53717,-0.05930,0.24378
2.19280,0.10854,340.06760,-0.05919,0.24380
2.20000,0.10889,340.66718,-0.05918,0.24380
2.30000,0.11389,351.80245,-0.05924,0.24382
2.40000,0.11888,364.31188,-0.05904,0.24385
2.50000,0.12388,376.48911,-0.05907,0.24386
2.60000,0.12889,391.00498,-0.05896,0.24388
2.70000,0.13391,404.36182,-0.05891,0.24391
2.80000,0.13890,417.72369,-0.05883,0.24392
2.90000,0.14389,430.45310,-0.05880,0.24395
3.00000,0.14891,444.00552,-0.05868,0.24396
3.10000,0.15393,457.30006,-0.05857,0.24399
3.20000,0.15891,472.93548,-0.05850,0.24402
3.30000,0.16390,486.54303,-0.05839,0.24404
3.35880,0.16685,494.86468,-0.05837,0.24404
3.40000,0.16812,497.20500,-0.05839,0.24405
3.50000,0.16593,482.26966,-0.05851,0.24404
3.60000,0.16132,461.10218,-0.05856,0.24401
3.70000,0.15575,412.03834,-0.05895,0.24396
3.80000,0.14992,363.28426,-0.05930,0.24389
3.90000,0.14415,316.90756,-0.05968,0.24383
4.00000,0.13850,276.02324,-0.05991,0.24378
4.10000,0.13302,241.34209,-0.06014,0.24372
4.20000,0.12769,211.11295,-0.06041,0.24367
4.30000,0.12243,185.17319,-0.06046,0.24366
4.40000,0.11723,162.28259,-0.06064,0.24361
4.50000,0.11208,148.13440,-0.06048,0.24354
4.60000,0.10700,134.04246,-0.06035,0.24350
4.70000,0.10197,120.98253,-0.06022,0.24347
4.80000,0.09694,107.78895,-0.06023,0.24344
4.86180,0.09382,100.56328,-0.05998,0.24345
4.90000,0.09191,96.13987,-0.06007,0.24343
5.00000,0.08690,89.28757,-0.06000,0.24340
5.10000,0.08190,85.66752,-0.05988,0.24339
5.20000,0.07690,78.28856,-0.05977,0.24339
5.30000,0.07189,61.60466,-0.05976,0.24335
5.32880,0.07044,57.71630,-0.05984,0.24335
5.40000,0.06939,55.08605,-0.05981,0.24336
5.50000,0.07254,60.63888,-0.05979,0.24335
5.60000,0.07757,83.00701,-0.05964,0.24338
5.70000,0.08330,98.22352,-0.05962,0.24339
5.80000,0.08912,108.86900,-0.05976,0.24338
5.90000,0.09485,119.31807,-0.05977,0.24341
6.00000,0.10042,132.08576,-0.05983,0.24342
