Time,Extension,Load,Displacement (Strain 1),Displacement (Strain 2)
(sec),(mm),(N),(mm),(mm)
12.67,1.206
0.00000,0.00004,73.60019,-0.07172,0.23715
0.00180,0.00004,73.51963,-0.07172,0.23715
0.10000,0.00223,78.99217,-0.07160,0.23715
0.20000,0.00670,87.03247,-0.07164,0.23719
0.30000,0.01190,87.77380,-0.07163,0.23716
0.40000,0.01731,94.03341,-0.07171,0.23716
0.50000,0.02268,105.66125,-0.07168,0.23716
0.60000,0.02800,118.25236,-0.07159,0.23717
0.70000,0.03327,127.46435,-0.07148,0.23719
0.80000,0.03848,136.84798,-0.07140,0.23719
0.90000,0.04362,147.76736,-0.07137,0.23722
1.00000,0.04872,159.04056,-0.07118,0.23722
1.10000,0.05377,167.91159,-0.07119,0.23722
1.20000,0.05880,177.40810,-0.07109,0.23724
1.30000,0.06382,187.95179,-0.07104,0.23725
1.40000,0.06886,199.10112,-0.07104,0.23727
1.50000,0.07387,208.59083,-0.07095,0.23729
1.60000,0.07889,219.72638,-0.07084,0.23730
1.70000,0.08392,229.70689,-0.07080,0.23730
1.80000,0.08891,239.43940,-0.07065,0.23732
1.90000,0.09391,251.52946,-0.07067,0.23733
2.00000,0.09888,261.37494,-0.07061,0.23734
2.10000,0.10388,272.68371,-0.07055,0.23736
2.20000,0.10889,282.66441,-0.07046,0.23737
2.30000,0.11390,294.33016,-0.07036,0.23738
2.40000,0.11890,304.87143,-0.07036,0.23739
2.49380,0.12358,315.99849,-0.07031,0.23741
2.50000,0.12387,316.95366,-0.07031,0.23741
2.60000,0.12888,330.26962,-0.07017,0.23743
2.70000,0.13390,342.00493,-0.07008,0.23745
2.80000,0.13889,355.14105,-0.07003,0.23747
2.90000,0.14390,368.75308,-0.06989,0.23747
3.00000,0.14892,382.61591,-0.06977,0.23748
3.10000,0.15393,395.05316,-0.06963,0.23749
3.20000,0.15891,409.42952,-0.06960,0.23749
3.30000,0.16389,422.97365,-0.06954,0.23753
3.40000,0.16890,436.96994,-0.06942,0.23754
3.50000,0.17392,451.76046,-0.06932,0.23756
3.60000,0.17893,467.50968,-0.06917,0.23757
3.70000,0.18394,481.15188,-0.06905,0.23758
3.79480,0.18869,494.28679,-0.06891,0.23758
3.80000,0.18894,495.24959,-0.06891,0.23758
3.90000,0.18896,486.12161,-0.06893,0.23758
4.00000,0.18498,472.46637,-0.06911,0.23757
4.10000,0.17963,429.16993,-0.06936,0.23751
4.20000,0.17386,378.77914,-0.06979,0.23744
4.30000,0.16805,332.63434,-0.07016,0.23740
4.40000,0.16236,288.00024,-0.07042,0.23736
4.50000,0.15682,252.57897,-0.07067,0.23733
4.60000,0.15143,220.77300,-0.07092,0.23727
4.70000,0.14615,192.11546,-0.07113,0.23724
4.80000,0.14095,167.37897,-0.07132,0.23723
4.90000,0.13582,142.12113,-0.07151,0.23719
5.00000,0.13074,119.59029,-0.07162,0.23716
5.10000,0.12568,101.83724,-0.07184,0.23714
5.20000,0.12063,90.78244,-0.07174,0.23712
5.30000,0.11557,85.54049,-0.07160,0.23712
5.40000,0.11054,83.65288,-0.07143,0.23713
5.50000,0.10554,80.82166,-0.07145,0.23714
5.59480,0.10079,75.57292,-0.07143,0.23712
5.60000,0.10054,74.92909,-0.07141,0.23712
5.70000,0.09552,57.83103,-0.07154,0.23712
5.70980,0.09502,56.05724,-0.07155,0.23712
5.80000,0.09439,56.76551,-0.07150,0.23713
5.90000,0.09801,62.55973,-0.07147,0.23713
6.00000,0.10322,84.57042,-0.07136,0.23715
6.10000,0.10898,88.75998,-0.07142,0.23717
6.20000,0.11480,93.92444,-0.07137,0.23719
6.30000,0.12050,112.47955,-0.07129,0.23721
6.40000,0.12603,127.99827,-0.07133,0.23721
6.50000,0.13145,146.11129,-0.07131,0.23722
6.60000,0.13676,166.44523,-0.07124,0.23722
6.70000,0.14196,188.69191,-0.07114,0.23724
6.80000,0.14712,215.90274,-0.07100,0.23726
6.90000,0.15224,244.65565,-0.07080,0.23728
7.00000,0.15730,271.26679,-0.07052,0.23731
7.10000,0.16233,307.52784,-0.07032,0.23735
7.11080,0.16288,311.33257,-0.07026,0.23735
7.20000,0.16735,342.41183,-0.07005,0.23739
7.30000,0.17238,375.30782,-0.06986,0.23742
7.40000,0.17740,403.75097,-0.06962,0.23745
7.50000,0.18243,427.87939,-0.06932,0.23748
7.60000,0.18744,451.21145,-0.06926,0.23750
7.70000,0.19242,472.96453,-0.06908,0.23751
7.80000,0.19739,495.59660,-0.06891,0.23755
7.90000,0.20239,515.38311,-0.06873,0.23757
8.00000,0.20739,534.30581,-0.06861,0.23759
8.10000,0.21241,554.56525,-0.06842,0.23760
8.13880,0.21436,560.81647,-0.06842,0.23762
8.20000,0.21742,570.97645,-0.06833,0.23763
8.30000,0.22242,589.32351,-0.06815,0.23766
8.40000,0.22741,607.42730,-0.06799,0.23766
8.50000,0.23240,624.03027,-0.06787,0.23770
8.60000,0.23741,642.41067,-0.06778,0.23770
8.70000,0.24241,658.03835,-0.06762,0.23773
8.80000,0.24742,675.94294,-0.06750,0.23774
8.90000,0.25243,693.29506,-0.06740,0.23776
9.00000,0.25743,709.03003,-0.06719,0.23778
9.10000,0.26242,726.22485,-0.06708,0.23780
9.20000,0.26741,742.46572,-0.06696,0.23782
9.30000,0.27242,760.53645,-0.06678,0.23785
9.40000,0.27745,776.52810,-0.06674,0.23786
9.50000,0.28246,794.19250,-0.06652,0.23788
9.60000,0.28746,811.90290,-0.06644,0.23790
9.62680,0.28880,816.41348,-0.06640,0.23791
9.70000,0.29242,828.86927,-0.06626,0.23792
9.80000,0.29741,846.71378,-0.06613,0.23794
9.90000,0.30242,866.05856,-0.06593,0.23796
10.00000,0.30742,883.77604,-0.06586,0.23798
10.10000,0.31242,903.11011,-0.06573,0.23800
10.20000,0.31742,920.26778,-0.06559,0.23800
10.30000,0.32242,937.46930,-0.06549,0.23803
10.40000,0.32742,954.28852,-0.06530,0.23806
10.50000,0.33242,972.15232,-0.06518,0.23808
10.60000,0.33741,990.51660,-0.06505,0.23809
10.70000,0.34239,1007.77810,-0.06492,0.23812
10.80000,0.34742,1025.84781,-0.06492,0.23814
10.90000,0.35243,1044.63939,-0.06462,0.23816
11.00000,0.35743,1062.96344,-0.06446,0.23819
11.00980,0.35793,1065.30180,-0.06445,0.23818
11.10000,0.36241,1083.20154,-0.06433,0.23820
11.20000,0.36741,1101.99302,-0.06411,0.23822
11.30000,0.37242,1121.01119,-0.06407,0.23824
11.40000,0.37741,1141.63533,-0.06389,0.23827
11.50000,0.38240,1160.01181,-0.06376,0.23828
11.60000,0.38737,1177.38210,-0.06360,0.23830
11.70000,0.39238,1196.79775,-0.06343,0.23832
11.80000,0.39741,1217.20200,-0.06326,0.23835
11.90000,0.40242,1235.00563,-0.06313,0.23838
12.00000,0.40742,1253.93346,-0.06303,0.23840
12.10000,0.41243,1273.32443,-0.06279,0.23842
12.20000,0.41744,1291.20089,-0.06270,0.23844
12.30000,0.42242,1311.65246,-0.06256,0.23847
12.32980,0.42392,1317.90256,-0.06249,0.23847
12.40000,0.42742,1330.35136,-0.06241,0.23848
12.50000,0.43239,1349.98048,-0.06219,0.23850
12.60000,0.43741,1370.81025,-0.06214,0.23853
12.70000,0.44241,1392.44627,-0.06194,0.23854
12.80000,0.44742,1413.18301,-0.06170,0.23856
12.90000,0.45243,1432.20657,-0.06156,0.23858
13.00000,0.45742,1450.91368,-0.06141,0.23860
13.10000,0.46243,1471.45484,-0.06128,0.23864
13.20000,0.46744,1490.79841,-0.06113,0.23866
13.30000,0.47245,1511.01435,-0.06103,0.23867
13.40000,0.47744,1531.70079,-0.06085,0.23870
13.50000,0.48243,1551.35812,-0.06068,0.23873
13.57180,0.48603,1566.49370,-0.06049,0.23874
13.60000,0.48742,1572.22506,-0.06039,0.23874
13.70000,0.49242,1591.87317,-0.06035,0.23877
13.80000,0.49741,1612.19891,-0.06020,0.23878
13.90000,0.50241,1632.92754,-0.06010,0.23881
14.00000,0.50742,1653.97841,-0.05989,0.23884
14.10000,0.51243,1674.46360,-0.05972,0.23886
14.20000,0.51745,1695.25929,-0.05959,0.23888
14.30000,0.52245,1715.83500,-0.05937,0.23891
14.40000,0.52743,1735.14523,-0.05927,0.23893
14.50000,0.53240,1755.42179,-0.05906,0.23896
14.60000,0.53739,1775.21240,-0.05893,0.23898
14.70000,0.54240,1795.72068,-0.05872,0.23900
14.78680,0.54677,1813.79188,-0.05862,0.23903
14.80000,0.54742,1817.15786,-0.05864,0.23904
14.90000,0.55243,1837.99677,-0.05840,0.23906
15.00000,0.55742,1859.55986,-0.05825,0.23908
15.10000,0.56242,1880.39541,-0.05811,0.23910
15.20000,0.56743,1903.49873,-0.05793,0.23913
15.30000,0.57244,1925.52321,-0.05776,0.23916
15.40000,0.57743,1947.43052,-0.05759,0.23917
15.50000,0.58244,1968.49294,-0.05743,0.23919
15.60000,0.58744,1990.07802,-0.05726,0.23920
15.70000,0.59243,2010.03868,-0.05697,0.23922
15.80000,0.59742,2030.06547,-0.05693,0.23924
15.90000,0.60241,2051.47341,-0.05676,0.23927
15.96680,0.60575,2065.83664,-0.05665,0.23929
16.00000,0.60741,2073.47535,-0.05656,0.23929
16.10000,0.61243,2094.71732,-0.05636,0.23932
16.20000,0.61745,2117.44718,-0.05623,0.23934
16.30000,0.62243,2138.08529,-0.05610,0.23934
16.40000,0.62741,2160.81385,-0.05588,0.23938
16.50000,0.63239,2182.48703,-0.05569,0.23940
16.60000,0.63739,2205.34783,-0.05558,0.23942
16.70000,0.64242,2227.47456,-0.05534,0.23945
16.80000,0.64742,2248.40287,-0.05520,0.23947
16.90000,0.65243,2270.35247,-0.05502,0.23950
17.00000,0.65743,2290.13991,-0.05484,0.23952
17.10000,0.66243,2313.97487,-0.05477,0.23954
17.12280,0.66358,2318.14310,-0.05467,0.23955
17.20000,0.66744,2334.04264,-0.05448,0.23956
17.30000,0.67241,2357.76715,-0.05440,0.23959
17.40000,0.67741,2381.04854,-0.05420,0.23962
17.50000,0.68242,2403.95460,-0.05394,0.23964
17.60000,0.68742,2427.36675,-0.05382,0.23967
