Time,Extension,Load,Displacement (Strain 1),Displacement (Strain 2)
(sec),(mm),(N),(mm),(mm)
12.504,1.210
0.00000,0.00011,84.18513,-0.01075,0.39151
0.00180,0.00011,84.28758,-0.01075,0.39151
0.10000,0.00224,89.84376,-0.01068,0.39152
0.20000,0.00666,111.78013,-0.01045,0.39153
0.30000,0.01188,133.22718,-0.01037,0.39155
0.40000,0.01731,136.69580,-0.01051,0.39167
0.50000,0.02270,153.29244,-0.01042,0.39164
0.60000,0.02802,168.14331,-0.01026,0.39162
0.70000,0.03330,178.66744,-0.01019,0.39164
0.80000,0.03852,191.25110,-0.01010,0.39167
0.90000,0.04368,202.20932,-0.01008,0.39170
1.00000,0.04878,214.35637,-0.01007,0.39173
1.10000,0.05383,223.86760,-0.00997,0.39175
1.20000,0.05887,233.76737,-0.01004,0.39176
1.30000,0.06389,244.88857,-0.00994,0.39177
1.40000,0.06890,255.40655,-0.00990,0.39180
1.50000,0.07392,268.44004,-0.00986,0.39181
1.60000,0.07895,279.23053,-0.00972,0.39182
1.70000,0.08398,289.20863,-0.00967,0.39184
1.80000,0.08898,300.67638,-0.00964,0.39186
1.90000,0.09398,312.62906,-0.00958,0.39188
2.00000,0.09895,324.93379,-0.00946,0.39190
2.01780,0.09985,328.10345,-0.00946,0.39190
2.10000,0.10394,338.27359,-0.00941,0.39191
2.20000,0.10894,352.34252,-0.00929,0.39193
2.30000,0.11396,367.11320,-0.00916,0.39195
2.40000,0.11895,381.69185,-0.00909,0.39197
2.50000,0.12394,395.80883,-0.00903,0.39200
2.60000,0.12894,409.29550,-0.00894,0.39202
2.70000,0.13396,424.99173,-0.00880,0.39204
2.80000,0.13897,439.21825,-0.00870,0.39205
2.90000,0.14397,453.46078,-0.00864,0.39208
3.00000,0.14898,467.37986,-0.00847,0.39209
3.10000,0.15399,483.26105,-0.00844,0.39212
3.17480,0.15773,494.03738,-0.00820,0.39213
3.20000,0.15879,497.54782,-0.00821,0.39213
3.30000,0.15736,483.04042,-0.00833,0.39212
3.40000,0.15303,469.89890,-0.00848,0.39211
3.50000,0.14755,425.33716,-0.00879,0.39204
3.60000,0.14174,378.26346,-0.00911,0.39199
3.70000,0.13596,330.47786,-0.00951,0.39193
3.80000,0.13031,288.93277,-0.00984,0.39188
3.90000,0.12480,253.64878,-0.01004,0.39184
4.00000,0.11940,221.49049,-0.01032,0.39180
4.10000,0.11411,195.66491,-0.01049,0.39177
4.20000,0.10892,177.57881,-0.01054,0.39176
4.30000,0.10380,162.62764,-0.01062,0.39176
4.40000,0.09871,149.54936,-0.01065,0.39175
4.50000,0.09365,137.41478,-0.01067,0.39175
4.60000,0.08863,123.21128,-0.01075,0.39173
4.70000,0.08361,109.93648,-0.01085,0.39174
4.80000,0.07860,93.47862,-0.01094,0.39174
4.85280,0.07595,87.23941,-0.01099,0.39173
4.90000,0.07359,79.81462,-0.01098,0.39172
5.00000,0.06857,65.37102,-0.01115,0.39171
5.07680,0.06472,53.50197,-0.01124,0.39169
5.10000,0.06371,50.34879,-0.01128,0.39168
5.20000,0.06501,54.59897,-0.01121,0.39168
5.30000,0.06932,63.78163,-0.01115,0.39169
5.40000,0.07479,93.52919,-0.01093,0.39172
5.50000,0.08063,111.07465,-0.01080,0.39171
5.60000,0.08643,123.12261,-0.01070,0.39170
5.70000,0.09208,138.70522,-0.01065,0.39170
5.80000,0.09757,153.43959,-0.01050,0.39170
5.90000,0.10292,172.35996,-0.01038,0.39173
6.00000,0.10819,190.27758,-0.01033,0.39178
6.10000,0.11338,214.03935,-0.01011,0.39180
6.20000,0.11850,236.21712,-0.01011,0.39182
6.30000,0.12358,262.83655,-0.00979,0.39186
6.40000,0.12864,292.63422,-0.00961,0.39187
6.49880,0.13365,325.78623,-0.00940,0.39191
6.50000,0.13370,326.13985,-0.00940,0.39191
6.60000,0.13873,359.25573,-0.00916,0.39195
6.70000,0.14374,389.44772,-0.00896,0.39200
6.80000,0.14876,413.36725,-0.00879,0.39202
6.90000,0.15378,436.51164,-0.00869,0.39206
7.00000,0.15877,461.53832,-0.00847,0.39209
7.10000,0.16375,482.03943,-0.00843,0.39212
7.20000,0.16876,505.04096,-0.00821,0.39215
7.30000,0.17378,524.71096,-0.00801,0.39219
7.40000,0.17880,545.06864,-0.00789,0.39221
7.50000,0.18382,563.50725,-0.00774,0.39223
7.59080,0.18837,578.73446,-0.00764,0.39226
7.60000,0.18882,580.21052,-0.00763,0.39226
7.70000,0.19380,599.49644,-0.00751,0.39226
7.80000,0.19877,615.39868,-0.00746,0.39231
7.90000,0.20376,633.50061,-0.00724,0.39232
8.00000,0.20875,650.86121,-0.00717,0.39235
8.10000,0.21378,668.43852,-0.00705,0.39237
8.20000,0.21878,685.12270,-0.00692,0.39240
8.30000,0.22377,701.79580,-0.00675,0.39241
8.40000,0.22876,720.55245,-0.00666,0.39244
8.50000,0.23378,737.29288,-0.00652,0.39246
8.60000,0.23879,755.28175,-0.00630,0.39249
8.70000,0.24379,769.94793,-0.00631,0.39251
8.80000,0.24879,787.65852,-0.00604,0.39254
8.90000,0.25379,805.80451,-0.00595,0.39256
9.00000,0.25878,824.17885,-0.00587,0.39259
9.00780,0.25918,825.85085,-0.00584,0.39259
9.10000,0.26377,842.39291,-0.00569,0.39261
9.20000,0.26876,858.74936,-0.00559,0.39262
9.30000,0.27378,876.59787,-0.00546,0.39265
9.40000,0.27881,895.88957,-0.00536,0.39269
9.50000,0.28384,914.59369,-0.00517,0.39271
9.60000,0.28881,931.38292,-0.00494,0.39272
9.70000,0.29377,949.15386,-0.00494,0.39274
9.80000,0.29876,966.35194,-0.00474,0.39277
9.90000,0.30378,983.27165,-0.00475,0.39280
10.00000,0.30878,1001.48208,-0.00447,0.39282
10.10000,0.31379,1020.41550,-0.00437,0.39285
10.20000,0.31879,1038.83697,-0.00426,0.39288
10.30000,0.32379,1056.58760,-0.00408,0.39291
10.40000,0.32878,1075.44241,-0.00396,0.39291
10.40880,0.32923,1077.46273,-0.00394,0.39291
