Time,Extension,Load,Displacement (Strain 1),Displacement (Strain 2)
(sec),(mm),(N),(mm),(mm)
12.72,1.204
0.00000,0.00009,77.64194,-0.10800,0.17522
0.00180,0.00009,77.58774,-0.10800,0.17521
0.10000,0.00226,83.70038,-0.10786,0.17525
0.20000,0.00671,100.12761,-0.10775,0.17525
0.30000,0.01191,112.86410,-0.10765,0.17526
0.40000,0.01732,125.45669,-0.10763,0.17526
0.50000,0.02270,139.28376,-0.10760,0.17527
0.60000,0.02802,150.55556,-0.10752,0.17529
0.70000,0.03329,159.59470,-0.10749,0.17530
0.80000,0.03849,168.17367,-0.10744,0.17532
0.90000,0.04365,178.93612,-0.10732,0.17533
1.00000,0.04875,189.25946,-0.10728,0.17535
1.10000,0.05380,199.32799,-0.10737,0.17537
1.20000,0.05883,209.68700,-0.10726,0.17538
1.30000,0.06385,220.07572,-0.10722,0.17540
1.40000,0.06889,231.58370,-0.10708,0.17542
1.50000,0.07391,241.11262,-0.10708,0.17543
1.60000,0.07892,252.41347,-0.10698,0.17545
1.70000,0.08394,262.76000,-0.10694,0.17547
1.80000,0.08894,272.67588,-0.10687,0.17548
1.90000,0.09395,284.62438,-0.10689,0.17550
2.00000,0.09893,295.63624,-0.10679,0.17552
2.10000,0.10391,307.63075,-0.10670,0.17552
2.20000,0.10892,318.77356,-0.10661,0.17555
2.23280,0.11057,323.39636,-0.10662,0.17556
2.30000,0.11393,331.11563,-0.10651,0.17557
2.40000,0.11892,343.50650,-0.10643,0.17559
2.50000,0.12391,355.38878,-0.10643,0.17560
2.60000,0.12891,368.96588,-0.10631,0.17561
2.70000,0.13392,379.89598,-0.10623,0.17565
2.80000,0.13892,393.33776,-0.10620,0.17566
2.90000,0.14393,405.72807,-0.10614,0.17567
3.00000,0.14895,418.63173,-0.10603,0.17569
3.10000,0.15396,430.90265,-0.10594,0.17571
3.20000,0.15893,443.99258,-0.10581,0.17573
3.30000,0.16393,458.24368,-0.10574,0.17575
3.40000,0.16894,470.78645,-0.10563,0.17577
3.50000,0.17395,484.41207,-0.10555,0.17579
3.56280,0.17711,493.78471,-0.10549,0.17580
3.60000,0.17838,496.23009,-0.10547,0.17580
3.70000,0.17637,480.68631,-0.10560,0.17580
3.80000,0.17182,461.29767,-0.10578,0.17576
3.90000,0.16626,413.44324,-0.10615,0.17571
4.00000,0.16043,365.83384,-0.10650,0.17565
4.10000,0.15464,319.37920,-0.10673,0.17560
4.20000,0.14900,278.62471,-0.10711,0.17554
4.30000,0.14352,243.44716,-0.10737,0.17550
4.40000,0.13817,211.29474,-0.10763,0.17547
4.50000,0.13292,182.02821,-0.10780,0.17544
4.60000,0.12774,160.09267,-0.10797,0.17541
4.70000,0.12262,147.88285,-0.10790,0.17538
4.80000,0.11752,131.87844,-0.10796,0.17535
4.90000,0.11244,117.93477,-0.10798,0.17533
5.00000,0.10740,106.05920,-0.10805,0.17534
5.10000,0.10239,95.81111,-0.10806,0.17531
5.20000,0.09737,89.72185,-0.10790,0.17529
5.28780,0.09297,83.60753,-0.10786,0.17528
5.30000,0.09237,81.93580,-0.10784,0.17528
5.40000,0.08737,65.65833,-0.10807,0.17524
5.48380,0.08317,55.53178,-0.10800,0.17523
5.50000,0.08240,52.94299,-0.10805,0.17523
5.60000,0.08325,54.63427,-0.10804,0.17522
5.70000,0.08742,62.19493,-0.10798,0.17523
5.80000,0.09285,90.95669,-0.10786,0.17525
5.90000,0.09864,110.78706,-0.10780,0.17527
6.00000,0.10443,126.04706,-0.10767,0.17527
6.10000,0.11010,138.17586,-0.10761,0.17529
6.20000,0.11561,151.54434,-0.10765,0.17532
6.30000,0.12098,170.16688,-0.10751,0.17533
6.40000,0.12625,190.72369,-0.10742,0.17537
6.50000,0.13144,214.09458,-0.10720,0.17540
6.60000,0.13657,236.58965,-0.10719,0.17544
6.70000,0.14168,261.73638,-0.10697,0.17547
6.80000,0.14675,291.35942,-0.10686,0.17552
6.90000,0.15181,317.82016,-0.10667,0.17556
6.90880,0.15226,320.73744,-0.10665,0.17557
7.00000,0.15683,347.32893,-0.10646,0.17562
7.10000,0.16182,376.46201,-0.10631,0.17565
7.20000,0.16683,403.03506,-0.10612,0.17570
7.30000,0.17185,427.72414,-0.10595,0.17572
7.40000,0.17687,451.34816,-0.10582,0.17575
7.50000,0.18187,475.07836,-0.10564,0.17580
7.60000,0.18687,494.60642,-0.10549,0.17582
7.70000,0.19187,513.79809,-0.10536,0.17586
7.80000,0.19686,530.95426,-0.10525,0.17587
7.90000,0.20184,548.53531,-0.10512,0.17590
8.00000,0.20684,566.70671,-0.10493,0.17593
8.03380,0.20854,572.90997,-0.10487,0.17594
8.10000,0.21186,584.94303,-0.10489,0.17595
8.20000,0.21687,601.84449,-0.10476,0.17597
8.30000,0.22186,619.91075,-0.10460,0.17600
8.40000,0.22685,636.18515,-0.10445,0.17602
8.50000,0.23184,652.82676,-0.10437,0.17605
8.60000,0.23686,669.96552,-0.10423,0.17606
8.70000,0.24186,686.25370,-0.10408,0.17609
8.80000,0.24687,703.20778,-0.10392,0.17611
8.90000,0.25187,720.50262,-0.10379,0.17613
9.00000,0.25687,735.59927,-0.10374,0.17616
9.10000,0.26186,752.30692,-0.10352,0.17618
9.20000,0.26687,768.92106,-0.10341,0.17620
9.30000,0.27186,787.57992,-0.10335,0.17622
9.40000,0.27688,805.18406,-0.10317,0.17625
9.50000,0.28190,821.98363,-0.10300,0.17627
9.50480,0.28215,822.79146,-0.10299,0.17627
9.60000,0.28691,840.85334,-0.10283,0.17630
9.70000,0.29188,857.18837,-0.10267,0.17631
9.80000,0.29686,875.52462,-0.10266,0.17635
9.90000,0.30185,892.49974,-0.10245,0.17637
10.00000,0.30686,911.23693,-0.10237,0.17639
10.10000,0.31186,928.23943,-0.10212,0.17641
10.20000,0.31688,946.80442,-0.10203,0.17643
10.30000,0.32186,963.03662,-0.10191,0.17646
10.40000,0.32686,979.84802,-0.10185,0.17647
10.50000,0.33186,998.48090,-0.10158,0.17651
10.60000,0.33686,1015.55930,-0.10154,0.17653
10.70000,0.34185,1032.96470,-0.10138,0.17657
10.80000,0.34686,1052.67717,-0.10113,0.17658
10.90000,0.35188,1069.75334,-0.10108,0.17661
10.90780,0.35227,1071.43987,-0.10104,0.17660
11.00000,0.35687,1089.34101,-0.10092,0.17663
11.10000,0.36186,1109.61255,-0.10080,0.17665
11.20000,0.36686,1126.95936,-0.10064,0.17669
11.30000,0.37186,1146.65786,-0.10052,0.17671
11.40000,0.37685,1165.50038,-0.10033,0.17674
11.50000,0.38184,1184.50103,-0.10015,0.17677
11.60000,0.38682,1203.50868,-0.10003,0.17679
11.70000,0.39183,1221.16217,-0.09989,0.17681
11.80000,0.39686,1240.00693,-0.09971,0.17684
11.90000,0.40186,1258.36311,-0.09960,0.17686
12.00000,0.40686,1278.35767,-0.09946,0.17689
12.10000,0.41187,1296.31171,-0.09927,0.17691
12.20000,0.41689,1315.87088,-0.09912,0.17694
12.23980,0.41889,1322.98283,-0.09901,0.17696
12.30000,0.42187,1334.80169,-0.09894,0.17698
12.40000,0.42686,1353.41482,-0.09889,0.17700
12.50000,0.43184,1373.53707,-0.09866,0.17701
12.60000,0.43686,1394.75428,-0.09855,0.17705
12.70000,0.44186,1414.94842,-0.09829,0.17708
12.80000,0.44686,1435.11994,-0.09823,0.17711
12.90000,0.45187,1454.36889,-0.09809,0.17713
13.00000,0.45688,1473.82068,-0.09795,0.17716
13.10000,0.46187,1493.71512,-0.09776,0.17719
13.20000,0.46688,1511.93962,-0.09760,0.17721
13.30000,0.47188,1533.32530,-0.09738,0.17725
13.40000,0.47688,1552.82374,-0.09732,0.17727
13.50000,0.48188,1572.09206,-0.09715,0.17730
13.51080,0.48243,1573.58907,-0.09713,0.17730
13.60000,0.48688,1592.76929,-0.09702,0.17734
13.70000,0.49186,1611.40412,-0.09679,0.17736
13.80000,0.49685,1633.46808,-0.09667,0.17739
13.90000,0.50185,1654.25017,-0.09651,0.17742
14.00000,0.50686,1673.67831,-0.09635,0.17745
14.10000,0.51188,1693.92340,-0.09621,0.17749
14.20000,0.51689,1714.62446,-0.09600,0.17751
14.30000,0.52188,1734.80269,-0.09590,0.17754
14.40000,0.52687,1754.06765,-0.09574,0.17757
14.50000,0.53185,1773.76233,-0.09563,0.17761
14.60000,0.53684,1794.68449,-0.09540,0.17765
14.70000,0.54184,1813.79542,-0.09526,0.17766
14.73680,0.54370,1821.99050,-0.09517,0.17768
