Time,Extension,Load,Displacement (Strain 1),Displacement (Strain 2)
(sec),(mm),(N),(mm),(mm)
12.70,1.215
0.00000,0.00003,41.97387,0.00200,0.18575
0.00180,0.00003,41.90076,0.00200,0.18576
0.10000,0.00220,47.35151,0.00213,0.18577
0.20000,0.00666,60.24772,0.00221,0.18578
0.30000,0.01185,76.87742,0.00234,0.18581
0.40000,0.01726,90.42351,0.00251,0.18584
0.50000,0.02265,102.44800,0.00257,0.18587
0.60000,0.02796,111.87131,0.00261,0.18590
0.70000,0.03322,122.39870,0.00270,0.18592
0.80000,0.03844,104.62357,0.00441,0.18541
0.90000,0.04360,120.61549,0.00421,0.18534
1.00000,0.04870,135.55754,0.00434,0.18534
1.10000,0.05375,145.61294,0.00430,0.18534
1.20000,0.05878,154.69193,0.00439,0.18538
1.30000,0.06379,163.17312,0.00442,0.18540
1.40000,0.06883,171.98203,0.00452,0.18543
1.50000,0.07385,179.08784,0.00450,0.18546
1.60000,0.07887,189.61653,0.00466,0.18548
1.70000,0.08390,198.96114,0.00455,0.18550
1.80000,0.08889,208.01555,0.00470,0.18554
1.90000,0.09389,217.36044,0.00478,0.18556
2.00000,0.09886,226.54571,0.00490,0.18558
2.10000,0.10385,236.40804,0.00491,0.18560
2.20000,0.10886,246.20453,0.00498,0.18562
2.30000,0.11387,257.18333,0.00512,0.18564
2.40000,0.11887,267.92558,0.00524,0.18567
2.50000,0.12386,278.61651,0.00520,0.18569
2.56480,0.12710,284.60296,0.00526,0.18570
2.60000,0.12885,289.85851,0.00530,0.18571
2.70000,0.13386,301.41212,0.00529,0.18573
2.80000,0.13887,313.35838,0.00544,0.18575
2.90000,0.14389,324.95009,0.00550,0.18578
3.00000,0.14889,337.60201,0.00559,0.18581
3.10000,0.15389,349.70855,0.00572,0.18583
3.20000,0.15887,363.91914,0.00580,0.18586
3.30000,0.16388,376.58596,0.00584,0.18588
3.40000,0.16888,388.24528,0.00597,0.18591
3.50000,0.17388,402.08213,0.00605,0.18593
3.60000,0.17889,415.77099,0.00617,0.18594
3.70000,0.18391,428.37337,0.00627,0.18598
3.80000,0.18892,442.21403,0.00623,0.18600
3.90000,0.19390,455.12943,0.00632,0.18602
4.00000,0.19886,468.84902,0.00642,0.18606
4.10000,0.20384,481.67016,0.00659,0.18608
4.18980,0.20835,494.86468,0.00667,0.18610
4.20000,0.20885,496.26594,0.00667,0.18611
4.30000,0.20846,484.90027,0.00654,0.18609
4.40000,0.20440,472.60197,0.00645,0.18608
4.50000,0.19900,432.54560,0.00598,0.18603
4.60000,0.19319,386.07400,0.00572,0.18598
4.70000,0.18740,340.69717,0.00523,0.18591
4.80000,0.18173,299.21168,0.00502,0.18585
4.90000,0.17622,261.91492,0.00483,0.18581
5.00000,0.17084,232.71712,0.00454,0.18576
5.10000,0.16557,204.05138,0.00437,0.18573
5.20000,0.16039,179.27252,0.00420,0.18570
5.30000,0.15524,158.15459,0.00404,0.18565
5.40000,0.15013,136.63759,0.00383,0.18562
5.50000,0.14507,118.95746,0.00369,0.18559
5.60000,0.14002,104.30403,0.00370,0.18555
5.70000,0.13501,91.47627,0.00350,0.18553
5.80000,0.12999,85.52345,0.00361,0.18547
5.90000,0.12498,84.13307,0.00363,0.18541
6.00000,0.11995,77.77400,0.00373,0.18534
6.10000,0.11493,66.35413,0.00370,0.18531
6.20000,0.10992,55.48177,0.00362,0.18529
6.22680,0.10857,53.20599,0.00354,0.18528
6.30000,0.10754,53.04720,0.00359,0.18528
6.40000,0.11077,55.81360,0.00371,0.18530
6.50000,0.11581,74.87843,0.00386,0.18532
6.60000,0.12151,86.39134,0.00401,0.18536
6.70000,0.12733,94.18419,0.00406,0.18544
6.80000,0.13306,108.10308,0.00406,0.18547
6.90000,0.13864,123.99619,0.00415,0.18550
7.00000,0.14409,141.95526,0.00419,0.18554
7.10000,0.14942,160.30408,0.00432,0.18558
7.20000,0.15463,181.08077,0.00436,0.18561
7.30000,0.15977,203.48970,0.00460,0.18565
7.40000,0.16488,226.48079,0.00476,0.18568
7.50000,0.16995,251.90637,0.00479,0.18574
7.60000,0.17501,278.98662,0.00496,0.18577
7.70000,0.18005,306.52005,0.00510,0.18582
7.80000,0.18509,335.43631,0.00535,0.18587
7.90000,0.19012,364.39868,0.00553,0.18591
8.00000,0.19509,391.87763,0.00581,0.18594
8.10000,0.20006,415.23669,0.00585,0.18598
8.20000,0.20505,438.87310,0.00612,0.18602
8.30000,0.21007,460.37734,0.00624,0.18606
8.40000,0.21510,480.27132,0.00632,0.18610
8.50000,0.22010,498.86908,0.00650,0.18613
8.60000,0.22509,518.10164,0.00667,0.18615
8.70000,0.23008,535.77228,0.00671,0.18619
8.70180,0.23018,536.22900,0.00672,0.18619
8.80000,0.23510,554.80991,0.00695,0.18621
8.90000,0.24011,571.02619,0.00705,0.18626
9.00000,0.24511,587.03590,0.00716,0.18628
9.10000,0.25011,606.43442,0.00727,0.18629
9.20000,0.25509,622.88307,0.00739,0.18633
9.30000,0.26009,639.86825,0.00747,0.18636
9.40000,0.26509,656.51257,0.00761,0.18638
9.50000,0.27009,672.65471,0.00777,0.18641
9.60000,0.27511,690.19552,0.00794,0.18643
9.70000,0.28013,707.65298,0.00804,0.18647
9.80000,0.28516,724.11345,0.00814,0.18649
9.90000,0.29012,740.42594,0.00833,0.18651
10.00000,0.29510,756.86770,0.00843,0.18654
10.10000,0.30009,774.05721,0.00850,0.18657
10.18080,0.30414,787.37708,0.00865,0.18659
10.20000,0.30510,790.74111,0.00870,0.18660
10.30000,0.31010,807.64489,0.00881,0.18662
10.40000,0.31511,826.18566,0.00895,0.18664
10.50000,0.32011,845.07382,0.00909,0.18667
10.60000,0.32510,863.35260,0.00924,0.18670
10.70000,0.33010,880.52079,0.00939,0.18673
10.80000,0.33511,899.14333,0.00950,0.18674
10.90000,0.34009,917.71921,0.00961,0.18679
11.00000,0.34509,936.21006,0.00980,0.18681
11.10000,0.35010,954.48140,0.00996,0.18682
11.20000,0.35511,972.55651,0.01011,0.18686
11.30000,0.36010,989.92456,0.01022,0.18690
11.40000,0.36508,1008.46915,0.01038,0.18691
11.50000,0.37010,1027.49374,0.01057,0.18695
11.54680,0.37245,1035.94055,0.01059,0.18696
11.60000,0.37510,1045.15357,0.01068,0.18698
11.70000,0.38010,1064.28368,0.01077,0.18701
11.80000,0.38507,1083.34003,0.01100,0.18702
11.90000,0.39007,1102.60816,0.01118,0.18705
12.00000,0.39508,1122.97023,0.01127,0.18709
12.10000,0.40010,1141.86797,0.01145,0.18711
12.20000,0.40509,1159.79090,0.01154,0.18714
12.30000,0.41009,1179.08102,0.01170,0.18716
12.40000,0.41512,1196.88530,0.01192,0.18719
12.50000,0.42012,1216.32926,0.01204,0.18722
12.60000,0.42511,1234.37690,0.01220,0.18725
12.70000,0.43010,1252.70290,0.01235,0.18727
12.80000,0.43509,1272.54315,0.01251,0.18730
12.86680,0.43844,1286.15825,0.01261,0.18732
12.90000,0.44009,1292.83415,0.01268,0.18734
13.00000,0.44509,1311.89749,0.01284,0.18735
13.10000,0.45011,1332.47850,0.01303,0.18739
13.20000,0.45512,1353.87853,0.01313,0.18741
13.30000,0.46011,1373.22061,0.01333,0.18745
13.40000,0.46511,1393.60549,0.01346,0.18748
13.50000,0.47012,1414.82260,0.01363,0.18751
13.60000,0.47513,1436.78486,0.01377,0.18753
13.70000,0.48013,1454.53932,0.01392,0.18755
13.80000,0.48512,1475.27140,0.01409,0.18759
13.90000,0.49011,1493.04364,0.01429,0.18762
14.00000,0.49509,1513.85004,0.01433,0.18764
14.10000,0.50008,1533.94407,0.01458,0.18767
14.10380,0.50028,1534.63725,0.01458,0.18767
14.20000,0.50509,1553.16116,0.01470,0.18770
14.30000,0.51011,1573.85431,0.01485,0.18773
14.40000,0.51511,1594.08394,0.01502,0.18776
14.50000,0.52012,1613.97029,0.01523,0.18779
14.60000,0.52512,1635.77665,0.01527,0.18783
14.70000,0.53011,1656.71427,0.01552,0.18784
14.80000,0.53510,1677.42837,0.01568,0.18787
14.90000,0.54008,1698.40045,0.01594,0.18790
15.00000,0.54509,1718.68093,0.01599,0.18795
15.10000,0.55011,1738.08113,0.01614,0.18798
15.20000,0.55511,1758.64510,0.01627,0.18800
15.30000,0.56009,1779.13159,0.01650,0.18803
15.33880,0.56205,1786.86772,0.01659,0.18805
15.40000,0.56509,1799.58493,0.01675,0.18805
15.50000,0.57011,1821.78319,0.01681,0.18810
15.60000,0.57511,1843.96412,0.01703,0.18814
15.70000,0.58012,1865.29886,0.01715,0.18816
15.80000,0.58513,1886.12044,0.01741,0.18818
