Time,Extension,Load,Displacement (Strain 1),Displacement (Strain 2)
(sec),(mm),(N),(mm),(mm)
12.59, 1.191
0.00000,0.00003,97.49196,-0.11027,0.34086
0.00180,0.00003,97.51385,-0.11027,0.34086
0.10000,0.00219,101.99985,-0.11024,0.34087
0.20000,0.00663,123.75647,-0.11005,0.34088
0.30000,0.01180,144.52683,-0.10989,0.34089
0.40000,0.01719,164.24041,-0.10980,0.34090
0.50000,0.02261,178.97366,-0.10955,0.34089
0.60000,0.02797,198.86494,-0.10945,0.34090
0.70000,0.03326,214.87130,-0.10933,0.34092
0.80000,0.03844,226.39371,-0.10924,0.34093
0.90000,0.04356,236.93815,-0.10915,0.34094
1.00000,0.04865,246.37189,-0.10912,0.34095
1.10000,0.05372,258.71331,-0.10904,0.34096
1.20000,0.05877,271.32249,-0.10895,0.34097
1.30000,0.06382,284.70336,-0.10888,0.34098
1.40000,0.06885,297.09013,-0.10882,0.34100
1.50000,0.07383,309.08361,-0.10877,0.34103
1.60000,0.07879,322.54281,-0.10861,0.34103
1.70000,0.08376,336.54394,-0.10850,0.34106
1.75380,0.08646,343.28038,-0.10842,0.34108
1.80000,0.08879,349.71489,-0.10839,0.34109
1.90000,0.09384,363.55183,-0.10826,0.34110
2.00000,0.09889,376.10475,-0.10818,0.34112
2.10000,0.10388,388.07504,-0.10816,0.34112
2.20000,0.10888,400.24202,-0.10803,0.34114
2.30000,0.11386,413.04156,-0.10793,0.34116
2.40000,0.11885,426.36245,-0.10781,0.34119
2.50000,0.12385,439.91907,-0.10781,0.34120
2.60000,0.12887,453.63940,-0.10764,0.34123
2.70000,0.13388,466.84295,-0.10751,0.34123
2.80000,0.13887,479.86330,-0.10735,0.34125
2.90000,0.14383,493.60367,-0.10728,0.34127
2.91280,0.14448,495.55236,-0.10726,0.34127
3.00000,0.14523,488.41545,-0.10737,0.34127
3.10000,0.14170,475.77489,-0.10749,0.34125
3.20000,0.13651,444.58341,-0.10771,0.34121
3.30000,0.13076,393.85753,-0.10813,0.34115
3.40000,0.12492,344.13692,-0.10848,0.34110
3.50000,0.11921,297.91016,-0.10879,0.34104
3.60000,0.11365,256.70035,-0.10918,0.34098
3.70000,0.10823,220.84881,-0.10946,0.34095
3.80000,0.10292,188.65848,-0.10962,0.34091
3.90000,0.09771,168.40538,-0.10967,0.34089
4.00000,0.09260,151.81899,-0.10983,0.34087
4.10000,0.08752,133.75841,-0.10985,0.34086
4.20000,0.08243,112.17603,-0.11007,0.34085
4.22680,0.08105,106.52468,-0.11018,0.34084
4.30000,0.07733,92.80909,-0.11013,0.34083
4.40000,0.07229,76.37320,-0.11025,0.34082
4.50000,0.06727,61.37211,-0.11034,0.34082
4.54380,0.06507,54.89234,-0.11038,0.34081
4.60000,0.06380,50.18618,-0.11047,0.34080
4.70000,0.06655,56.47121,-0.11035,0.34082
4.80000,0.07136,72.50356,-0.11028,0.34084
4.90000,0.07698,105.11391,-0.10998,0.34087
5.00000,0.08276,127.79729,-0.10979,0.34087
5.10000,0.08853,148.88365,-0.10976,0.34090
5.20000,0.09418,168.89861,-0.10956,0.34089
5.30000,0.09968,194.42877,-0.10934,0.34091
5.40000,0.10500,216.82214,-0.10922,0.34094
5.50000,0.11024,246.70148,-0.10901,0.34097
5.60000,0.11538,278.18577,-0.10883,0.34100
5.70000,0.12047,310.37340,-0.10859,0.34104
5.78080,0.12460,337.78483,-0.10837,0.34108
5.80000,0.12556,344.07089,-0.10833,0.34109
5.90000,0.13063,377.22979,-0.10809,0.34114
6.00000,0.13567,408.66835,-0.10782,0.34116
6.10000,0.14068,437.08850,-0.10768,0.34119
6.20000,0.14566,462.09898,-0.10742,0.34123
6.30000,0.15069,483.70333,-0.10733,0.34126
6.40000,0.15571,505.61344,-0.10710,0.34129
6.50000,0.16072,524.95748,-0.10706,0.34131
6.60000,0.16574,544.16098,-0.10688,0.34133
6.70000,0.17075,561.67906,-0.10672,0.34135
6.80000,0.17576,579.87720,-0.10665,0.34138
6.87080,0.17930,592.48488,-0.10649,0.34140
6.90000,0.18074,596.62461,-0.10652,0.34140
7.00000,0.18571,614.43727,-0.10640,0.34142
7.10000,0.19071,630.96024,-0.10623,0.34144
7.20000,0.19574,648.99651,-0.10600,0.34146
7.30000,0.20075,665.81201,-0.10595,0.34149
7.40000,0.20573,682.21893,-0.10581,0.34151
7.50000,0.21071,697.74436,-0.10565,0.34153
7.60000,0.21570,714.83813,-0.10555,0.34154
7.70000,0.22072,732.52758,-0.10545,0.34158
7.80000,0.22574,749.92990,-0.10529,0.34160
7.90000,0.23074,768.11574,-0.10515,0.34163
8.00000,0.23574,783.69593,-0.10499,0.34162
8.10000,0.24074,801.02971,-0.10489,0.34165
8.20000,0.24573,819.17299,-0.10474,0.34168
8.30000,0.25073,834.90992,-0.10461,0.34169
8.35480,0.25347,844.53179,-0.10456,0.34171
8.40000,0.25572,853.12501,-0.10448,0.34172
8.50000,0.26074,870.94568,-0.10433,0.34174
8.60000,0.26575,889.24114,-0.10417,0.34177
8.70000,0.27075,908.26061,-0.10391,0.34178
8.80000,0.27573,925.01305,-0.10393,0.34180
8.90000,0.28071,942.67940,-0.10371,0.34182
9.00000,0.28569,960.70524,-0.10358,0.34186
9.10000,0.29069,978.96839,-0.10340,0.34188
9.20000,0.29571,998.28495,-0.10330,0.34190
9.30000,0.30072,1015.49411,-0.10312,0.34193
9.40000,0.30572,1035.35037,-0.10298,0.34195
9.50000,0.31072,1053.27964,-0.10291,0.34196
9.60000,0.31573,1073.63369,-0.10272,0.34200
9.69780,0.32064,1092.03262,-0.10251,0.34201
9.70000,0.32074,1092.43067,-0.10251,0.34201
9.80000,0.32574,1112.50179,-0.10243,0.34204
9.90000,0.33075,1131.14351,-0.10228,0.34206
10.00000,0.33575,1150.95200,-0.10210,0.34209
10.10000,0.34074,1171.08570,-0.10192,0.34210
10.20000,0.34573,1190.18024,-0.10175,0.34213
10.30000,0.35074,1210.13625,-0.10165,0.34216
10.40000,0.35573,1228.95790,-0.10149,0.34219
10.50000,0.36073,1248.39554,-0.10134,0.34220
10.60000,0.36573,1268.59043,-0.10116,0.34224
10.70000,0.37073,1287.96687,-0.10108,0.34226
10.80000,0.37572,1307.83189,-0.10085,0.34230
10.90000,0.38070,1329.36398,-0.10071,0.34232
10.96580,0.38401,1342.65237,-0.10054,0.34233
11.00000,0.38570,1349.61475,-0.10046,0.34234
11.10000,0.39071,1369.51664,-0.10031,0.34237
11.20000,0.39572,1391.27402,-0.10020,0.34240
11.30000,0.40073,1411.96530,-0.10000,0.34241
11.40000,0.40572,1432.96421,-0.09986,0.34245
11.50000,0.41071,1452.56259,-0.09971,0.34248
11.60000,0.41571,1472.23361,-0.09958,0.34249
11.70000,0.42072,1493.30711,-0.09942,0.34252
11.80000,0.42572,1513.18749,-0.09914,0.34255
11.90000,0.43073,1534.56898,-0.09905,0.34259
12.00000,0.43574,1555.99117,-0.09888,0.34261
12.10000,0.44074,1577.34081,-0.09879,0.34264
12.16580,0.44404,1591.39391,-0.09861,0.34266
12.20000,0.44573,1597.30185,-0.09860,0.34267
12.30000,0.45072,1619.87878,-0.09834,0.34270
12.40000,0.45572,1640.14585,-0.09824,0.34272
12.50000,0.46074,1661.65717,-0.09801,0.34277
12.60000,0.46577,1684.21455,-0.09784,0.34278
12.70000,0.47075,1705.04265,-0.09774,0.34280
12.80000,0.47571,1726.48598,-0.09753,0.34284
12.90000,0.48070,1748.50840,-0.09734,0.34286
13.00000,0.48570,1769.78819,-0.09723,0.34289
13.10000,0.49072,1792.28075,-0.09705,0.34291
13.20000,0.49573,1814.08711,-0.09689,0.34295
13.30000,0.50073,1835.14468,-0.09669,0.34298
13.32580,0.50203,1839.71953,-0.09668,0.34299
13.40000,0.50573,1856.74746,-0.09651,0.34300
13.50000,0.51073,1877.58468,-0.09642,0.34303
13.60000,0.51572,1898.71062,-0.09624,0.34306
13.70000,0.52071,1921.75154,-0.09598,0.34309
13.80000,0.52570,1943.45452,-0.09588,0.34312
13.90000,0.53073,1965.94503,-0.09573,0.34314
14.00000,0.53574,1988.77845,-0.09552,0.34317
14.10000,0.54074,2009.72706,-0.09532,0.34320
14.20000,0.54573,2031.04913,-0.09521,0.34323
14.30000,0.55073,2051.91281,-0.09500,0.34326
14.40000,0.55574,2075.43578,-0.09488,0.34329
14.48380,0.55994,2094.08980,-0.09466,0.34331
14.50000,0.56074,2097.49248,-0.09463,0.34331
14.60000,0.56574,2121.34495,-0.09453,0.34335
14.70000,0.57072,2143.56501,-0.09436,0.34337
14.80000,0.57571,2166.56439,-0.09413,0.34339
14.90000,0.58070,2187.96898,-0.09398,0.34344
15.00000,0.58571,2211.13190,-0.09384,0.34347
15.10000,0.59071,2233.47079,-0.09355,0.34351
15.20000,0.59572,2256.83395,-0.09346,0.34354
15.30000,0.60074,2278.62615,-0.09325,0.34356
15.40000,0.60575,2300.46250,-0.09306,0.34358
15.50000,0.61074,2323.77294,-0.09287,0.34362
15.57880,0.61467,2341.49750,-0.09268,0.34364
15.60000,0.61573,2346.79282,-0.09272,0.34365
15.70000,0.62073,2369.27625,-0.09256,0.34369
15.80000,0.62573,2390.64600,-0.09232,0.34371
15.90000,0.63075,2415.40745,-0.09219,0.34374
16.00000,0.63575,2438.06988,-0.09195,0.34378
16.10000,0.64074,2460.09380,-0.09179,0.34382
16.20000,0.64573,2482.14304,-0.09159,0.34384
16.30000,0.65072,2505.40394,-0.09140,0.34387
16.40000,0.65572,2529.47137,-0.09122,0.34391
16.50000,0.66073,2553.80906,-0.09105,0.34394
16.60000,0.66573,2577.25846,-0.09092,0.34397
16.65980,0.66873,2591.95566,-0.09080,0.34399
16.70000,0.67072,2601.58088,-0.09066,0.34400
16.80000,0.67568,2625.72356,-0.09046,0.34404
16.90000,0.68068,2649.02022,-0.09038,0.34407
17.00000,0.68569,2675.62903,-0.09010,0.34411
