Time,Extension,Load,Displacement (Strain 1),Displacement (Strain 2)
(sec),(mm),(N),(mm),(mm)
12.502, 1.197
0.00000,0.00004,70.01385,0.00595,0.40469
0.00180,0.00004,70.01590,0.00595,0.40469
0.10000,0.00222,73.04046,0.00600,0.40470
0.20000,0.00668,94.42549,0.00618,0.40470
0.30000,0.01185,116.32629,0.00628,0.40473
0.40000,0.01725,136.70698,0.00643,0.40474
0.50000,0.02266,143.22521,0.00677,0.40476
0.60000,0.02801,149.13222,0.00710,0.40494
0.70000,0.03329,165.18170,0.00752,0.40493
0.80000,0.03848,177.71814,0.00788,0.40495
0.90000,0.04360,188.52688,0.00790,0.40497
1.00000,0.04868,200.85182,0.00794,0.40498
1.10000,0.05374,214.35497,0.00793,0.40502
1.20000,0.05879,226.61332,0.00805,0.40503
1.30000,0.06384,239.44415,0.00810,0.40505
1.40000,0.06889,252.29733,0.00824,0.40506
1.50000,0.07386,264.18259,0.00823,0.40507
1.60000,0.07881,277.09501,0.00838,0.40510
1.70000,0.08378,290.28310,0.00845,0.40512
1.80000,0.08881,302.94172,0.00855,0.40514
1.88080,0.09290,313.55107,0.00857,0.40516
1.90000,0.09387,316.35566,0.00863,0.40517
2.00000,0.09892,328.59929,0.00867,0.40518
2.10000,0.10391,340.89768,0.00874,0.40521
2.20000,0.10890,353.71315,0.00887,0.40521
2.30000,0.11390,366.34961,0.00892,0.40524
2.40000,0.11887,379.81104,0.00898,0.40526
2.50000,0.12387,392.70446,0.00912,0.40528
2.60000,0.12890,406.19653,0.00916,0.40531
2.70000,0.13392,418.28090,0.00929,0.40532
2.80000,0.13890,433.22816,0.00936,0.40534
2.90000,0.14386,447.49584,0.00949,0.40537
3.00000,0.14884,461.21255,0.00958,0.40539
3.10000,0.15387,475.17056,0.00962,0.40540
3.20000,0.15888,491.03638,0.00983,0.40542
3.22280,0.16004,493.96753,0.00985,0.40541
3.30000,0.16101,489.07055,0.00975,0.40542
3.40000,0.15771,476.28339,0.00964,0.40541
3.50000,0.15265,446.23800,0.00946,0.40538
3.60000,0.14691,397.88680,0.00915,0.40531
3.70000,0.14108,350.21044,0.00872,0.40526
3.80000,0.13534,305.08190,0.00832,0.40521
3.90000,0.12974,265.50330,0.00811,0.40517
4.00000,0.12430,233.57933,0.00790,0.40512
4.10000,0.11899,203.58758,0.00764,0.40510
4.20000,0.11377,176.89588,0.00746,0.40507
4.30000,0.10863,153.22687,0.00736,0.40504
4.40000,0.10352,128.59749,0.00720,0.40500
4.50000,0.09845,108.18569,0.00704,0.40498
4.60000,0.09343,93.96477,0.00701,0.40498
4.70000,0.08843,85.64945,0.00695,0.40497
4.80000,0.08340,71.16254,0.00699,0.40498
4.80380,0.08320,70.65069,0.00696,0.40498
4.90000,0.07833,55.14938,0.00683,0.40496
4.91080,0.07777,53.63757,0.00683,0.40496
5.00000,0.07706,53.93662,0.00677,0.40496
5.10000,0.08059,60.33471,0.00686,0.40497
5.20000,0.08579,84.77876,0.00701,0.40498
5.30000,0.09158,100.69516,0.00718,0.40499
5.40000,0.09746,117.77291,0.00727,0.40504
5.50000,0.10317,140.77947,0.00735,0.40507
5.60000,0.10873,165.29979,0.00762,0.40509
5.70000,0.11414,191.37925,0.00776,0.40512
5.80000,0.11941,219.15110,0.00790,0.40515
5.90000,0.12462,247.30777,0.00804,0.40516
6.00000,0.12979,276.70348,0.00837,0.40519
6.09780,0.13481,310.10062,0.00858,0.40524
6.10000,0.13491,310.78206,0.00859,0.40524
6.20000,0.13995,343.50995,0.00875,0.40528
