Time,Extension,Load,Displacement (Strain 1),Displacement (Strain 2)
(sec),(mm),(N),(mm),(mm)
12.657, 1.197
0.00000,0.00011,88.18498,-0.00462,0.26195
0.00180,0.00011,88.19140,-0.00462,0.26195
0.10000,0.00227,89.37744,-0.00455,0.26196
0.20000,0.00671,93.88337,-0.00409,0.26197
0.30000,0.01190,100.90088,-0.00424,0.26197
0.40000,0.01731,110.44694,-0.00442,0.26197
0.50000,0.02271,120.30620,-0.00516,0.26198
0.60000,0.02804,137.31420,-0.00528,0.26200
0.70000,0.03331,153.97361,-0.00512,0.26202
0.80000,0.03852,165.98199,-0.00493,0.26203
0.90000,0.04367,178.31801,-0.00492,0.26205
1.00000,0.04877,188.48032,-0.00470,0.26206
1.10000,0.05383,199.45186,-0.00464,0.26209
1.20000,0.05887,210.50274,-0.00455,0.26211
1.30000,0.06389,221.18306,-0.00451,0.26213
1.40000,0.06891,233.42036,-0.00439,0.26214
1.50000,0.07393,244.09927,-0.00430,0.26216
1.60000,0.07896,255.73196,-0.00425,0.26217
1.70000,0.08399,265.50628,-0.00425,0.26219
1.80000,0.08898,278.02810,-0.00407,0.26219
1.90000,0.09398,288.17588,-0.00413,0.26221
2.00000,0.09895,300.51144,-0.00402,0.26223
2.10000,0.10395,313.32467,-0.00398,0.26223
2.20000,0.10895,325.07414,-0.00393,0.26226
2.24780,0.11136,331.71177,-0.00387,0.26228
2.30000,0.11396,338.47522,-0.00389,0.26228
2.40000,0.11895,351.40477,-0.00382,0.26229
2.50000,0.12394,365.26080,-0.00369,0.26232
2.60000,0.12895,379.19832,-0.00363,0.26234
2.70000,0.13396,393.00686,-0.00360,0.26235
2.80000,0.13895,406.13385,-0.00344,0.26236
2.90000,0.14396,419.61055,-0.00337,0.26240
3.00000,0.14898,431.52841,-0.00332,0.26241
3.10000,0.15398,444.81643,-0.00329,0.26242
3.20000,0.15896,458.26240,-0.00316,0.26244
3.30000,0.16396,471.93905,-0.00312,0.26246
3.40000,0.16897,485.67764,-0.00293,0.26248
